date,Attribute,Value
4/1/2004 0:00,Education and Health,589
4/1/2004 0:00,Government,433
4/1/2004 0:00,Finance,312
4/1/2004 0:00,Self-employed,242
4/1/2004 0:00,Other,347
4/1/2004 0:00,Transportation and Utilities,239
4/1/2004 0:00,Information,168
4/1/2004 0:00,Agriculture,107
4/1/2004 0:00,Mining and Extraction,34
5/1/2004 0:00,Wholesale and Retail Trade,1183
5/1/2004 0:00,Manufacturing,966
5/1/2004 0:00,Leisure and hospitality,977
5/1/2004 0:00,Business services,819
5/1/2004 0:00,Construction,665
5/1/2004 0:00,Education and Health,570
5/1/2004 0:00,Government,468
5/1/2004 0:00,Finance,302
5/1/2004 0:00,Self-employed,287
5/1/2004 0:00,Other,310
5/1/2004 0:00,Transportation and Utilities,230
5/1/2004 0:00,Information,190
5/1/2004 0:00,Agriculture,99
5/1/2004 0:00,Mining and Extraction,22
6/1/2004 0:00,Wholesale and Retail Trade,1182
6/1/2004 0:00,Manufacturing,957
6/1/2004 0:00,Leisure and hospitality,1189
6/1/2004 0:00,Business services,814
6/1/2004 0:00,Construction,668
6/1/2004 0:00,Education and Health,769
6/1/2004 0:00,Government,580
6/1/2004 0:00,Finance,335
6/1/2004 0:00,Self-employed,306
6/1/2004 0:00,Other,326
6/1/2004 0:00,Transportation and Utilities,227
6/1/2004 0:00,Information,172
6/1/2004 0:00,Agriculture,106
6/1/2004 0:00,Mining and Extraction,27
7/1/2004 0:00,Wholesale and Retail Trade,1163
7/1/2004 0:00,Manufacturing,1019
7/1/2004 0:00,Leisure and hospitality,965
7/1/2004 0:00,Business services,790
7/1/2004 0:00,Construction,610
7/1/2004 0:00,Education and Health,725
7/1/2004 0:00,Government,741
7/1/2004 0:00,Finance,307
7/1/2004 0:00,Self-employed,291
7/1/2004 0:00,Other,346
7/1/2004 0:00,Transportation and Utilities,231
7/1/2004 0:00,Information,174
7/1/2004 0:00,Agriculture,140
7/1/2004 0:00,Mining and Extraction,28
8/1/2004 0:00,Wholesale and Retail Trade,1079
8/1/2004 0:00,Manufacturing,840
8/1/2004 0:00,Leisure and hospitality,1010
8/1/2004 0:00,Business services,845
8/1/2004 0:00,Construction,563
8/1/2004 0:00,Education and Health,647
8/1/2004 0:00,Government,676
8/1/2004 0:00,Finance,312
8/1/2004 0:00,Self-employed,324
8/1/2004 0:00,Other,341
8/1/2004 0:00,Transportation and Utilities,236
8/1/2004 0:00,Information,191
8/1/2004 0:00,Agriculture,103
8/1/2004 0:00,Mining and Extraction,10
9/1/2004 0:00,Wholesale and Retail Trade,1127
9/1/2004 0:00,Manufacturing,852
9/1/2004 0:00,Leisure and hospitality,854
9/1/2004 0:00,Business services,750
9/1/2004 0:00,Construction,629
9/1/2004 0:00,Education and Health,593
9/1/2004 0:00,Government,568
9/1/2004 0:00,Finance,374
9/1/2004 0:00,Self-employed,362
9/1/2004 0:00,Other,301
9/1/2004 0:00,Transportation and Utilities,208
9/1/2004 0:00,Information,178
9/1/2004 0:00,Agriculture,88
9/1/2004 0:00,Mining and Extraction,8
10/1/2004 0:00,Wholesale and Retail Trade,1138
10/1/2004 0:00,Manufacturing,884
10/1/2004 0:00,Leisure and hospitality,853
10/1/2004 0:00,Business services,781
10/1/2004 0:00,Construction,635
10/1/2004 0:00,Education and Health,526
10/1/2004 0:00,Government,561
10/1/2004 0:00,Finance,358
10/1/2004 0:00,Self-employed,301
10/1/2004 0:00,Other,300
10/1/2004 0:00,Transportation and Utilities,219
10/1/2004 0:00,Information,185
10/1/2004 0:00,Agriculture,102
10/1/2004 0:00,Mining and Extraction,15
11/1/2004 0:00,Wholesale and Retail Trade,1045
11/1/2004 0:00,Manufacturing,905
11/1/2004 0:00,Leisure and hospitality,916
11/1/2004 0:00,Business services,872
11/1/2004 0:00,Construction,695
11/1/2004 0:00,Education and Health,570
11/1/2004 0:00,Government,514
11/1/2004 0:00,Finance,290
11/1/2004 0:00,Self-employed,353
11/1/2004 0:00,Other,294
11/1/2004 0:00,Transportation and Utilities,217
11/1/2004 0:00,Information,187
11/1/2004 0:00,Agriculture,131
11/1/2004 0:00,Mining and Extraction,20
12/1/2004 0:00,Wholesale and Retail Trade,1058
12/1/2004 0:00,Manufacturing,872
12/1/2004 0:00,Leisure and hospitality,850
12/1/2004 0:00,Business services,875
12/1/2004 0:00,Construction,870
12/1/2004 0:00,Education and Health,562
12/1/2004 0:00,Government,499
12/1/2004 0:00,Finance,290
12/1/2004 0:00,Self-employed,341
12/1/2004 0:00,Other,276
12/1/2004 0:00,Transportation and Utilities,204
12/1/2004 0:00,Information,173
12/1/2004 0:00,Agriculture,165
12/1/2004 0:00,Mining and Extraction,16
1/1/2005 0:00,Wholesale and Retail Trade,1302
1/1/2005 0:00,Manufacturing,889
1/1/2005 0:00,Leisure and hospitality,993
1/1/2005 0:00,Business services,958
1/1/2005 0:00,Construction,1079
1/1/2005 0:00,Education and Health,613
1/1/2005 0:00,Government,555
1/1/2005 0:00,Finance,252
1/1/2005 0:00,Self-employed,346
1/1/2005 0:00,Other,290
1/1/2005 0:00,Transportation and Utilities,276
1/1/2005 0:00,Information,168
1/1/2005 0:00,Agriculture,153
1/1/2005 0:00,Mining and Extraction,29
2/1/2005 0:00,Wholesale and Retail Trade,1301
2/1/2005 0:00,Manufacturing,889
2/1/2005 0:00,Leisure and hospitality,1008
2/1/2005 0:00,Business services,916
2/1/2005 0:00,Construction,1150
2/1/2005 0:00,Education and Health,619
2/1/2005 0:00,Government,472
2/1/2005 0:00,Finance,301
2/1/2005 0:00,Self-employed,363
2/1/2005 0:00,Other,325
2/1/2005 0:00,Transportation and Utilities,245
2/1/2005 0:00,Information,204
2/1/2005 0:00,Agriculture,107
2/1/2005 0:00,Mining and Extraction,25
3/1/2005 0:00,Wholesale and Retail Trade,1173
3/1/2005 0:00,Manufacturing,879
3/1/2005 0:00,Leisure and hospitality,967
3/1/2005 0:00,Business services,807
3/1/2005 0:00,Construction,961
3/1/2005 0:00,Education and Health,614
3/1/2005 0:00,Government,468
3/1/2005 0:00,Finance,261
3/1/2005 0:00,Self-employed,312
3/1/2005 0:00,Other,308
3/1/2005 0:00,Transportation and Utilities,267
3/1/2005 0:00,Information,177
3/1/2005 0:00,Agriculture,139
3/1/2005 0:00,Mining and Extraction,32
4/1/2005 0:00,Wholesale and Retail Trade,1131
4/1/2005 0:00,Manufacturing,793
4/1/2005 0:00,Leisure and hospitality,882
4/1/2005 0:00,Business services,714
4/1/2005 0:00,Construction,693
4/1/2005 0:00,Education and Health,591
4/1/2005 0:00,Government,478
4/1/2005 0:00,Finance,255
4/1/2005 0:00,Self-employed,273
4/1/2005 0:00,Other,306
4/1/2005 0:00,Transportation and Utilities,257
4/1/2005 0:00,Information,178
4/1/2005 0:00,Agriculture,84
4/1/2005 0:00,Mining and Extraction,19
5/1/2005 0:00,Wholesale and Retail Trade,1145
5/1/2005 0:00,Manufacturing,743
5/1/2005 0:00,Leisure and hospitality,944
5/1/2005 0:00,Business services,730
5/1/2005 0:00,Construction,567
5/1/2005 0:00,Education and Health,648
5/1/2005 0:00,Government,453
5/1/2005 0:00,Finance,288
5/1/2005 0:00,Self-employed,299
5/1/2005 0:00,Other,314
5/1/2005 0:00,Transportation and Utilities,223
5/1/2005 0:00,Information,145
5/1/2005 0:00,Agriculture,66
5/1/2005 0:00,Mining and Extraction,16
6/1/2005 0:00,Wholesale and Retail Trade,1197
6/1/2005 0:00,Manufacturing,743
6/1/2005 0:00,Leisure and hospitality,950
6/1/2005 0:00,Business services,743
6/1/2005 0:00,Construction,559
6/1/2005 0:00,Education and Health,667
6/1/2005 0:00,Government,681
6/1/2005 0:00,Finance,307
6/1/2005 0:00,Self-employed,268
6/1/2005 0:00,Other,291
6/1/2005 0:00,Transportation and Utilities,247
6/1/2005 0:00,Information,160
6/1/2005 0:00,Agriculture,76
6/1/2005 0:00,Mining and Extraction,25
7/1/2005 0:00,Wholesale and Retail Trade,1194
7/1/2005 0:00,Manufacturing,883
7/1/2005 0:00,Leisure and hospitality,929
7/1/2005 0:00,Business services,804
7/1/2005 0:00,Construction,509
7/1/2005 0:00,Education and Health,635
7/1/2005 0:00,Government,683
7/1/2005 0:00,Finance,309
7/1/2005 0:00,Self-employed,282
7/1/2005 0:00,Other,274
7/1/2005 0:00,Transportation and Utilities,222
7/1/2005 0:00,Information,142
7/1/2005 0:00,Agriculture,69
7/1/2005 0:00,Mining and Extraction,22
8/1/2005 0:00,Wholesale and Retail Trade,1130
8/1/2005 0:00,Manufacturing,767
8/1/2005 0:00,Leisure and hospitality,844
8/1/2005 0:00,Business services,728
8/1/2005 0:00,Construction,561
8/1/2005 0:00,Education and Health,644
8/1/2005 0:00,Government,664
8/1/2005 0:00,Finance,300
8/1/2005 0:00,Self-employed,249
8/1/2005 0:00,Other,306
8/1/2005 0:00,Transportation and Utilities,187
8/1/2005 0:00,Information,156
8/1/2005 0:00,Agriculture,100
8/1/2005 0:00,Mining and Extraction,12
9/1/2005 0:00,Wholesale and Retail Trade,1038
9/1/2005 0:00,Manufacturing,775
9/1/2005 0:00,Leisure and hospitality,842
9/1/2005 0:00,Business services,862
9/1/2005 0:00,Construction,572
9/1/2005 0:00,Education and Health,658
9/1/2005 0:00,Government,568
9/1/2005 0:00,Finance,260
9/1/2005 0:00,Self-employed,282
9/1/2005 0:00,Other,307
9/1/2005 0:00,Transportation and Utilities,211
9/1/2005 0:00,Information,168
9/1/2005 0:00,Agriculture,127
9/1/2005 0:00,Mining and Extraction,12
10/1/2005 0:00,Wholesale and Retail Trade,1050
10/1/2005 0:00,Manufacturing,800
10/1/2005 0:00,Leisure and hospitality,796
10/1/2005 0:00,Business services,748
10/1/2005 0:00,Construction,519
10/1/2005 0:00,Education and Health,628
10/1/2005 0:00,Government,502
10/1/2005 0:00,Finance,255
10/1/2005 0:00,Self-employed,255
10/1/2005 0:00,Other,319
10/1/2005 0:00,Transportation and Utilities,251
10/1/2005 0:00,Information,162
10/1/2005 0:00,Agriculture,85
10/1/2005 0:00,Mining and Extraction,2
11/1/2005 0:00,Wholesale and Retail Trade,1013
11/1/2005 0:00,Manufacturing,823
11/1/2005 0:00,Leisure and hospitality,966
11/1/2005 0:00,Business services,711
11/1/2005 0:00,Construction,564
11/1/2005 0:00,Education and Health,677
11/1/2005 0:00,Government,494
11/1/2005 0:00,Finance,268
11/1/2005 0:00,Self-employed,319
11/1/2005 0:00,Other,300
11/1/2005 0:00,Transportation and Utilities,199
11/1/2005 0:00,Information,172
11/1/2005 0:00,Agriculture,118
11/1/2005 0:00,Mining and Extraction,18
12/1/2005 0:00,Wholesale and Retail Trade,968
12/1/2005 0:00,Manufacturing,757
12/1/2005 0:00,Leisure and hospitality,930
12/1/2005 0:00,Business services,788
12/1/2005 0:00,Construction,813
12/1/2005 0:00,Education and Health,529
12/1/2005 0:00,Government,393
12/1/2005 0:00,Finance,204
12/1/2005 0:00,Self-employed,327
12/1/2005 0:00,Other,269
12/1/2005 0:00,Transportation and Utilities,202
12/1/2005 0:00,Information,128
12/1/2005 0:00,Agriculture,127
12/1/2005 0:00,Mining and Extraction,23
1/1/2006 0:00,Wholesale and Retail Trade,1203
1/1/2006 0:00,Manufacturing,778
1/1/2006 0:00,Leisure and hospitality,910
1/1/2006 0:00,Business services,825
1/1/2006 0:00,Construction,868
1/1/2006 0:00,Education and Health,593
1/1/2006 0:00,Government,457
1/1/2006 0:00,Finance,233
1/1/2006 0:00,Self-employed,341
1/1/2006 0:00,Other,308
1/1/2006 0:00,Transportation and Utilities,287
1/1/2006 0:00,Information,105
1/1/2006 0:00,Agriculture,140
1/1/2006 0:00,Mining and Extraction,26
2/1/2006 0:00,Wholesale and Retail Trade,1141
2/1/2006 0:00,Manufacturing,821
2/1/2006 0:00,Leisure and hospitality,1040
2/1/2006 0:00,Business services,841
2/1/2006 0:00,Construction,836
2/1/2006 0:00,Education and Health,528
2/1/2006 0:00,Government,472
2/1/2006 0:00,Finance,268
2/1/2006 0:00,Self-employed,332
2/1/2006 0:00,Other,281
2/1/2006 0:00,Transportation and Utilities,260
2/1/2006 0:00,Information,119
2/1/2006 0:00,Agriculture,139
2/1/2006 0:00,Mining and Extraction,25
3/1/2006 0:00,Wholesale and Retail Trade,1022
3/1/2006 0:00,Manufacturing,701
3/1/2006 0:00,Leisure and hospitality,917
3/1/2006 0:00,Business services,824
3/1/2006 0:00,Construction,820
3/1/2006 0:00,Education and Health,563
3/1/2006 0:00,Government,461
3/1/2006 0:00,Finance,298
3/1/2006 0:00,Self-employed,300
3/1/2006 0:00,Other,292
3/1/2006 0:00,Transportation and Utilities,263
3/1/2006 0:00,Information,116
3/1/2006 0:00,Agriculture,117
3/1/2006 0:00,Mining and Extraction,14
4/1/2006 0:00,Wholesale and Retail Trade,972
4/1/2006 0:00,Manufacturing,745
4/1/2006 0:00,Leisure and hospitality,882
4/1/2006 0:00,Business services,644
4/1/2006 0:00,Construction,674
4/1/2006 0:00,Education and Health,558
4/1/2006 0:00,Government,414
4/1/2006 0:00,Finance,293
4/1/2006 0:00,Self-employed,334
4/1/2006 0:00,Other,266
4/1/2006 0:00,Transportation and Utilities,272
4/1/2006 0:00,Information,132
4/1/2006 0:00,Agriculture,81
4/1/2006 0:00,Mining and Extraction,17
5/1/2006 0:00,Wholesale and Retail Trade,1025
5/1/2006 0:00,Manufacturing,680
5/1/2006 0:00,Leisure and hospitality,830
5/1/2006 0:00,Business services,695
5/1/2006 0:00,Construction,647
5/1/2006 0:00,Education and Health,543
5/1/2006 0:00,Government,429
5/1/2006 0:00,Finance,289
5/1/2006 0:00,Self-employed,251
5/1/2006 0:00,Other,265
5/1/2006 0:00,Transportation and Utilities,226
5/1/2006 0:00,Information,158
5/1/2006 0:00,Agriculture,79
5/1/2006 0:00,Mining and Extraction,20
6/1/2006 0:00,Wholesale and Retail Trade,1085
6/1/2006 0:00,Manufacturing,635
6/1/2006 0:00,Leisure and hospitality,942
6/1/2006 0:00,Business services,753
6/1/2006 0:00,Construction,569
6/1/2006 0:00,Education and Health,617
6/1/2006 0:00,Government,578
6/1/2006 0:00,Finance,299
6/1/2006 0:00,Self-employed,245
6/1/2006 0:00,Other,265
6/1/2006 0:00,Transportation and Utilities,225
6/1/2006 0:00,Information,114
6/1/2006 0:00,Agriculture,35
6/1/2006 0:00,Mining and Extraction,31
7/1/2006 0:00,Wholesale and Retail Trade,1083
7/1/2006 0:00,Manufacturing,736
7/1/2006 0:00,Leisure and hospitality,867
7/1/2006 0:00,Business services,735
7/1/2006 0:00,Construction,633
7/1/2006 0:00,Education and Health,659
7/1/2006 0:00,Government,659
7/1/2006 0:00,Finance,329
7/1/2006 0:00,Self-employed,291
7/1/2006 0:00,Other,305
7/1/2006 0:00,Transportation and Utilities,237
7/1/2006 0:00,Information,103
7/1/2006 0:00,Agriculture,55
7/1/2006 0:00,Mining and Extraction,25
8/1/2006 0:00,Wholesale and Retail Trade,977
8/1/2006 0:00,Manufacturing,680
8/1/2006 0:00,Leisure and hospitality,855
8/1/2006 0:00,Business services,681
8/1/2006 0:00,Construction,618
8/1/2006 0:00,Education and Health,611
8/1/2006 0:00,Government,595
8/1/2006 0:00,Finance,263
8/1/2006 0:00,Self-employed,306
8/1/2006 0:00,Other,341
8/1/2006 0:00,Transportation and Utilities,217
8/1/2006 0:00,Information,132
8/1/2006 0:00,Agriculture,76
8/1/2006 0:00,Mining and Extraction,32
9/1/2006 0:00,Wholesale and Retail Trade,1008
9/1/2006 0:00,Manufacturing,632
9/1/2006 0:00,Leisure and hospitality,810
9/1/2006 0:00,Business services,736
9/1/2006 0:00,Construction,586
9/1/2006 0:00,Education and Health,576
9/1/2006 0:00,Government,396
9/1/2006 0:00,Finance,235
9/1/2006 0:00,Self-employed,299
9/1/2006 0:00,Other,310
9/1/2006 0:00,Transportation and Utilities,183
9/1/2006 0:00,Information,170
9/1/2006 0:00,Agriculture,78
9/1/2006 0:00,Mining and Extraction,14
10/1/2006 0:00,Wholesale and Retail Trade,972
10/1/2006 0:00,Manufacturing,618
10/1/2006 0:00,Leisure and hospitality,795
10/1/2006 0:00,Business services,768
10/1/2006 0:00,Construction,456
10/1/2006 0:00,Education and Health,531
10/1/2006 0:00,Government,424
10/1/2006 0:00,Finance,211
10/1/2006 0:00,Self-employed,275
10/1/2006 0:00,Other,268
10/1/2006 0:00,Transportation and Utilities,206
10/1/2006 0:00,Information,116
10/1/2006 0:00,Agriculture,77
10/1/2006 0:00,Mining and Extraction,15
11/1/2006 0:00,Wholesale and Retail Trade,1018
11/1/2006 0:00,Manufacturing,702
11/1/2006 0:00,Leisure and hospitality,836
11/1/2006 0:00,Business services,658
11/1/2006 0:00,Construction,618
11/1/2006 0:00,Education and Health,536
11/1/2006 0:00,Government,400
11/1/2006 0:00,Finance,229
11/1/2006 0:00,Self-employed,257
11/1/2006 0:00,Other,306
11/1/2006 0:00,Transportation and Utilities,183
11/1/2006 0:00,Information,137
11/1/2006 0:00,Agriculture,125
11/1/2006 0:00,Mining and Extraction,22
12/1/2006 0:00,Wholesale and Retail Trade,965
12/1/2006 0:00,Manufacturing,660
12/1/2006 0:00,Leisure and hospitality,701
12/1/2006 0:00,Business services,791
12/1/2006 0:00,Construction,725
12/1/2006 0:00,Education and Health,502
12/1/2006 0:00,Government,395
12/1/2006 0:00,Finance,227
12/1/2006 0:00,Self-employed,287
12/1/2006 0:00,Other,306
12/1/2006 0:00,Transportation and Utilities,190
12/1/2006 0:00,Information,108
12/1/2006 0:00,Agriculture,139
12/1/2006 0:00,Mining and Extraction,25
1/1/2007 0:00,Wholesale and Retail Trade,1166
1/1/2007 0:00,Manufacturing,752
1/1/2007 0:00,Leisure and hospitality,911
1/1/2007 0:00,Business services,885
1/1/2007 0:00,Construction,922
1/1/2007 0:00,Education and Health,563
1/1/2007 0:00,Government,476
1/1/2007 0:00,Finance,233
1/1/2007 0:00,Self-employed,376
1/1/2007 0:00,Other,275
1/1/2007 0:00,Transportation and Utilities,248
1/1/2007 0:00,Information,143
1/1/2007 0:00,Agriculture,128
1/1/2007 0:00,Mining and Extraction,35
2/1/2007 0:00,Wholesale and Retail Trade,1045
2/1/2007 0:00,Manufacturing,774
2/1/2007 0:00,Leisure and hospitality,879
2/1/2007 0:00,Business services,825
2/1/2007 0:00,Construction,1086
2/1/2007 0:00,Education and Health,489
2/1/2007 0:00,Government,405
2/1/2007 0:00,Finance,295
2/1/2007 0:00,Self-employed,300
2/1/2007 0:00,Other,257
2/1/2007 0:00,Transportation and Utilities,251
2/1/2007 0:00,Information,139
2/1/2007 0:00,Agriculture,127
2/1/2007 0:00,Mining and Extraction,33
3/1/2007 0:00,Wholesale and Retail Trade,896
3/1/2007 0:00,Manufacturing,742
3/1/2007 0:00,Leisure and hospitality,845
3/1/2007 0:00,Business services,775
3/1/2007 0:00,Construction,924
3/1/2007 0:00,Education and Health,495
3/1/2007 0:00,Government,419
3/1/2007 0:00,Finance,252
3/1/2007 0:00,Self-employed,311
3/1/2007 0:00,Other,222
3/1/2007 0:00,Transportation and Utilities,249
3/1/2007 0:00,Information,109
3/1/2007 0:00,Agriculture,123
3/1/2007 0:00,Mining and Extraction,24
4/1/2007 0:00,Wholesale and Retail Trade,872
4/1/2007 0:00,Manufacturing,749
4/1/2007 0:00,Leisure and hospitality,822
4/1/2007 0:00,Business services,689
4/1/2007 0:00,Construction,853
4/1/2007 0:00,Education and Health,555
4/1/2007 0:00,Government,408
4/1/2007 0:00,Finance,231
4/1/2007 0:00,Self-employed,240
4/1/2007 0:00,Other,224
4/1/2007 0:00,Transportation and Utilities,188
4/1/2007 0:00,Information,77
4/1/2007 0:00,Agriculture,67
4/1/2007 0:00,Mining and Extraction,17
5/1/2007 0:00,Wholesale and Retail Trade,795
5/1/2007 0:00,Manufacturing,651
5/1/2007 0:00,Leisure and hospitality,831
5/1/2007 0:00,Business services,743
5/1/2007 0:00,Construction,676
5/1/2007 0:00,Education and Health,622
5/1/2007 0:00,Government,428
5/1/2007 0:00,Finance,281
5/1/2007 0:00,Self-employed,276
5/1/2007 0:00,Other,242
5/1/2007 0:00,Transportation and Utilities,216
5/1/2007 0:00,Information,110
5/1/2007 0:00,Agriculture,64
5/1/2007 0:00,Mining and Extraction,22
6/1/2007 0:00,Wholesale and Retail Trade,979
6/1/2007 0:00,Manufacturing,653
6/1/2007 0:00,Leisure and hospitality,917
6/1/2007 0:00,Business services,722
6/1/2007 0:00,Construction,600
6/1/2007 0:00,Education and Health,653
6/1/2007 0:00,Government,572
6/1/2007 0:00,Finance,303
6/1/2007 0:00,Self-employed,258
6/1/2007 0:00,Other,256
6/1/2007 0:00,Transportation and Utilities,242
6/1/2007 0:00,Information,114
6/1/2007 0:00,Agriculture,59
6/1/2007 0:00,Mining and Extraction,33
7/1/2007 0:00,Wholesale and Retail Trade,1089
7/1/2007 0:00,Manufacturing,621
7/1/2007 0:00,Leisure and hospitality,920
7/1/2007 0:00,Business services,743
7/1/2007 0:00,Construction,617
7/1/2007 0:00,Education and Health,665
7/1/2007 0:00,Government,704
7/1/2007 0:00,Finance,307
7/1/2007 0:00,Self-employed,324
7/1/2007 0:00,Other,243
7/1/2007 0:00,Transportation and Utilities,309
7/1/2007 0:00,Information,112
7/1/2007 0:00,Agriculture,40
7/1/2007 0:00,Mining and Extraction,33
8/1/2007 0:00,Wholesale and Retail Trade,1028
8/1/2007 0:00,Manufacturing,596
8/1/2007 0:00,Leisure and hospitality,877
8/1/2007 0:00,Business services,683
8/1/2007 0:00,Construction,558
8/1/2007 0:00,Education and Health,648
8/1/2007 0:00,Government,695
8/1/2007 0:00,Finance,371
8/1/2007 0:00,Self-employed,315
8/1/2007 0:00,Other,239
8/1/2007 0:00,Transportation and Utilities,205
8/1/2007 0:00,Information,140
8/1/2007 0:00,Agriculture,54
8/1/2007 0:00,Mining and Extraction,33
9/1/2007 0:00,Wholesale and Retail Trade,1027
9/1/2007 0:00,Manufacturing,673
9/1/2007 0:00,Leisure and hospitality,892
9/1/2007 0:00,Business services,655
9/1/2007 0:00,Construction,596
9/1/2007 0:00,Education and Health,630
9/1/2007 0:00,Government,525
9/1/2007 0:00,Finance,316
9/1/2007 0:00,Self-employed,304
9/1/2007 0:00,Other,257
9/1/2007 0:00,Transportation and Utilities,224
9/1/2007 0:00,Information,124
9/1/2007 0:00,Agriculture,53
9/1/2007 0:00,Mining and Extraction,25
10/1/2007 0:00,Wholesale and Retail Trade,907
10/1/2007 0:00,Manufacturing,729
10/1/2007 0:00,Leisure and hospitality,911
10/1/2007 0:00,Business services,675
10/1/2007 0:00,Construction,641
10/1/2007 0:00,Education and Health,534
10/1/2007 0:00,Government,492
10/1/2007 0:00,Finance,307
10/1/2007 0:00,Self-employed,338
10/1/2007 0:00,Other,182
10/1/2007 0:00,Transportation and Utilities,218
10/1/2007 0:00,Information,120
10/1/2007 0:00,Agriculture,47
10/1/2007 0:00,Mining and Extraction,9
11/1/2007 0:00,Wholesale and Retail Trade,893
11/1/2007 0:00,Manufacturing,762
11/1/2007 0:00,Leisure and hospitality,986
11/1/2007 0:00,Business services,679
11/1/2007 0:00,Construction,645
11/1/2007 0:00,Education and Health,526
11/1/2007 0:00,Government,482
11/1/2007 0:00,Finance,261
11/1/2007 0:00,Self-employed,336
11/1/2007 0:00,Other,255
11/1/2007 0:00,Transportation and Utilities,242
11/1/2007 0:00,Information,132
11/1/2007 0:00,Agriculture,80
11/1/2007 0:00,Mining and Extraction,16
12/1/2007 0:00,Wholesale and Retail Trade,1009
12/1/2007 0:00,Manufacturing,772
12/1/2007 0:00,Leisure and hospitality,961
12/1/2007 0:00,Business services,803
12/1/2007 0:00,Construction,968
12/1/2007 0:00,Education and Health,521
12/1/2007 0:00,Government,451
12/1/2007 0:00,Finance,315
12/1/2007 0:00,Self-employed,326
12/1/2007 0:00,Other,235
12/1/2007 0:00,Transportation and Utilities,210
12/1/2007 0:00,Information,125
12/1/2007 0:00,Agriculture,96
12/1/2007 0:00,Mining and Extraction,24
1/1/2008 0:00,Wholesale and Retail Trade,1120
1/1/2008 0:00,Manufacturing,837
1/1/2008 0:00,Leisure and hospitality,1176
1/1/2008 0:00,Business services,893
1/1/2008 0:00,Construction,1099
1/1/2008 0:00,Education and Health,576
1/1/2008 0:00,Government,471
1/1/2008 0:00,Finance,285
1/1/2008 0:00,Self-employed,338
1/1/2008 0:00,Other,264
1/1/2008 0:00,Transportation and Utilities,271
1/1/2008 0:00,Information,169
1/1/2008 0:00,Agriculture,113
1/1/2008 0:00,Mining and Extraction,28
2/1/2008 0:00,Wholesale and Retail Trade,1007
2/1/2008 0:00,Manufacturing,820
2/1/2008 0:00,Leisure and hospitality,1056
2/1/2008 0:00,Business services,866
2/1/2008 0:00,Construction,1118
2/1/2008 0:00,Education and Health,562
2/1/2008 0:00,Government,372
2/1/2008 0:00,Finance,323
2/1/2008 0:00,Self-employed,340
2/1/2008 0:00,Other,313
2/1/2008 0:00,Transportation and Utilities,289
2/1/2008 0:00,Information,193
2/1/2008 0:00,Agriculture,135
2/1/2008 0:00,Mining and Extraction,16
3/1/2008 0:00,Wholesale and Retail Trade,992
3/1/2008 0:00,Manufacturing,831
3/1/2008 0:00,Leisure and hospitality,944
3/1/2008 0:00,Business services,876
3/1/2008 0:00,Construction,1170
3/1/2008 0:00,Education and Health,609
3/1/2008 0:00,Government,425
3/1/2008 0:00,Finance,323
3/1/2008 0:00,Self-employed,346
3/1/2008 0:00,Other,283
3/1/2008 0:00,Transportation and Utilities,267
3/1/2008 0:00,Information,155
3/1/2008 0:00,Agriculture,175
3/1/2008 0:00,Mining and Extraction,28
4/1/2008 0:00,Wholesale and Retail Trade,919
4/1/2008 0:00,Manufacturing,796
4/1/2008 0:00,Leisure and hospitality,874
4/1/2008 0:00,Business services,736
4/1/2008 0:00,Construction,1057
4/1/2008 0:00,Education and Health,551
4/1/2008 0:00,Government,373
4/1/2008 0:00,Finance,324
4/1/2008 0:00,Self-employed,338
4/1/2008 0:00,Other,251
4/1/2008 0:00,Transportation and Utilities,245
4/1/2008 0:00,Information,143
4/1/2008 0:00,Agriculture,108
4/1/2008 0:00,Mining and Extraction,28
5/1/2008 0:00,Wholesale and Retail Trade,1049
5/1/2008 0:00,Manufacturing,879
5/1/2008 0:00,Leisure and hospitality,1074
5/1/2008 0:00,Business services,829
5/1/2008 0:00,Construction,809
5/1/2008 0:00,Education and Health,619
5/1/2008 0:00,Government,461
5/1/2008 0:00,Finance,361
5/1/2008 0:00,Self-employed,366
5/1/2008 0:00,Other,275
5/1/2008 0:00,Transportation and Utilities,269
5/1/2008 0:00,Information,170
5/1/2008 0:00,Agriculture,94
5/1/2008 0:00,Mining and Extraction,28
6/1/2008 0:00,Wholesale and Retail Trade,1160
6/1/2008 0:00,Manufacturing,862
6/1/2008 0:00,Leisure and hospitality,1154
6/1/2008 0:00,Business services,890
6/1/2008 0:00,Construction,785
6/1/2008 0:00,Education and Health,669
6/1/2008 0:00,Government,654
6/1/2008 0:00,Finance,337
6/1/2008 0:00,Self-employed,364
6/1/2008 0:00,Other,322
6/1/2008 0:00,Transportation and Utilities,329
6/1/2008 0:00,Information,157
6/1/2008 0:00,Agriculture,86
6/1/2008 0:00,Mining and Extraction,28
7/1/2008 0:00,Wholesale and Retail Trade,1329
7/1/2008 0:00,Manufacturing,908
7/1/2008 0:00,Leisure and hospitality,1172
7/1/2008 0:00,Business services,866
7/1/2008 0:00,Construction,783
7/1/2008 0:00,Education and Health,776
7/1/2008 0:00,Government,770
7/1/2008 0:00,Finance,350
7/1/2008 0:00,Self-employed,345
7/1/2008 0:00,Other,352
7/1/2008 0:00,Transportation and Utilities,359
7/1/2008 0:00,Information,141
7/1/2008 0:00,Agriculture,125
