date,count
3/2/2020,3
3/3/2020,4
3/4/2020,-1
3/5/2020,1
3/6/2020,2
3/7/2020,3
3/8/2020,4
3/9/2020,5
3/10/2020,-1
3/11/2020,1
3/12/2020,2
3/13/2020,3
3/14/2020,4
3/15/2020,5
3/16/2020,6
3/17/2020,7
3/18/2020,8
3/19/2020,9
3/20/2020,10
3/21/2020,11
3/22/2020,12
3/23/2020,13
3/24/2020,-1
3/25/2020,1
3/26/2020,2
3/27/2020,3
3/28/2020,4
3/29/2020,5
3/30/2020,6
3/31/2020,7
4/1/2020,8
4/2/2020,9
4/3/2020,10
4/4/2020,11
4/5/2020,12
4/6/2020,13
4/7/2020,14
4/8/2020,15
4/9/2020,16
4/10/2020,17
4/11/2020,18
4/12/2020,19
4/13/2020,20
4/14/2020,21
4/15/2020,22
4/16/2020,23
4/17/2020,24
4/18/2020,25
4/19/2020,26
4/20/2020,27
4/21/2020,28
4/22/2020,29
4/23/2020,30
4/24/2020,31
4/25/2020,32
4/26/2020,33
4/27/2020,34
4/28/2020,35
4/29/2020,-1
4/30/2020,1
5/1/2020,2
5/2/2020,3
5/3/2020,4
5/4/2020,5
5/5/2020,6
5/6/2020,7
5/7/2020,8
5/8/2020,9
5/9/2020,10
5/10/2020,11
5/11/2020,12
5/12/2020,13
5/13/2020,14
5/14/2020,15
5/15/2020,16
5/16/2020,17
5/17/2020,18
5/18/2020,19
5/19/2020,20
5/20/2020,21
5/21/2020,22
5/22/2020,23
5/23/2020,24
5/24/2020,25
5/25/2020,26
5/26/2020,27
5/27/2020,28
5/28/2020,29
5/29/2020,30
5/30/2020,31
5/31/2020,32
6/1/2020,33
6/2/2020,34
6/3/2020,35
6/4/2020,36
6/5/2020,37
6/6/2020,38
6/7/2020,39
6/8/2020,-1
6/9/2020,1
6/10/2020,2
6/11/2020,3
6/12/2020,4
6/13/2020,5
6/14/2020,6
6/15/2020,-1
6/16/2020,1
6/17/2020,2
6/18/2020,3
6/19/2020,4
6/20/2020,5
6/21/2020,6
6/22/2020,7
6/23/2020,8
6/24/2020,9
6/25/2020,10
6/26/2020,11
6/27/2020,12
6/28/2020,13
6/29/2020,-1
6/30/2020,1
7/1/2020,2
7/2/2020,3
7/3/2020,-1
7/4/2020,1
7/5/2020,2
7/6/2020,3
7/7/2020,4
7/8/2020,5
7/9/2020,6
7/10/2020,7
7/11/2020,8
7/12/2020,9
7/13/2020,10
7/14/2020,11
7/15/2020,12
7/16/2020,13
7/17/2020,14
7/18/2020,15
7/19/2020,16
7/20/2020,17
7/21/2020,18
7/22/2020,19
7/23/2020,20
7/24/2020,21
7/25/2020,22
7/26/2020,23
7/27/2020,24
7/28/2020,-1
7/29/2020,1
7/30/2020,-1
7/31/2020,1
8/1/2020,2
8/2/2020,3
8/3/2020,4
8/4/2020,5
8/5/2020,6
8/6/2020,-1
8/7/2020,1
8/8/2020,2
8/9/2020,3
8/10/2020,4
8/11/2020,-1
8/12/2020,1
8/13/2020,2
8/14/2020,3
8/15/2020,4
8/16/2020,5
8/17/2020,6
8/18/2020,7
8/19/2020,8
8/20/2020,9
8/21/2020,10
8/22/2020,11
8/23/2020,12
8/24/2020,13
8/25/2020,14
8/26/2020,15
8/27/2020,16
8/28/2020,17
8/29/2020,18
8/30/2020,19
8/31/2020,20
9/1/2020,21
9/2/2020,22
9/3/2020,23
9/4/2020,24
9/5/2020,25
9/6/2020,26
9/7/2020,27
9/8/2020,28
9/9/2020,29
9/10/2020,30
9/11/2020,31
9/12/2020,32
9/13/2020,33
9/14/2020,-1
9/15/2020,1
9/16/2020,2
9/17/2020,3
9/18/2020,4
9/19/2020,5
9/20/2020,6
9/21/2020,7
9/22/2020,8
9/23/2020,9
9/24/2020,10
9/25/2020,-1
9/26/2020,1
9/27/2020,2
9/28/2020,3
9/29/2020,4
9/30/2020,5
10/1/2020,6
10/2/2020,7
10/3/2020,8
10/4/2020,9
10/5/2020,10
10/6/2020,11
10/7/2020,12
10/8/2020,13
10/9/2020,14
10/10/2020,15
10/11/2020,16
10/12/2020,17
10/13/2020,18
10/14/2020,19
10/15/2020,20
10/16/2020,21
10/17/2020,22
10/18/2020,23
10/19/2020,24
10/20/2020,25
10/21/2020,26
10/22/2020,-1
10/23/2020,1
10/24/2020,-1
10/25/2020,1
10/26/2020,2
10/27/2020,3
10/28/2020,4
10/29/2020,5
10/30/2020,-1
10/31/2020,1
11/1/2020,2
11/2/2020,3
11/3/2020,4
11/4/2020,5
11/5/2020,6
11/6/2020,7
11/7/2020,8
11/8/2020,9
11/9/2020,10
11/10/2020,11
11/11/2020,12
11/12/2020,13
11/13/2020,14
11/14/2020,15
11/15/2020,16
11/16/2020,17
11/17/2020,18
11/18/2020,19
11/19/2020,20
11/20/2020,21
11/21/2020,22
11/22/2020,23
11/23/2020,24
11/24/2020,25
11/25/2020,26
11/26/2020,27
11/27/2020,28
11/28/2020,29
11/29/2020,30
11/30/2020,31
12/1/2020,32
12/2/2020,33
12/3/2020,34
12/4/2020,35
12/5/2020,36
12/6/2020,37
12/7/2020,38
12/8/2020,39
12/9/2020,40
12/10/2020,41
12/11/2020,42
12/12/2020,43
12/13/2020,44
12/14/2020,45
12/15/2020,46
12/16/2020,47
12/17/2020,48
12/18/2020,49
12/19/2020,50
12/20/2020,51
12/21/2020,52
12/22/2020,53
12/23/2020,54
12/24/2020,55
12/25/2020,56
12/26/2020,57
12/27/2020,58
12/28/2020,59
12/29/2020,60
12/30/2020,61
12/31/2020,62
1/1/2021,63
1/2/2021,64
1/3/2021,65
1/4/2021,66
1/5/2021,67
1/6/2021,68
1/7/2021,69
1/8/2021,70
1/9/2021,71
1/10/2021,72
1/11/2021,73
1/12/2021,74
1/13/2021,75
1/14/2021,76
1/15/2021,77
1/16/2021,78
1/17/2021,79
1/18/2021,80
1/19/2021,81
1/20/2021,82
1/21/2021,-1
1/22/2021,1
1/23/2021,2
1/24/2021,3
1/25/2021,4
1/26/2021,5
1/27/2021,-1
1/28/2021,1
1/29/2021,2
1/30/2021,3
1/31/2021,4
2/1/2021,5
2/2/2021,6
2/3/2021,7
2/4/2021,-1
2/5/2021,1
2/6/2021,2
2/7/2021,3
2/8/2021,4
2/9/2021,5
2/10/2021,6
2/11/2021,7
2/12/2021,-1
2/13/2021,1
2/14/2021,2
2/15/2021,3
2/16/2021,4
2/17/2021,5
2/18/2021,6
2/19/2021,-1
2/20/2021,1
2/21/2021,2
2/22/2021,3
2/23/2021,4
2/24/2021,5
2/25/2021,6
2/26/2021,7
2/27/2021,8
2/28/2021,9
3/1/2021,10
3/2/2021,11
3/3/2021,12
3/4/2021,13
3/5/2021,14
3/6/2021,15
3/7/2021,16
3/8/2021,17
3/9/2021,18
3/10/2021,19
3/11/2021,20
3/12/2021,-1
3/13/2021,1
3/14/2021,2
3/15/2021,3
3/16/2021,4
3/17/2021,5
3/18/2021,6
3/19/2021,7
3/20/2021,8
3/21/2021,9
3/22/2021,10
3/23/2021,11
3/24/2021,12
3/25/2021,13
3/26/2021,14
3/27/2021,15
3/28/2021,16
3/29/2021,17
3/30/2021,18
3/31/2021,19
4/1/2021,20
4/2/2021,21
4/3/2021,22
4/4/2021,23
4/5/2021,24
4/6/2021,25
4/7/2021,26
4/8/2021,27
4/9/2021,28
4/10/2021,29
4/11/2021,30
4/12/2021,31
4/13/2021,32
4/14/2021,33
4/15/2021,34
4/16/2021,35
4/17/2021,36
4/18/2021,37
4/19/2021,-1
4/20/2021,1
4/21/2021,2
4/22/2021,3
4/23/2021,4
4/24/2021,5
4/25/2021,6
4/26/2021,7
4/27/2021,8
4/28/2021,9
4/29/2021,-1
4/30/2021,1
5/1/2021,2
5/2/2021,3
5/3/2021,4
5/4/2021,5
5/5/2021,6
5/6/2021,7
5/7/2021,8
5/8/2021,9
5/9/2021,10
5/10/2021,-1
5/11/2021,1
5/12/2021,2
5/13/2021,3
5/14/2021,4
5/15/2021,5
5/16/2021,6
5/17/2021,7
5/18/2021,8
5/19/2021,9
5/20/2021,10
5/21/2021,-1
5/22/2021,1
5/23/2021,2
5/24/2021,3
5/25/2021,4
5/26/2021,5
5/27/2021,6
5/28/2021,-1
5/29/2021,1
5/30/2021,2
5/31/2021,3
6/1/2021,4
6/2/2021,5
6/3/2021,6
6/4/2021,7
6/5/2021,8
6/6/2021,9
6/7/2021,10
6/8/2021,11
6/9/2021,12
6/10/2021,13
6/11/2021,14
6/12/2021,-1
6/13/2021,1
6/14/2021,2
6/15/2021,3
6/16/2021,4
6/17/2021,5
6/18/2021,6
6/19/2021,7
6/20/2021,8
6/21/2021,9
6/22/2021,10
6/23/2021,11
6/24/2021,12
6/25/2021,-1
6/26/2021,-2
6/27/2021,-3
6/28/2021,-4
6/29/2021,1
6/30/2021,2
7/1/2021,3
7/2/2021,-1
7/3/2021,1
7/4/2021,-1
7/5/2021,1
7/6/2021,2
7/7/2021,3
7/8/2021,4
7/9/2021,-1
7/10/2021,1
7/11/2021,-1
7/12/2021,1
7/13/2021,2
7/14/2021,3
7/15/2021,4
7/16/2021,5
7/17/2021,6
7/18/2021,7
7/19/2021,-1
7/20/2021,1
7/21/2021,-1
7/22/2021,1
7/23/2021,2
7/24/2021,3
7/25/2021,4
7/26/2021,5
7/27/2021,6
7/28/2021,7
7/29/2021,8
7/30/2021,9
7/31/2021,10
8/1/2021,11
8/2/2021,12
8/3/2021,13
8/4/2021,-1
8/5/2021,1
8/6/2021,2
8/7/2021,-1
8/8/2021,1
8/9/2021,2
8/10/2021,-1
8/11/2021,1
8/12/2021,2
8/13/2021,3
8/14/2021,4
8/15/2021,5
8/16/2021,6
8/17/2021,7
8/18/2021,8
8/19/2021,9
8/20/2021,10
8/21/2021,11
8/22/2021,12
8/23/2021,13
8/24/2021,14
8/25/2021,15
8/26/2021,16
8/27/2021,17
8/28/2021,18
8/29/2021,19
8/30/2021,20
8/31/2021,21
9/1/2021,22
9/2/2021,23
9/3/2021,24
9/4/2021,25
9/5/2021,26
9/6/2021,27
9/7/2021,28
9/8/2021,29
9/9/2021,30
9/10/2021,31
9/11/2021,32
9/12/2021,33
9/13/2021,34
9/14/2021,-1
9/15/2021,1
9/16/2021,2
9/17/2021,3
9/18/2021,4
9/19/2021,5
9/20/2021,-1
9/21/2021,1
9/22/2021,2
9/23/2021,3
9/24/2021,4
9/25/2021,5
9/26/2021,6
9/27/2021,7
9/28/2021,8
9/29/2021,9
9/30/2021,10
10/1/2021,11
10/2/2021,12
10/3/2021,13
10/4/2021,14
10/5/2021,15
10/6/2021,16
10/7/2021,17
10/8/2021,18
10/9/2021,19
10/10/2021,20
10/11/2021,21
10/12/2021,22
10/13/2021,23
10/14/2021,24
10/15/2021,25
10/16/2021,-1
10/17/2021,1
10/18/2021,2
10/19/2021,3
10/20/2021,4
10/21/2021,5
10/22/2021,6
10/23/2021,7
10/24/2021,8
10/25/2021,9
10/26/2021,10
10/27/2021,11
10/28/2021,12
10/29/2021,13
10/30/2021,14
10/31/2021,15
11/1/2021,16
11/2/2021,17
11/3/2021,18
11/4/2021,19
11/5/2021,20
11/6/2021,21
11/7/2021,22
11/8/2021,23
11/9/2021,24
11/10/2021,25
11/11/2021,-1
11/12/2021,1
11/13/2021,2
11/14/2021,3
11/15/2021,4
11/16/2021,5
11/17/2021,-1
11/18/2021,1
11/19/2021,2
11/20/2021,3
11/21/2021,4
11/22/2021,5
11/23/2021,6
11/24/2021,7
11/25/2021,8
11/26/2021,9
11/27/2021,10
11/28/2021,-1
11/29/2021,1
11/30/2021,-1
12/1/2021,-2
12/2/2021,1
12/3/2021,-1
12/4/2021,-2
12/5/2021,-3
12/6/2021,1
12/7/2021,2
12/8/2021,3
12/9/2021,4
12/10/2021,-1
12/11/2021,1
12/12/2021,2
12/13/2021,3
12/14/2021,4
12/15/2021,-1
12/16/2021,-2
12/17/2021,-3
12/18/2021,-4
12/19/2021,1
12/20/2021,2
12/21/2021,3
12/22/2021,4
12/23/2021,5
12/24/2021,6
12/25/2021,-1
12/26/2021,1
12/27/2021,2
12/28/2021,3
12/29/2021,-1
12/30/2021,-2
12/31/2021,-3
