date,value
10/31/2001,13962
11/1/2001,14100
11/2/2001,14232
11/3/2001,12677
11/4/2001,13690
11/5/2001,14324
11/6/2001,14351
11/7/2001,14368
11/8/2001,14411
11/9/2001,14440
11/10/2001,12744
11/11/2001,13711
11/12/2001,13902
11/13/2001,14330
11/14/2001,14378
11/15/2001,14364
11/16/2001,13971
11/17/2001,12547
11/18/2001,13659
11/19/2001,14280
11/20/2001,14404
11/21/2001,14451
11/22/2001,10967
11/23/2001,11048
11/24/2001,12568
11/25/2001,13864
11/26/2001,14395
11/27/2001,14366
11/28/2001,13838
11/29/2001,14213
11/30/2001,14296
12/1/2001,12415
12/2/2001,13459
12/3/2001,14275
12/4/2001,14214
12/5/2001,14268
12/6/2001,14312
12/7/2001,14341
12/8/2001,12641
12/9/2001,13618
12/10/2001,14252
12/11/2001,14215
12/12/2001,14141
12/13/2001,14201
12/14/2001,14242
12/15/2001,12594
12/16/2001,13593
12/17/2001,14374
12/18/2001,14352
12/19/2001,14518
12/20/2001,14582
12/21/2001,14667
12/22/2001,12949
12/23/2001,13254
12/24/2001,11864
12/25/2001,12041
12/26/2001,14419
12/27/2001,14429
12/28/2001,14344
12/29/2001,12780
12/30/2001,13243
12/31/2001,12939
1/1/2002,13235
1/2/2002,13934
1/3/2002,13556
1/4/2002,14197
1/5/2002,12594
1/6/2002,13591
1/7/2002,14193
1/8/2002,14305
1/9/2002,14336
1/10/2002,14396
1/11/2002,14390
1/12/2002,12479
1/13/2002,13506
1/14/2002,14339
1/15/2002,14266
1/16/2002,14128
1/17/2002,14335
1/18/2002,14400
1/19/2002,12248
1/20/2002,13474
1/21/2002,14360
1/22/2002,14253
1/23/2002,14238
1/24/2002,14153
1/25/2002,14389
1/26/2002,12505
1/27/2002,13528
1/28/2002,14284
1/29/2002,14245
1/30/2002,13812
1/31/2002,13366
2/1/2002,14221
2/2/2002,12507
2/3/2002,13614
2/4/2002,14407
2/5/2002,13818
2/6/2002,13954
2/7/2002,14446
2/8/2002,14451
2/9/2002,12528
2/10/2002,13719
2/11/2002,14465
2/12/2002,14407
2/13/2002,14534
2/14/2002,14678
2/15/2002,14713
2/16/2002,12716
2/17/2002,13864
2/18/2002,14682
2/19/2002,14544
2/20/2002,14607
2/21/2002,14662
2/22/2002,14735
2/23/2002,12735
2/24/2002,13871
2/25/2002,14665
2/26/2002,14366
2/27/2002,14604
2/28/2002,14699
3/1/2002,14684
3/2/2002,12049
3/3/2002,13881
3/4/2002,14682
3/5/2002,14703
3/6/2002,14771
3/7/2002,14842
3/8/2002,14766
3/9/2002,12508
3/10/2002,13945
3/11/2002,14815
3/12/2002,14600
3/13/2002,14728
3/14/2002,14604
3/15/2002,14805
3/16/2002,12838
3/17/2002,14012
3/18/2002,14737
3/19/2002,14305
3/20/2002,14649
3/21/2002,14852
3/22/2002,14871
3/23/2002,12890
3/24/2002,14068
3/25/2002,14771
3/26/2002,14575
3/27/2002,14746
3/28/2002,14890
3/29/2002,14761
3/30/2002,12701
3/31/2002,13814
4/1/2002,14731
4/2/2002,14608
4/3/2002,14756
4/4/2002,14758
4/5/2002,14849
4/6/2002,12805
4/7/2002,13735
4/8/2002,14792
4/9/2002,14859
4/10/2002,14914
4/11/2002,14907
4/12/2002,14925
4/13/2002,12868
4/14/2002,14111
4/15/2002,14823
4/16/2002,14747
4/17/2002,14854
4/18/2002,14843
4/19/2002,14610
4/20/2002,12895
4/21/2002,14095
4/22/2002,14929
4/23/2002,14904
4/24/2002,14833
4/25/2002,14937
4/26/2002,14924
4/27/2002,12895
4/28/2002,13923
4/29/2002,14918
4/30/2002,14880
5/1/2002,14854
5/2/2002,14643
5/3/2002,14717
5/4/2002,12812
5/5/2002,14051
5/6/2002,14798
5/7/2002,14706
5/8/2002,14732
5/9/2002,14752
5/10/2002,14915
5/11/2002,12837
5/12/2002,13932
5/13/2002,14625
5/14/2002,14814
5/15/2002,14832
5/16/2002,14915
5/17/2002,14793
5/18/2002,12886
5/19/2002,14112
5/20/2002,14942
5/21/2002,14866
5/22/2002,14893
5/23/2002,14977
5/24/2002,14995
5/25/2002,12443
5/26/2002,12355
5/27/2002,14034
5/28/2002,14863
5/29/2002,14857
5/30/2002,14868
5/31/2002,14785
6/1/2002,12885
6/2/2002,14187
6/3/2002,14847
6/4/2002,14247
6/5/2002,14604
6/6/2002,14744
6/7/2002,15174
6/8/2002,13317
6/9/2002,14603
6/10/2002,15014
6/11/2002,14820
6/12/2002,15165
6/13/2002,15110
6/14/2002,15234
6/15/2002,13617
6/16/2002,14722
6/17/2002,15266
6/18/2002,15253
6/19/2002,15191
6/20/2002,15331
6/21/2002,15155
6/22/2002,13660
6/23/2002,14760
6/24/2002,15266
6/25/2002,15025
6/26/2002,14901
6/27/2002,14721
6/28/2002,15309
6/29/2002,13762
6/30/2002,14777
7/1/2002,15248
7/2/2002,15114
7/3/2002,15285
7/4/2002,12636
7/5/2002,12947
7/6/2002,13668
7/7/2002,14817
7/8/2002,15369
7/9/2002,15224
7/10/2002,15170
7/11/2002,15321
7/12/2002,15338
7/13/2002,13667
7/14/2002,14573
7/15/2002,15247
7/16/2002,15287
7/17/2002,15305
7/18/2002,15307
7/19/2002,15128
7/20/2002,13755
7/21/2002,14789
7/22/2002,15199
7/23/2002,14672
7/24/2002,15174
7/25/2002,15374
7/26/2002,15370
7/27/2002,13712
7/28/2002,14788
7/29/2002,15167
7/30/2002,15305
7/31/2002,15357
8/1/2002,15317
8/2/2002,15222
8/3/2002,13698
8/4/2002,14686
8/5/2002,15222
8/6/2002,15199
8/7/2002,15293
8/8/2002,15340
8/9/2002,15400
8/10/2002,13654
8/11/2002,14767
8/12/2002,15289
8/13/2002,14898
8/14/2002,15159
8/15/2002,15289
8/16/2002,15142
8/17/2002,13701
8/18/2002,14719
8/19/2002,15208
8/20/2002,15281
8/21/2002,15285
8/22/2002,15080
8/23/2002,15257
8/24/2002,13726
8/25/2002,14694
8/26/2002,15307
8/27/2002,15123
8/28/2002,15232
8/29/2002,15265
8/30/2002,15378
8/31/2002,12594
9/1/2002,12210
9/2/2002,14295
9/3/2002,15034
9/4/2002,14965
9/5/2002,14877
9/6/2002,14919
9/7/2002,12943
9/8/2002,14119
9/9/2002,14768
9/10/2002,13618
9/11/2002,12691
9/12/2002,14491
9/13/2002,14777
9/14/2002,12816
9/15/2002,14070
9/16/2002,14804
9/17/2002,14717
9/18/2002,14795
9/19/2002,14627
9/20/2002,14736
9/21/2002,12874
9/22/2002,14059
9/23/2002,14730
9/24/2002,14669
9/25/2002,14588
9/26/2002,14682
9/27/2002,14796
9/28/2002,12814
9/29/2002,14073
9/30/2002,14753
10/1/2002,14634
10/2/2002,14665
10/3/2002,14458
10/4/2002,14567
10/5/2002,12726
10/6/2002,13971
10/7/2002,14581
10/8/2002,14580
10/9/2002,14596
10/10/2002,14708
10/11/2002,14691
10/12/2002,12718
10/13/2002,14004
10/14/2002,14727
10/15/2002,14592
10/16/2002,14461
10/17/2002,14639
10/18/2002,14604
10/19/2002,12666
10/20/2002,14004
10/21/2002,14585
10/22/2002,14583
10/23/2002,14601
10/24/2002,14620
10/25/2002,14648
10/26/2002,12570
10/27/2002,13787
10/28/2002,14572
10/29/2002,14464
10/30/2002,14549
10/31/2002,14470
11/1/2002,14425
11/2/2002,12423
11/3/2002,13650
11/4/2002,14467
11/5/2002,14147
11/6/2002,14301
11/7/2002,14447
11/8/2002,14471
11/9/2002,12465
11/10/2002,13551
11/11/2002,14387
11/12/2002,14276
11/13/2002,14405
11/14/2002,14449
11/15/2002,14492
11/16/2002,12397
11/17/2002,13629
11/18/2002,14453
11/19/2002,14348
11/20/2002,14394
11/21/2002,14399
11/22/2002,14494
11/23/2002,12448
11/24/2002,13660
11/25/2002,14492
11/26/2002,14437
11/27/2002,14518
11/28/2002,10236
11/29/2002,10756
11/30/2002,12332
12/1/2002,13895
12/2/2002,14158
12/3/2002,13991
12/4/2002,13832
12/5/2002,12813
12/6/2002,14138
12/7/2002,12011
12/8/2002,13444
12/9/2002,14271
12/10/2002,13955
12/11/2002,13926
12/12/2002,14260
12/13/2002,14248
12/14/2002,12100
12/15/2002,13470
12/16/2002,14249
12/17/2002,14104
12/18/2002,14161
12/19/2002,14494
12/20/2002,14565
12/21/2002,12464
12/22/2002,13664
12/23/2002,14225
12/24/2002,11654
12/25/2002,11244
12/26/2002,13962
12/27/2002,14390
12/28/2002,12333
12/29/2002,13575
12/30/2002,13876
12/31/2002,12297
1/1/2003,16012
1/2/2003,18279
1/3/2003,18488
1/4/2003,15919
1/5/2003,17404
1/6/2003,18273
1/7/2003,17959
1/8/2003,17934
1/9/2003,18001
1/10/2003,18274
1/11/2003,15426
1/12/2003,16984
1/13/2003,18249
1/14/2003,17862
1/15/2003,17962
1/16/2003,18112
1/17/2003,18206
1/18/2003,15079
1/19/2003,16964
1/20/2003,18243
1/21/2003,17973
1/22/2003,17835
1/23/2003,18090
1/24/2003,18259
1/25/2003,15074
1/26/2003,17004
1/27/2003,18258
1/28/2003,17670
1/29/2003,17759
1/30/2003,18140
1/31/2003,18076
2/1/2003,14974
2/2/2003,16821
2/3/2003,17750
2/4/2003,17675
2/5/2003,17927
2/6/2003,18060
2/7/2003,17417
2/8/2003,15076
2/9/2003,17044
2/10/2003,17929
2/11/2003,17818
2/12/2003,17966
2/13/2003,18502
2/14/2003,18615
2/15/2003,15173
2/16/2003,14617
2/17/2003,13771
2/18/2003,16580
2/19/2003,18317
2/20/2003,18517
2/21/2003,18383
2/22/2003,14970
2/23/2003,16815
2/24/2003,18015
2/25/2003,17046
2/26/2003,17612
2/27/2003,18339
2/28/2003,18476
3/1/2003,15387
3/2/2003,17299
3/3/2003,18366
3/4/2003,17703
3/5/2003,18187
3/6/2003,17967
3/7/2003,18676
3/8/2003,15474
3/9/2003,17397
3/10/2003,18618
3/11/2003,18255
3/12/2003,18557
3/13/2003,18252
3/14/2003,18695
3/15/2003,15615
3/16/2003,17385
3/17/2003,18499
3/18/2003,17697
3/19/2003,17718
3/20/2003,18023
3/21/2003,18617
3/22/2003,15652
3/23/2003,17490
3/24/2003,18680
3/25/2003,18457
3/26/2003,18564
3/27/2003,18537
3/28/2003,18601
3/29/2003,15574
3/30/2003,17286
3/31/2003,18560
4/1/2003,18249
4/2/2003,18120
4/3/2003,18340
4/4/2003,17754
4/5/2003,15075
4/6/2003,16570
4/7/2003,16944
4/8/2003,17315
4/9/2003,17524
4/10/2003,18050
4/11/2003,18122
4/12/2003,15180
4/13/2003,16977
4/14/2003,18065
4/15/2003,17599
4/16/2003,17780
4/17/2003,18126
4/18/2003,18119
4/19/2003,15117
4/20/2003,16953
4/21/2003,18112
4/22/2003,17757
4/23/2003,17581
4/24/2003,18107
4/25/2003,18180
4/26/2003,15199
4/27/2003,17058
4/28/2003,18092
4/29/2003,17605
4/30/2003,17299
5/1/2003,17697
5/2/2003,17854
5/3/2003,14867
5/4/2003,16704
5/5/2003,17739
5/6/2003,17302
5/7/2003,17531
5/8/2003,17865
5/9/2003,17861
5/10/2003,14801
5/11/2003,16458
5/12/2003,17826
5/13/2003,17532
5/14/2003,17678
5/15/2003,17897
5/16/2003,17917
5/17/2003,14952
5/18/2003,16702
5/19/2003,17857
5/20/2003,17639
5/21/2003,17798
5/22/2003,17945
5/23/2003,17974
5/24/2003,14632
5/25/2003,15146
5/26/2003,16974
5/27/2003,17871
5/28/2003,17658
5/29/2003,17882
5/30/2003,17950
5/31/2003,14960
6/1/2003,16869
6/2/2003,18057
6/3/2003,17866
6/4/2003,17876
6/5/2003,17988
6/6/2003,18139
6/7/2003,15308
6/8/2003,17071
6/9/2003,18149
6/10/2003,17969
6/11/2003,18041
6/12/2003,17961
6/13/2003,18125
6/14/2003,15915
6/15/2003,17576
6/16/2003,18369
6/17/2003,18263
6/18/2003,18257
6/19/2003,18441
6/20/2003,18475
6/21/2003,16025
6/22/2003,17584
6/23/2003,18483
6/24/2003,18277
6/25/2003,18325
6/26/2003,18453
6/27/2003,18477
6/28/2003,16007
6/29/2003,17611
6/30/2003,18378
7/1/2003,18194
7/2/2003,18350
7/3/2003,18518
7/4/2003,14414
7/5/2003,15189
7/6/2003,17334
7/7/2003,18127
7/8/2003,17723
7/9/2003,17976
7/10/2003,18274
7/11/2003,18424
7/12/2003,16115
7/13/2003,17647
7/14/2003,18491
7/15/2003,18269
7/16/2003,18310
7/17/2003,18380
7/18/2003,18441
7/19/2003,16098
7/20/2003,17720
7/21/2003,18292
7/22/2003,17523
7/23/2003,18263
7/24/2003,18554
7/25/2003,18612
7/26/2003,16161
7/27/2003,17565
7/28/2003,18565
7/29/2003,18334
7/30/2003,18430
7/31/2003,18440
8/1/2003,18036
8/2/2003,15882
8/3/2003,17091
8/4/2003,18080
8/5/2003,17994
8/6/2003,18409
8/7/2003,18549
8/8/2003,18578
8/9/2003,16116
8/10/2003,17670
8/11/2003,18394
8/12/2003,18227
8/13/2003,18491
8/14/2003,17878
8/15/2003,17585
8/16/2003,15888
8/17/2003,17664
8/18/2003,18560
8/19/2003,18205
8/20/2003,18263
8/21/2003,18547
8/22/2003,18464
8/23/2003,16109
8/24/2003,17711
8/25/2003,18547
8/26/2003,17749
8/27/2003,18126
8/28/2003,18480
8/29/2003,18409
8/30/2003,15311
8/31/2003,14862
9/1/2003,17362
9/2/2003,18186
9/3/2003,17771
9/4/2003,17995
9/5/2003,18209
9/6/2003,15354
9/7/2003,17089
9/8/2003,18099
9/9/2003,17698
9/10/2003,17728
9/11/2003,16536
9/12/2003,18117
9/13/2003,15186
9/14/2003,17085
9/15/2003,17827
9/16/2003,17659
9/17/2003,17896
9/18/2003,16542
9/19/2003,17422
9/20/2003,15172
9/21/2003,17094
9/22/2003,18138
9/23/2003,17478
9/24/2003,17836
9/25/2003,18195
9/26/2003,18173
9/27/2003,15127
9/28/2003,17106
9/29/2003,18148
9/30/2003,17795
10/1/2003,17886
10/2/2003,18250
10/3/2003,18264
10/4/2003,15334
10/5/2003,17291
10/6/2003,18316
10/7/2003,18012
10/8/2003,17937
10/9/2003,18308
10/10/2003,18382
10/11/2003,15362
10/12/2003,17284
10/13/2003,18349
10/14/2003,17918
10/15/2003,17896
10/16/2003,18341
10/17/2003,18408
10/18/2003,15345
10/19/2003,17296
10/20/2003,18347
10/21/2003,17967
10/22/2003,18012
10/23/2003,18384
10/24/2003,18385
10/25/2003,15307
10/26/2003,16420
10/27/2003,17865
10/28/2003,17988
10/29/2003,17966
10/30/2003,18302
10/31/2003,18157
11/1/2003,15501
11/2/2003,17369
11/3/2003,17995
11/4/2003,17700
11/5/2003,17869
11/6/2003,18381
11/7/2003,18475
11/8/2003,15562
11/9/2003,17469
11/10/2003,18422
11/11/2003,18105
11/12/2003,17659
11/13/2003,17951
11/14/2003,18259
11/15/2003,15569
11/16/2003,17390
11/17/2003,17709
11/18/2003,17805
11/19/2003,18049
11/20/2003,18456
11/21/2003,18512
11/22/2003,15539
11/23/2003,17356
11/24/2003,18001
11/25/2003,18545
11/26/2003,18620
11/27/2003,13611
11/28/2003,14746
11/29/2003,15977
11/30/2003,18162
12/1/2003,18498
12/2/2003,18442
12/3/2003,18292
12/4/2003,18181
12/5/2003,17335
12/6/2003,13791
12/7/2003,16486
12/8/2003,18162
12/9/2003,17704
12/10/2003,17768
12/11/2003,18143
12/12/2003,18377
12/13/2003,15499
12/14/2003,16622
12/15/2003,18049
12/16/2003,18155
12/17/2003,18292
12/18/2003,18665
12/19/2003,18723
12/20/2003,16572
12/21/2003,17793
12/22/2003,18641
12/23/2003,18708
12/24/2003,16420
12/25/2003,15488
12/26/2003,17756
12/27/2003,16077
12/28/2003,17788
12/29/2003,18581
12/30/2003,18514
12/31/2003,16341
1/1/2004,17010
1/2/2004,18446
1/3/2004,16999
1/4/2004,17716
1/5/2004,19206
1/6/2004,18549
1/7/2004,18446
1/8/2004,18952
1/9/2004,19096
1/10/2004,16546
1/11/2004,18225
1/12/2004,19210
1/13/2004,18987
1/14/2004,18667
1/15/2004,19073
1/16/2004,19286
1/17/2004,16186
1/18/2004,18069
1/19/2004,19347
1/20/2004,19077
1/21/2004,19046
1/22/2004,19395
1/23/2004,19081
1/24/2004,16616
1/25/2004,17387
1/26/2004,17474
1/27/2004,17206
1/28/2004,18323
1/29/2004,19002
1/30/2004,19268
1/31/2004,16485
2/1/2004,18271
2/2/2004,18787
2/3/2004,18743
2/4/2004,18895
2/5/2004,18953
2/6/2004,18673
2/7/2004,16544
2/8/2004,18254
2/9/2004,19251
2/10/2004,18929
2/11/2004,19187
2/12/2004,19491
2/13/2004,19707
2/14/2004,16625
2/15/2004,18253
2/16/2004,19583
2/17/2004,19478
2/18/2004,19584
2/19/2004,19642
2/20/2004,19657
2/21/2004,17012
2/22/2004,18609
2/23/2004,19476
2/24/2004,19231
2/25/2004,19321
2/26/2004,19023
2/27/2004,19533
2/28/2004,17045
2/29/2004,18638
3/1/2004,19411
3/2/2004,19363
3/3/2004,19638
3/4/2004,19397
3/5/2004,19018
3/6/2004,16981
3/7/2004,18636
3/8/2004,19669
3/9/2004,19406
3/10/2004,19703
3/11/2004,19773
3/12/2004,19822
3/13/2004,17205
3/14/2004,18770
3/15/2004,19757
3/16/2004,18831
3/17/2004,19403
3/18/2004,19621
3/19/2004,19689
3/20/2004,17193
3/21/2004,18833
3/22/2004,19797
3/23/2004,19640
3/24/2004,19756
3/25/2004,19745
3/26/2004,19770
3/27/2004,17148
3/28/2004,18815
3/29/2004,19818
3/30/2004,19605
3/31/2004,19596
4/1/2004,19725
4/2/2004,19839
4/3/2004,17177
4/4/2004,18761
4/5/2004,19807
4/6/2004,19519
4/7/2004,19828
4/8/2004,19841
4/9/2004,19882
4/10/2004,17093
4/11/2004,18803
4/12/2004,19877
4/13/2004,19531
4/14/2004,19750
4/15/2004,19920
4/16/2004,19957
4/17/2004,17158
4/18/2004,18763
4/19/2004,19764
4/20/2004,19547
4/21/2004,19680
4/22/2004,19889
4/23/2004,19912
4/24/2004,17097
4/25/2004,18781
4/26/2004,19804
4/27/2004,19480
4/28/2004,19601
4/29/2004,19826
4/30/2004,19873
5/1/2004,16947
5/2/2004,18755
5/3/2004,19701
5/4/2004,19351
5/5/2004,19617
5/6/2004,19795
5/7/2004,19799
5/8/2004,17032
5/9/2004,18616
5/10/2004,19539
5/11/2004,19249
5/12/2004,19311
5/13/2004,18891
5/14/2004,19429
5/15/2004,17089
5/16/2004,18795
5/17/2004,19350
5/18/2004,19283
5/19/2004,19622
5/20/2004,19823
5/21/2004,19113
5/22/2004,16786
5/23/2004,18575
5/24/2004,19619
5/25/2004,19560
5/26/2004,19586
5/27/2004,19604
5/28/2004,19781
5/29/2004,16855
5/30/2004,16254
5/31/2004,18349
6/1/2004,19570
6/2/2004,19376
6/3/2004,19704
6/4/2004,19822
6/5/2004,17239
6/6/2004,18865
6/7/2004,19790
6/8/2004,19432
6/9/2004,19195
6/10/2004,19656
6/11/2004,19969
6/12/2004,17464
6/13/2004,18920
6/14/2004,19784
6/15/2004,19461
6/16/2004,19720
6/17/2004,19582
6/18/2004,19957
6/19/2004,17674
6/20/2004,19084
6/21/2004,19771
6/22/2004,19594
6/23/2004,19821
6/24/2004,20103
6/25/2004,19935
6/26/2004,17804
6/27/2004,19223
6/28/2004,19907
6/29/2004,19717
6/30/2004,19857
7/1/2004,20251
7/2/2004,20289
7/3/2004,17461
7/4/2004,16323
7/5/2004,19512
7/6/2004,20186
7/7/2004,19625
7/8/2004,20152
7/9/2004,20180
7/10/2004,17895
7/11/2004,19373
7/12/2004,19855
7/13/2004,19764
7/14/2004,19089
7/15/2004,20221
7/16/2004,20125
7/17/2004,17971
7/18/2004,19450
7/19/2004,20400
7/20/2004,20027
7/21/2004,20047
7/22/2004,19999
7/23/2004,19902
7/24/2004,18016
7/25/2004,19481
7/26/2004,20404
7/27/2004,19732
7/28/2004,19692
7/29/2004,20262
7/30/2004,20373
7/31/2004,17977
8/1/2004,19304
8/2/2004,20195
8/3/2004,20133
8/4/2004,19988
8/5/2004,20384
8/6/2004,20469
8/7/2004,18051
8/8/2004,19557
8/9/2004,20452
8/10/2004,20092
8/11/2004,19726
8/12/2004,20051
8/13/2004,19584
8/14/2004,17321
8/15/2004,19569
8/16/2004,20499
8/17/2004,20140
8/18/2004,20230
8/19/2004,20140
8/20/2004,20395
8/21/2004,17979
8/22/2004,19616
8/23/2004,20565
8/24/2004,20039
8/25/2004,19853
8/26/2004,20498
8/27/2004,20589
8/28/2004,17809
8/29/2004,19483
8/30/2004,20216
8/31/2004,20017
9/1/2004,20050
9/2/2004,20394
9/3/2004,19397
9/4/2004,15473
9/5/2004,14730
9/6/2004,18394
9/7/2004,20036
9/8/2004,19603
9/9/2004,19806
9/10/2004,20131
9/11/2004,17040
9/12/2004,19002
9/13/2004,19985
9/14/2004,19229
9/15/2004,18992
9/16/2004,18829
9/17/2004,19572
9/18/2004,16532
9/19/2004,19011
9/20/2004,20013
9/21/2004,19683
9/22/2004,19674
9/23/2004,19996
9/24/2004,20085
9/25/2004,16018
9/26/2004,17506
9/27/2004,19055
9/28/2004,19225
9/29/2004,19639
9/30/2004,20056
10/1/2004,20220
10/2/2004,16975
10/3/2004,19292
10/4/2004,19921
10/5/2004,19792
10/6/2004,19943
10/7/2004,20318
10/8/2004,20311
10/9/2004,17145
10/10/2004,19414
10/11/2004,20370
10/12/2004,19971
10/13/2004,19987
10/14/2004,20319
10/15/2004,20348
10/16/2004,17105
10/17/2004,19352
10/18/2004,20094
10/19/2004,19576
10/20/2004,19722
10/21/2004,20262
10/22/2004,20306
10/23/2004,17024
10/24/2004,19362
10/25/2004,20158
10/26/2004,19844
10/27/2004,19872
10/28/2004,20083
10/29/2004,20264
10/30/2004,16898
10/31/2004,19094
11/1/2004,19831
11/2/2004,19638
11/3/2004,19723
11/4/2004,20101
11/5/2004,20166
11/6/2004,17184
11/7/2004,19189
11/8/2004,20098
11/9/2004,19802
11/10/2004,19885
11/11/2004,19986
11/12/2004,20014
11/13/2004,17178
11/14/2004,19191
11/15/2004,20077
11/16/2004,19699
11/17/2004,19723
11/18/2004,20064
11/19/2004,20160
11/20/2004,17282
11/21/2004,19116
11/22/2004,19528
11/23/2004,19928
11/24/2004,19900
11/25/2004,15090
11/26/2004,16908
11/27/2004,17669
11/28/2004,19814
11/29/2004,20323
11/30/2004,20006
12/1/2004,19325
12/2/2004,19921
12/3/2004,20010
12/4/2004,17027
12/5/2004,19047
12/6/2004,19428
12/7/2004,19202
12/8/2004,19481
12/9/2004,19692
12/10/2004,19560
12/11/2004,16869
12/12/2004,18811
12/13/2004,19743
12/14/2004,19489
12/15/2004,19682
12/16/2004,20082
12/17/2004,20288
12/18/2004,17344
12/19/2004,18993
12/20/2004,19783
12/21/2004,20217
12/22/2004,19126
12/23/2004,18244
12/24/2004,17093
12/25/2004,15671
12/26/2004,18321
12/27/2004,19528
12/28/2004,19747
12/29/2004,20001
12/30/2004,19971
12/31/2004,17931
1/1/2005,17093
1/2/2005,19561
1/3/2005,20066
1/4/2005,19266
1/5/2005,18329
1/6/2005,19059
1/7/2005,19512
1/8/2005,16577
1/9/2005,18633
1/10/2005,19460
1/11/2005,19011
1/12/2005,18553
1/13/2005,18594
1/14/2005,19504
1/15/2005,16511
1/16/2005,18478
1/17/2005,19467
1/18/2005,19139
1/19/2005,18836
1/20/2005,18931
1/21/2005,19072
1/22/2005,13366
1/23/2005,15778
1/24/2005,18904
1/25/2005,19137
1/26/2005,18805
1/27/2005,19529
1/28/2005,19339
1/29/2005,14417
1/30/2005,17417
1/31/2005,19496
2/1/2005,19169
2/2/2005,19042
2/3/2005,19568
2/4/2005,19766
2/5/2005,16852
2/6/2005,18765
2/7/2005,19656
2/8/2005,19318
2/9/2005,19334
2/10/2005,19772
2/11/2005,19757
2/12/2005,16962
2/13/2005,18693
2/14/2005,19553
2/15/2005,19258
2/16/2005,19732
2/17/2005,20173
2/18/2005,20209
2/19/2005,17245
2/20/2005,18569
2/21/2005,19585
2/22/2005,19909
2/23/2005,19954
2/24/2005,19345
2/25/2005,20061
2/26/2005,17440
2/27/2005,19041
2/28/2005,19099
3/1/2005,19128
3/2/2005,19952
3/3/2005,20279
3/4/2005,20315
3/5/2005,17525
3/6/2005,19301
3/7/2005,20185
3/8/2005,18643
3/9/2005,19830
3/10/2005,20120
3/11/2005,20343
3/12/2005,17514
3/13/2005,19349
3/14/2005,20280
3/15/2005,20175
3/16/2005,20107
3/17/2005,20294
3/18/2005,20283
3/19/2005,17576
3/20/2005,19343
3/21/2005,20297
3/22/2005,19901
3/23/2005,19928
3/24/2005,20275
3/25/2005,20226
3/26/2005,17363
3/27/2005,18821
3/28/2005,19904
3/29/2005,20087
3/30/2005,20000
3/31/2005,20027
4/1/2005,20124
4/2/2005,17083
4/3/2005,18997
4/4/2005,20257
4/5/2005,19923
4/6/2005,20065
4/7/2005,20193
4/8/2005,20284
4/9/2005,17547
4/10/2005,18664
4/11/2005,20068
4/12/2005,19896
4/13/2005,20186
4/14/2005,20398
4/15/2005,20402
4/16/2005,17571
4/17/2005,19430
4/18/2005,20322
4/19/2005,19952
4/20/2005,20127
4/21/2005,20318
4/22/2005,20149
4/23/2005,17382
4/24/2005,19384
4/25/2005,20252
4/26/2005,19906
4/27/2005,20119
4/28/2005,20344
4/29/2005,20375
4/30/2005,17242
5/1/2005,19551
5/2/2005,20417
5/3/2005,20062
5/4/2005,20317
5/5/2005,20374
5/6/2005,20474
5/7/2005,17655
5/8/2005,19371
5/9/2005,20313
5/10/2005,19933
5/11/2005,19786
5/12/2005,20405
5/13/2005,20389
5/14/2005,17591
5/15/2005,19470
5/16/2005,20360
5/17/2005,19969
5/18/2005,20122
5/19/2005,20113
5/20/2005,20056
5/21/2005,17555
5/22/2005,19376
5/23/2005,20289
5/24/2005,19893
5/25/2005,20032
5/26/2005,20382
5/27/2005,20419
5/28/2005,17444
5/29/2005,17279
5/30/2005,19279
5/31/2005,20249
6/1/2005,20143
6/2/2005,20259
6/3/2005,20244
6/4/2005,17608
6/5/2005,19324
6/6/2005,19478
6/7/2005,19891
6/8/2005,20072
6/9/2005,20358
6/10/2005,20315
6/11/2005,18174
6/12/2005,19705
6/13/2005,20561
6/14/2005,20338
6/15/2005,20623
6/16/2005,20573
6/17/2005,20691
6/18/2005,18469
6/19/2005,19816
6/20/2005,20640
6/21/2005,20534
6/22/2005,20471
6/23/2005,20651
6/24/2005,20707
6/25/2005,18453
6/26/2005,19826
6/27/2005,20546
6/28/2005,20395
6/29/2005,19997
6/30/2005,20417
7/1/2005,20458
7/2/2005,18255
7/3/2005,17106
7/4/2005,19304
7/5/2005,20451
7/6/2005,20403
7/7/2005,20342
7/8/2005,20477
7/9/2005,18269
7/10/2005,19505
7/11/2005,20360
7/12/2005,20518
7/13/2005,20046
7/14/2005,20258
7/15/2005,20298
7/16/2005,18246
7/17/2005,19537
7/18/2005,20272
7/19/2005,20237
7/20/2005,20304
7/21/2005,20509
7/22/2005,20625
7/23/2005,18458
7/24/2005,19802
7/25/2005,20251
7/26/2005,20272
7/27/2005,20103
7/28/2005,20552
7/29/2005,20707
7/30/2005,18423
7/31/2005,19762
8/1/2005,20771
8/2/2005,20634
8/3/2005,20725
8/4/2005,20692
8/5/2005,20560
8/6/2005,18545
8/7/2005,19768
8/8/2005,20310
8/9/2005,20297
8/10/2005,20587
8/11/2005,20713
8/12/2005,20765
8/13/2005,18512
8/14/2005,19240
8/15/2005,20361
8/16/2005,20044
8/17/2005,20548
8/18/2005,20418
8/19/2005,20452
8/20/2005,18004
8/21/2005,19545
8/22/2005,20422
8/23/2005,19914
8/24/2005,20003
8/25/2005,20019
8/26/2005,20085
8/27/2005,17851
8/28/2005,19255
8/29/2005,19512
