pol,char
0,Aang
-0.0258,Aang
0.7856,Aang
-0.7964,Aang
0,Aang
0,Aang
0.658,Aang
0.2828,Aang
0,Aang
0.3147,Aang
-0.7777,Aang
-0.7184,Aang
-0.2023,Aang
0,Aang
0.4767,Aang
-0.4404,Aang
0,Aang and Sokka
0,Aang and Sokka
0,Aang and Zuko
-0.5362,Aang:
0.1007,Actor Bumi
0,Actor Iroh
0.2732,Actor Iroh
-0.2942,Actor Iroh
0,Actor Iroh
0.5974,Actor Iroh
-0.3879,Actor Jet
-0.6229,Actor Jet
-0.6114,Actor Ozai
0.5411,Actor Ozai
0,Actor Ozai
-0.6331,Actor Ozai
0.7627,Actor Ozai
-0.3786,Actor Sokka
-0.3147,Actor Sokka
0,Actor Sokka
-0.4498,Actor Sokka
0,Actor Sokka
0,Actor Sokka
-0.4939,Actor Sokka
0,Actor Sokka
0,Actor Sokka
0.4019,Actor Sokka
0.0258,Actor Sokka
0.8698,Actor Sokka
0,Actor Sokka
0,Actor Sokka
0.717,Actor Sokka
-0.3595,Actor Sokka
0,Actor Toph
0.3164,Actor Toph
0.6111,Actor Toph
0.5837,Actor Zuko
-0.4926,Actor Zuko
0,Actor Zuko
0,Actor Zuko
0.6696,Actor Zuko
0,Actor Zuko
0,Actor Zuko
0.5106,Actor Zuko
0,Actor Zuko
-0.8395,Actor Zuko
0.4199,Actor Zuko
-0.4559,Actor Zuko
-0.4184,Actor Zuko
0.5411,Actor Zuko
0.8172,Actress Aang
-0.1882,Actress Aang
0,Actress Aang
0.7482,Actress Aang
0.5983,Actress Aang
0.7163,Actress Aang
0.8011,Actress Aang
0.4926,Actress Aang
0,Actress Aang
0,Actress Aang
-0.4549,Actress Aang
0.3802,Actress Aang
-0.3595,Actress Aang
0,Actress Aang
-0.1316,Actress Aang
-0.4753,Actress Aang
0.3595,Actress Aang
0,Actress Aang
0,Actress Aang
0.5411,Actress Azula
0.5684,Actress Azula
0.3527,Actress Azula
-0.3595,Actress Azula
0.4574,Actress Azula
-0.3595,Actress Azula
-0.3595,Actress Azula
-0.7177,Actress Azula
0,Actress Azula
0,Actress Azula
0,Actress Katara
0,Actress Katara
-0.6888,Actress Katara
0,Actress Katara
0,Actress Katara
0,Actress Katara
0.5786,Actress Katara
-0.5242,Actress Katara
0.5378,Actress Katara
-0.6696,Actress Katara
0.3382,Actress Katara
0,Actress Katara
0.6435,Actress Katara
0,Actress Katara
0.8048,Actress Katara
0.7717,Actress Katara
0.8213,Actress Yue
0,Adult guest
0.7351,Agent
0.2263,Air Nomad boy #1
-0.1027,Air Nomad boy #1
-0.2732,Air Nomad boy #1
0.3182,Air Nomad boy #1
0.2263,Air Nomad boy #1
-0.0516,Air Nomad boy #2
0.6239,Air Nomad boy #2
0.4559,Air Nomad boy #2
-0.0772,Air Nomad boy #2
0.2709,Appa
0,Appa
-0.7256,Appa
0.8772,Arnook
0,Arnook
0,Arnook
0.168,Arnook
0.1531,Arnook
0.3455,Arnook
0.128,Arnook
-0.6808,Arnook
-0.34,Arnook
0,Arnook
0.6124,Arnook
0.5267,Arnook
0,Arnook
-0.4767,Arnook
-0.1027,Arnook
0.0772,Arnook
0.875,Arnook
0.0754,Arnook
0,Audience
0.7506,Aunt Wu
0.5267,Avatar Roku
-0.4497,Avatar Roku
0.5689,Avatar Roku
-0.7876,Azula
-0.0387,Azula
0,Azula
-0.1695,Azula
0,Azula
-0.8442,Azula
-0.3442,Azula
0,Azula
0.5106,Azula
0.9444,Azula
-0.0941,Azula
0.4404,Azula
0.8003,Azula
0,Azula
0.3612,Azula
-0.9312,Azula
-0.7081,Azula
-0.2263,Azula
0.3818,Azula
0.5165,Azula
0.3612,Azula
0,Azula
0,Azula
0.7184,Azula
0.8115,Azula
-0.0516,Azula
0,Azula
0,Azula
0.4576,Azula
-0.34,Azula
0.6704,Azula
0,Azula
0.2023,Azula
0,Azula
0.6249,Azula
0,Azula
0.3497,Azula
-0.3049,Azula
-0.0387,Azula
0.4215,Azula
-0.4717,Azula
0,Azula
0.4215,Azula
0,Azula
0,Azula
0.9253,Azula
-0.3716,Azula
-0.3117,Azula
0,Azula
0,Azula
-0.3071,Azula
0.7745,Azula
0,Azula
0,Azula
0.7178,Azula
0.3939,Azula
0.2003,Azula
0.128,Azula
0.3818,Azula
0,Azula
-0.7005,Azula
0.8689,Azula
0.4215,Azula
-0.1779,Azula
0.5719,Azula
0.6369,Azula
0.5727,Azula
0,Azula
-0.5873,Azula
0.0772,Azula
0,Azula
0.4019,Azula
0,Azula
-0.8934,Azula
-0.3182,Azula
0,Azula
0.0633,Azula
-0.3089,Azula
0.168,Azula
0.1779,Azula
-0.3818,Azula
0,Azula
0,Azula
0.891,Azula
-0.1501,Azula
0,Azula
0,Azula
0.9442,Azula
0.5106,Azula
-0.4767,Azula
-0.5423,Azula
0.6808,Azula
-0.4435,Azula
0,Azula
0.25,Azula
0.7009,Azula
0,Azula
0,Azula
0.6848,Azula
0.9509,Azula
0,Azula
0.7514,Azula
0,Azula
0.6486,Azula
-0.5106,Azula
-0.296,Azula
0.1531,Azula
-0.25,Azula
0,Azula
0.5707,Azula
-0.8625,Azula
-0.5684,Azula
0.2824,Azula
0.6369,Azula
0.25,Azula
0.7906,Azula
0.3818,Azula
0.7506,Azula
-0.6808,Azula
0.058,Azula
0.9332,Azula
-0.6369,Azula
-0.3744,Azula
0.3612,Azula
-0.296,Azula
0.6418,Azula
0.4559,Azula
0,Azula
-0.3818,Azula
0,Azula
0.7506,Azula
-0.5106,Azula
0,Azula
0,Azula
0,Azula
0,Azula
0,Azula
-0.5719,Azula
0.7003,Azula
-0.6905,Azula
0,Azula
-0.5423,Azula
0.6369,Azula
-0.6373,Azula
0.0248,Azula
0,Azula
0.5093,Azula
0.3321,Azula
0,Azula
-0.255,Azula
0.4535,Azula
-0.6256,Azula
0.6249,Azula
0,Azula
-0.5216,Azula
0.4939,Azula
-0.3651,Azula
0.6705,Azula
0,Azula
0.3612,Azula
0.7414,Azula
-0.3125,Azula
0,Azula
0,Azula
-0.4019,Azula
0,Azula
-0.0516,Azula
0,Azula
-0.3736,Azula
-0.717,Azula
-0.5411,Azula
0,Azula
0.6114,Azula
0.765,Azula
0,Azula
0.5419,Azula
0,Azula
0,Azula
-0.8085,Azula
0,Azula
0,Azula
-0.264,Azula
0,Azula
0,Azula
0.734,Azula
0,Azula
-0.2023,Azula
0.7501,Azula
-0.4939,Azula
0,Azula
0.5848,Azula
0.168,Azula
0.4374,Azula
0,Azula
0.3802,Azula
0.4939,Azula
0.4588,Azula
0,Azula
-0.5255,Azula
0.2023,Azula
-0.4019,Azula
0,Azula
0.5261,Azula
-0.6696,Azula
0,Azula
0.4019,Azula
-0.1511,Azula
-0.0772,Azula
0,Azula
0.6166,Azula
0,Azula
-0.4003,Azulon
0.1511,Azulon
-0.8391,Azulon
0,Baboon spirit
0.4574,Baboon spirit
0.4404,Baboon spirit
0,Banished servant
0,Banished servant
-0.34,Banished servant
-0.4767,Banished servant
0.5267,Banished servant
0,Bato
0.6826,Bato
-0.5267,Bato
0.743,Bato
0,Bato
0,Bato
0.4574,Bato
0.2942,Bato
0,Bato
0.8378,Bato
0,Bato
0,Bato
0,Bato
-0.1232,Bato
0.765,Bato
0.3182,Bato
0.75,Bato
0,Bato
0,Bato
0.8442,Bato
0.6187,Bato
-0.6964,Bato
0,Bato
0.9524,Bato
0.2732,Bato
-0.8357,Bato
0.4767,Bato
0.0258,Bato
0,Bato
0.4019,Bato
-0.1027,Bato
-0.296,Bato
0.4019,Bato
0,Bato
0.34,Bato
-0.1984,Bato
0,Bato
-0.7311,Bato
0.3164,Big Bad Hippo
0,Blue dragon
0.128,Blue dragon
-0.34,Blue dragon
0.4199,Blue dragon
0.4199,Blue Spirit
0,Bodyguard
0.3612,Bodyguard #2
0,Bodyguard #2
0.2263,Bogyguard #2
0,Both
0.2263,Boy's mother
0.4588,Brainwasher
0.6361,Brainwasher
0.4215,Broadsword man
0,Broadsword man
0.5523,Broadsword man
0,Broadsword man
0.128,Bujing
-0.128,Bujing
-0.296,Bully guard
0,Bully guard
-0.357,Bully guard
0,Bully guard
0,Bully guard
0.4574,Bully guard
0,Bully guard
-0.4215,Bully guard
0.4912,Bully guard
-0.5707,Bully guard
0,Bully guard
-0.34,Bully guard
0,Bully guard
0,Bully guard
0,Bully guard
0,Bumi
0.0772,Bumi
0.6696,Bumi
0,Bumi
0.6491,Bumi
0.3612,Bumi
0,Bumi
0,Bumi
0.4767,Bumi
0,Bumi
0,Bumi
0,Bumi
0.0387,Bumi
0,Bumi
-0.7524,Bumi
0.5574,Bumi
0.6114,Bumi
0.507,Bumi
0.5574,Bumi
0.1682,Bumi
-0.3802,Bumi
-0.296,Bumi
0.3818,Bumi
-0.5358,Bumi
0.4753,Bumi
0.6808,Bumi
0.4019,Bumi
0.6597,Bumi
0,Bumi
0.4753,Bumi
-0.5255,Bumi
0.6297,Bumi
-0.296,Bumi
0.1027,Bumi
0.1759,Bumi
0.495,Bumi
0.4515,Bumi
0,Bumi
-0.4404,Bumi
0,Bumi
0.8591,Bumi
0.4404,Bumi
0.6114,Bumi
0.2263,Bumi
0.3919,Bumi
0.3382,Bumi
0,Bumi
0,Bumi
-0.1025,Bumi
0.7268,Bumi
0.0235,Bumi
-0.4184,Bumi
0.4696,Bumi
0.6249,Bumi
0,Bumi
-0.4184,Cabbage merchant
-0.2462,Cabbage merchant
0,Cabbage merchant
0,Cabbage merchant
-0.5696,Cabbage merchant
0,Cabbage merchant
-0.2263,Cabbage merchant
0.636,Calm man
0,Calm man
-0.1759,Calm man
0.8364,Calm man
-0.34,Calm man
0.6634,Calm man
0,Calm man
-0.2244,Calm man
0,Calm man
0.2732,Calm man
0.5334,Calm man
0.296,Canyon guide
0,Canyon guide
0.2732,Canyon guide
-0.6369,Canyon guide
-0.4682,Canyon guide
-0.4588,Canyon guide
-0.1759,Canyon guide
0.5423,Canyon guide
0.4215,Canyon guide
0.3802,Canyon guide
-0.296,Canyon guide
0.3674,Canyon guide
-0.3612,Canyon guide
-0.6338,Canyon guide
0.3818,Canyon guide
0,Canyon guide
-0.5972,Canyon guide
0,Captain
0.5574,Captain
-0.1232,Captain
0,Captain
-0.5696,Captain
0,Captain
0.6369,Captain
0,Captain
0,Captain
-0.1695,Captain
0,Captain
0,Captain
-0.296,Captain
-0.296,Captain
0,Captain
0.3612,Captain
-0.6341,Captain
0,Captain
0,Captured agent
0,Captured agent
-0.1531,Chamberlain
0,Chamberlain
0.4019,Chan
0,Chan
0.712,Chan
-0.2315,Chan
0,Chan
0.6822,Chan
0.4404,Chan
0,Chan
0.9273,Chan
0.6597,Chan
0,Chan
-0.5242,Chan
0.4215,Chan
0,Chey
0.4168,Chey
0,Chey
0,Chey
-0.0387,Chey
-0.5939,Chey
0.8693,Chey
0,Chey
0.2263,Chey
0.9184,Chey
-0.5849,Chey
-0.2755,Chey
0,Chey
0.4927,Chey
0,Chit Sang
0,Chit Sang
0.4023,Chit Sang
0,Chit Sang
-0.1326,Chit Sang
0.296,Chit Sang
0.25,Chit Sang
0.4588,Chit Sang
0,Chit Sang
-0.6103,Chit Sang
0,Chit Sang
0.6369,Chit Sang
0,Chit Sang
0,Chit Sang
0,Chit Sang
-0.3578,Chit Sang
0.8689,Chit Sang
-0.296,Chit Sang
0.4019,Chit Sang
0.1779,Chit Sang
-0.7351,Chit Sang
0,Chit Sang
0.8459,Chit Sang
-0.8684,Chit Sang
0.4939,Chit Sang
0,Chit Sang
-0.7691,Chong
-0.2901,Chong
0,Chong
0.6114,Chong
0,Chong
0.4215,Chong
0.1406,Chong
0.6249,Chong
0.3612,Chong
0,Chong
0.453,Chong
0.8257,Chong
0.3182,Chong
0,Chong
0.1531,Chong
-0.8011,Chong
0,Chong
0,Chong
0.6369,Chong
-0.6229,Chong
0,Chong
0,Chong
-0.3451,Chong
0.3612,Chong
0.9215,Chong
-0.5283,Chong
0.5242,Chong
0,Chong
0.5707,Chong
0.5411,Chong
0,Chong
0.4404,Chong
-0.2718,Chong
0,Citizen
-0.6124,Class
0.4404,Class
0,Colonists
0,Commander
0.1007,Commander
0.7345,Crew member
0.6202,Crew member
0,Crowd
0.6696,Customer
0,Customer
0.5574,Customer
-0.3818,Customer
-0.6124,Dai Li agent
0,Dai Li agent
0.6369,Dai Li agent
-0.7269,Dai Li agent
0.0258,Dai Li agent
0.4939,Dai Li agent
0,Dai Li agent
0,Dai Li agent
-0.34,Dai Li agent
0.6808,Dealer
0.4215,Dealer
0.9155,Dealer
0.7089,Dealer
0,Dealer
-0.0387,Dealer
-0.6964,Ding
-0.2755,Ding
-0.3504,Ding
0.3802,Dock
0.5859,Dock
-0.3687,Dock
0,Dock
0.296,Dock
0,Dock
0.1007,Dock
0,Dock
0.8827,Dock
-0.1779,Dock
0.4738,Dock
0,Dock
-0.34,Dock
0,Dock/Xu
-0.2732,Dock/Xu
0,Door guard
-0.318,Door guard
0.3595,Door guard
0.3612,Due
0.4215,Due
0,Due
0.3612,Due
0.78,Due
0.3382,Due
0.2732,Due
-0.5255,Due
0,Due
0.3612,Due
0.4753,Due
0.2914,Due
-0.5891,Due
0.2732,Due
0,Due
0.8002,Earth Kingdom soldier
0,Earth Kingdom soldier
0.2023,Earth Kingdom soldier
-0.34,Earth Kingdom soldier
-0.7935,Earthbender captain
0.5267,Earthbender captain
0,Earthbender captain
0.3612,Earthbender captain
-0.4019,Earthbender captain
-0.3182,Earthbender captain
0.3384,Earthbender captain
-0.128,Earthbender captain
-0.7096,Earthbender captain
0.4019,Earthbender captain
0,Earthbender guard
-0.0772,Elder soldier
0.4019,Ember Island teenager #1
-0.6631,Ember Island teenager #1
0.2732,Ember Island teenager #1
0.296,Ember Island teenager #1
-0.3875,Ember Island teenager #2
0.3818,Ember Island teenager #2
0.5023,Ember Island teenager #2
0.743,Ember Island teenager #3
0,Ember Island teenager #3
-0.7163,Engineer
-0.8264,Engineer
0,Engineer
0,Engineer
0.5719,Engineer
0.6219,Eye-patch soldier
0,Fangirls
0.4926,Farmer
0,Farmer
0.4019,Fat
0.2263,Fat
0,Fat
0,Fat
0,Female Fire Nation soldier
0,Female Fire Nation soldier
0,Female Fire Nation soldier
0,Female guard
0,Female guard
-0.296,Female guard
0.0772,Female guard
-0.4404,Female guard
0.2905,Female guard
-0.4003,Female guard
0.4019,Female guard
-0.636,Female guard
0.2942,Female guard
0.2023,Female guard
-0.128,Female prisoner
0.6476,Female prisoner
0,Female student #1
0,Female Student #1
0.5538,Fire Nation Captain
-0.4184,Fire Nation kids
-0.4738,Fire Nation Man
-0.3382,Fire Nation Man
-0.4215,Fire Nation man
0,Fire Nation man
0.5707,Fire Nation man
0,Fire Nation man
0,Fire Nation Soldier
0.3612,Fire Nation Soldier
0,Fire Nation soldier
0,Fire Nation soldier
-0.2401,Fire Nation soldier
0,Fire Nation soldier
-0.6115,Fire Nation watchman #1
0.5255,Fire Nation watchman #1
0.6606,Fire Nation watchman #2
0.4574,Fire Navy officer
0.7351,Fire Navy officer
-0.1027,Fire Navy officer
0.5514,Fire Navy officer
-0.4559,Fire Sage
-0.2732,Fire Sage
0.6705,Fire Sage
-0.3382,Fire Sage
0.25,Fire Sage
-0.34,Fire Sage
-0.3382,Fire Sage
0,Firebender
0,Firebender
0,Firebender
0,Firebenders
0,Fisherman
-0.8,Fisherman
0.2732,Fisherman
0.3382,Fisherman
0,Fisherman
-0.4696,Fisherman
0.3527,Fisherman
0.6457,Fisherman
-0.7906,Fisherman
0,Fisherman
0.4767,Fisherman
0.7959,Fisherman
0,Fisherman
0.5423,Fisherman
0,Fisherman
-0.4449,Fisherman
-0.2714,Fisherman's wife
-0.5848,Fisherman's wife
0.4404,Fisherman's wife
0,Fisherman's wife
0.8065,Fisherman's wife
0,Fisherman's wife
0,Fisherman's wife
0,Fisherman's wife
0.5242,Fisherman's wife
0,Florist
-0.1531,Florist
0,Florist
0.8101,Flyer distribution man
0.9544,Fong
0.4767,Fong
0.0258,Fong
-0.8932,Fong
-0.7809,Fong
0.4019,Fong
-0.4003,Fong
0,Fong
0,Fong
0.3182,Fong
0,Fong
-0.5696,Fong
0,Fong
0,Fong
-0.1531,Fong
0.5411,Fong
0,Fong
0,Fong
0,Fong
0.7767,Fong
0.8687,Fong
-0.34,Fong
0.4019,Fung
0.34,Fung
0.4588,Fung
-0.6467,Fung
0,Fung
0.8481,Fung
-0.296,Fung
-0.5542,Gan Jin leader
-0.8652,Gan Jin leader
-0.6114,Gan Jin Leader
0,Gan Jin leader
0.5267,Gan Jin leader
0.3612,Gan Jin leader
0,Gan Jin leader
0.34,Gan Jin leader
-0.3107,Gan Jin leader
0.4939,Gan Jin leader
-0.4599,Gan Jin leader
-0.6129,Gan Jin leader
-0.5267,Gan Jin leader
-0.7644,Gan Jin leader
0.4019,Gan Jin leader
0,Gan Jin leader
-0.6688,Gan Jin leader
0,Gan Jin leader
-0.7959,Gan Jin leader
0.6597,Gan Jin leader
0,Gan Jin leader
-0.2755,Gan Jin leader
-0.4753,Gan Jin leader
0,Gan Jin man
0,Gan Jin tribesman
0.4019,Gan Jin tribesman
-0.7096,Gan Jin tribesman
0,Gan Jin tribesman
-0.8549,Gan Jin tribesman
0.2144,Gan Jin tribesman
0.3187,Gan Jin tribesman
0,Gan Jin tribesman
0,Gan Jin tribesman
-0.2732,Gan Jin tribesman
0.4939,Gansu
-0.5457,Gansu
-0.296,Gansu
-0.1326,Gansu
0.0772,Gansu
0.0772,Gansu
0,Gansu
0,Gansu
-0.6421,Gate guard
0,Gate guard
0,Gate guard
0.68,Gate guard
0.8061,Gate guard
-0.2732,General How
0.4588,General How
0,General How
0,General How
0.8462,General How
-0.6705,General How
0,General How
0.7684,General Sung
-0.4585,General Sung
0.34,General Sung
-0.296,General Sung
-0.6696,General Sung
-0.0772,General Sung
0.6124,General Sung
-0.2124,General Sung
0.2914,General Sung
-0.6476,Ghashiun
-0.0772,Ghashiun
-0.8065,Ghashiun
0,Ghashiun
-0.2225,Ghashiun
0.7326,Ghashiun
0,Ghashiun
0.4753,Ghashiun
0.6884,Ghashiun
-0.2621,Ghashiun
0.7269,Ghashiun
-0.4574,Ghashiun
0,Girl
0.836,Girl with umbrella
0,Girl with umbrella
0,Gondola guard
-0.2732,Gondola guard
0,Gondola guard
-0.6948,Gondola guard #2
0,Gondola guard #3
0,Gondola guard #4
0,Gow
0,Gow
0,Gow
0.8979,Gow
-0.6908,Gow
-0.34,Gow
0,Gow
-0.2023,Gow
0,Gow
-0.34,Great Fire Sage
0,Great Fire Sage
0.2244,Great Fire Sage
0,Great Fire Sage
0,Great Fire Sage
0,Great Fire Sage
-0.2924,Great Fire Sage
-0.0572,Great Fire Sage
0,Great Fire Sage
0,Great Fire Sage
-0.7783,Guard
0,Guard
0.5574,Guard
0.3182,Guard
0,Guard
0,Guard
-0.2023,Guard
0,Guard
0,Guard
0,Guard
0.3818,Guard
0.3818,Guard
0,Guard
0,Guard
-0.5562,Guard
0,Guard
0.0772,Guard
-0.5719,Guard
-0.6249,Guard
0.3612,Guard
0,Guard
-0.0572,Guard
0.3182,Guard
0.0258,Guard
0.3182,Guard
0,Guard
0,Guard
0.2732,Guard
0,Guard
-0.3595,Guard
-0.5562,Guard
0,Guard #2
0.8924,Guard captain
-0.296,Guard captain
0,Guard one
0.0258,Guard one
0.4404,Guard one
-0.636,Guard two
0,Guest
0,Guest
0.5719,Gyatso
0,Gyatso
-0.1779,Gyatso
0,Gyatso
0.6369,Gyatso
0,Gyatso
0.4767,Gyatso
-0.2263,Gyatso
0,Gyatso
0,Gyatso
-0.6956,Gyatso
0,Gyatso
0.4576,Gyatso
0,Gyatso
-0.296,Gyatso
0.8176,Gyatso
0.6705,Gyatso
0,Gyatso
0,Gyatso
0,Gyatso and Katara
-0.4019,Hahn
-0.34,Hahn
0.7096,Hahn
0.296,Hahn
0,Hahn
0.8827,Hahn
0.0926,Hahn
0.2521,Hahn
0.4374,Hahn
0,Hakoda
-0.5994,Hakoda
0,Hakoda
-0.1531,Hakoda
0,Hakoda
-0.5574,Hakoda
-0.6808,Hakoda
-0.4912,Hakoda
0.3612,Hakoda
0.0258,Hakoda
0.802,Hakoda
0.4767,Hakoda
0.2263,Hakoda
0,Hakoda
0,Hakoda
0.4939,Hakoda
0,Hakoda
0,Hakoda
-0.5994,Hakoda
0.6705,Hakoda
0,Hakoda
0.3182,Hakoda
-0.4767,Hakoda
0,Hakoda
0.5267,Hakoda
0,Hakoda
-0.1513,Hakoda
0.1027,Hakoda
-0.3314,Hakoda
-0.2516,Hakoda
0.7584,Hakoda
0.9001,Hakoda
-0.896,Hakoda
0.6249,Hakoda
0,Hakoda
0,Hakoda
0.4926,Hakoda
0,Hakoda
0.3774,Hakoda
0,Hakoda
0.4199,Hakoda
0.2244,Hakoda
-0.1531,Hakoda
0.4402,Hakoda
0,Hakoda
0.4767,Hakoda
0.4767,Hakoda
0.1027,Hakoda
0.6124,Hakoda
-0.296,Hakoda
-0.34,Hakoda
0,Hakoda
0,Hakoda
0.7906,Hakoda
0.8555,Hakoda
-0.1655,Hakoda
-0.296,Hakoda
0,Hakoda
0.2247,Hakoda
-0.4854,Hakoda
0,Hakoda
0.6808,Hakoda
-0.1779,Hakoda
-0.0516,Hakoda
0,Hakoda
-0.6705,Hakoda
0,Hakoda
0.3875,Hakoda
0.5106,Hakoda
0,Hakoda
0,Hakoda
0.4404,Hakoda
-0.5267,Hakoda
0,Hakoda
0.2263,Hakoda
0,Hakoda
0.7717,Hakoda
-0.3612,Ham Ghao
0,Ham Ghao
0,Ham Ghao
0,Ham Ghao
0,Hama
-0.2023,Hama
-0.2216,Hama
0,Hama
0.8176,Hama
0,Hama
0.2714,Hama
0,Hama
0,Hama
0,Hama
0.7964,Hama
0.3612,Hama
0,Hama
0.6239,Hama
0.3802,Hama
0,Hama
-0.34,Hama
-0.4939,Hama
0,Hama
0,Hama
0.3818,Hama
0,Hama
0,Hama
-0.5859,Hama
-0.4939,Hama
-0.4767,Hama
0.3612,Hama
0.09,Hama
0,Hama
0.3919,Hama
0,Hama
0.7615,Hama
0,Hama
-0.2023,Hama
-0.4404,Hama
0,Hama
0.636,Hama
-0.3401,Hama
-0.6908,Hama
-0.079,Hama
0.7906,Hama
-0.2771,Hama
-0.4912,Hama
-0.6341,Hama
-0.5386,Hama
0,Hama
-0.3595,Hama
0.5547,Hama
0.5994,Hama
0,Haru
-0.3182,Haru
-0.4003,Haru
-0.7351,Haru
-0.0772,Haru
0.5859,Haru
-0.319,Haru
-0.4767,Haru
-0.128,Haru
0.5994,Haru
0,Haru
0,Haru
-0.3595,Haru
0,Haru
0,Haru
0,Haru
-0.4767,Haru
0.0772,Haru
0,Haru
0.4215,Haru
0,Haru
0,Haru
0.6369,Haru
0,Haru
0.4939,Haru
0,Haru
-0.2023,Haru
0,Haru
0.7579,Haru
0,Haru's mother
0,Haru's mother
-0.5696,Haru's mother
0.1511,Haru's mother
-0.34,Haru's mother
-0.3404,Haru's mother
0.3136,Haru's mother
0,Haru's mother
0.4199,Haru's mother
0,Head of Dai Li
0,Head of Dai Li
0,Head of Dai Li
0.5661,Head of Dai Li
0,Head of Dai Li
0,Head of the Dai Li
0.2263,Head of the Dai Li
-0.7096,Headmaster
0,Headmaster
0.3612,Headmaster
-0.765,Headmaster
0.3818,Headmaster
0.3612,Headmaster
0.25,Headmaster
0.2225,Headmaster
0.1129,Headmaster
-0.6103,Headmaster
0.3506,Herbalist
0.8402,Herbalist
-0.3736,Herbalist
0,Herbalist
0,Herbalist
0,Herbalist
0.5093,Herbalist
0.2732,Herbalist
-0.4926,Herbalist
0.4389,Herbalist
0.4545,Herbalist
0.3182,Herbalist
-0.296,Herbalist
0,Hide
0.5948,Hide
0,Hide
0,Hide
0,Hide
0,How
0,Huge round angry face
-0.4767,Huge round angry face
0,Huu
0,Huu
0.25,Huu
0.4404,Huu
0.3612,Huu
0.5559,Huu
-0.6723,Huu
0,Huu
-0.4404,Huu
-0.2755,Huu
-0.6344,Huu
0,Huu
0.2732,Iio
0,Iroh
0.0742,Iroh
0.128,Iroh
0,Iroh
0.1739,Iroh
-0.5707,Iroh
0.177,Iroh
0,Iroh
0,Iroh
-0.0258,Iroh
0,Iroh
0,Iroh
0,Iroh
0,Iroh
0.9022,Iroh
-0.4019,Iroh
0.3774,Iroh
0,Iroh
-0.2263,Iroh
0.3182,Iroh
0,Iroh
0.8832,Iroh
0.4588,Iroh
0.1682,Iroh
-0.0772,Iroh
0,Iroh
0.1406,Iroh
0,Iroh
0,Iroh
-0.7775,Iroh
0.4404,Iroh
0.3989,Iroh
0.5833,Iroh
0,Iroh
0,Iroh
0.6249,Iroh
-0.8934,Iroh
-0.8658,Iroh
0.5395,Iroh
0.5719,Iroh
0.7227,Iroh
-0.7088,Iroh
-0.6063,Iroh
0.4389,Iroh
0.2584,Iroh
0.2584,Iroh
-0.1739,Iroh
-0.4199,Iroh
0.5106,Iroh
0.6124,Iroh
-0.0534,Iroh
-0.1779,Iroh
0.7859,Iroh
0,Iroh
0.8439,Iroh
0.5168,Iroh
0.296,Iroh
-0.4173,Iroh
-0.3595,Iroh
0,Iroh
0,Iroh
0,Iroh
0,Iroh
0.4215,Iroh
0,Iroh
0.4215,Iroh
0.6962,Iroh
0.1513,Iroh
0.4767,Iroh
0,Iroh
-0.4767,Iroh
-0.7791,Iroh
0.5642,Iroh
-0.6124,Iroh
-0.7339,Iroh
-0.965,Iroh
0.3612,Iroh
0,Iroh
-0.9517,Iroh
0.7227,Iroh
0,Iroh
0,Iroh
0.3182,Iroh
0,Iroh
0.7959,Iroh
0.9576,Iroh
0.2263,Iroh
-0.3412,Iroh
0.5093,Iroh
0.4926,Iroh
0.8074,Iroh
-0.3987,Iroh
-0.1027,Iroh
0,Iroh
0.2263,Iroh
-0.4184,Iroh
0,Iroh
0.836,Iroh
-0.5994,Iroh
0,Iroh
-0.3595,Iroh
0,Iroh
0.6808,Iroh
0.8486,Iroh
0,Iroh
-0.3624,Iroh
-0.1779,Iroh
0.75,Iroh
0.7259,Iroh
-0.296,Iroh
0.7096,Iroh
0.4261,Iroh
0.4404,Iroh
0,Iroh
-0.6344,Iroh
0.1779,Iroh
-0.4588,Iroh
0,Iroh
0.2023,Iroh
0.2942,Iroh
0.357,Iroh
0,Iroh
0,Iroh
0,Iroh
0,Iroh
-0.4926,Iroh
0.1779,Iroh
0.4215,Iroh
0,Iroh
-0.8472,Iroh
-0.7709,Iroh
0.8122,Iroh
0.5789,Iroh
0.3182,Iroh
-0.25,Iroh
0.68,Iroh
0,Iroh
0.1857,Iroh
0,Iroh
0,Iroh
0.4404,Iroh
-0.301,Iroh
0.1926,Iroh
0,Iroh
0,Iroh
-0.802,Iroh
-0.8126,Iroh
-0.4767,Iroh
0,Iroh
0.4019,Iroh
0,Iroh
0.7351,Iroh
0,Iroh
0.6486,Iroh
0.7964,Iroh
-0.2732,Iroh
0.4404,Iroh
0.69,Iroh
0.7886,Iroh
0.7881,Iroh
0.5267,Iroh
0,Iroh
0,Iroh
0.1531,Iroh
0.7834,Iroh
-0.5225,Iroh
-0.3802,Iroh
0.7003,Iroh
0,Iroh
0.7959,Iroh
-0.5709,Iroh
-0.25,Iroh
0,Iroh
0,Iroh
-0.296,Iroh
0.9312,Iroh
0,Iroh
-0.024,Iroh
-0.0286,Iroh
0.9413,Iroh
0.4588,Iroh
0,Iroh
0.5106,Iroh
-0.3157,Iroh
0.4404,Iroh
-0.5574,Iroh
0.8132,Iroh
0.9716,Iroh
0.2732,Iroh
-0.3612,Iroh
-0.7579,Iroh
-0.2023,Iroh
0,Iroh
0.9839,Iroh
0.7506,Iroh
0.8038,Iroh
0.4019,Iroh
