,pol,char
1212,0.0,Captain
1213,0.0,Aang
1214,0.4215,Aang
1215,-0.4404,Katara
1216,0.2924,Sokka
1217,0.0,Katara
1218,0.2732,Sokka
1219,0.0,Sokka
1220,-0.8402,Katara
1221,0.4457,Aang
1222,0.0,Sokka
1223,-0.34,Great Fire Sage
1224,0.6892,Aang
1225,0.0,Great Fire Sage
1226,0.0,Aang
1227,0.2244,Great Fire Sage
1228,0.0,Aang
1229,0.0,Sokka
1230,0.4833,Aang
1231,0.0,Shyu
1232,0.6656,Shyu
1233,-0.4303,Sokka
1234,0.0,Shyu
1235,0.0,Aang
1236,0.6597,Shyu
1237,0.0,Aang
1238,0.0,Shyu
1239,0.0,Great Fire Sage
1240,0.0,Shyu
1241,0.3391,Zuko
1242,0.5106,Iroh
1243,0.0,Zuko
1244,0.0,Shyu
1245,0.0,Aang
1246,-0.3291,Shyu
1247,0.0,Aang
1248,0.6239,Shyu
1249,0.0,Katara
1250,0.0,Shyu
1251,-0.4767,Aang
1252,0.128,Shyu
1253,0.0,Aang
1254,0.484,Sokka
1255,-0.936,Shyu
1256,0.5719,Aang
1257,0.0,Shyu
1258,-0.3595,Shyu
1259,-0.4767,Aang
1260,0.0,Shyu
1261,0.4329,Katara
1262,-0.4215,Shyu
1263,0.0772,Sokka
1264,0.0,Zuko
1265,-0.556,Sokka
1266,0.0,Katara
1267,0.0,Shyu
1268,0.0,Shyu
1269,0.3612,Katara
1270,0.4019,Aang
1271,0.0,Aang
1272,0.0,Shyu
1273,0.0,Aang
1274,-0.4184,Katara
1275,-0.0772,Aang
1276,0.5106,Sokka
1277,0.0,Katara
1278,0.0,Aang
1279,0.25,Sokka
1280,0.5023,Katara
1281,0.0,Aang
1282,0.0,Shyu
1283,0.0,Great Fire Sage
1284,0.0,Shyu
1285,0.0,Great Fire Sage
1286,-0.2924,Great Fire Sage
1287,0.0,Shyu
1288,0.3786,Katara
1289,0.0,Zuko
1290,0.0,Katara
1291,0.0,Katara
1292,0.0,Aang
1293,0.0,Zuko
1294,-0.0572,Great Fire Sage
1295,0.4898,Aang
1296,0.4404,Roku
1297,0.4019,Zuko
1298,0.0,Shyu
1299,-0.2023,Zhao
1300,0.0,Great Fire Sage
1301,0.4118,Zhao
1302,0.0,Zuko
1303,-0.2732,Zhao
1304,0.4201,Roku
1305,0.3313,Aang
1306,0.4019,Roku
1307,0.0,Aang
1308,-0.7783,Roku
1309,0.3818,Aang
1310,0.6486,Roku
1311,-0.7469,Aang
1312,-0.7003,Roku
1313,-0.5696,Aang
1314,0.0,Roku
1315,0.0,Zhao
1316,0.0,Katara
1317,0.0,Sokka
1318,-0.594,Aang
1319,0.0,Roku
1320,0.0,Aang
1321,0.5267,Roku
1322,0.3612,Aang
1323,0.3612,Zhao
1324,-0.4184,Katara
1325,-0.4003,Zhao
1326,0.0,Shyu
1327,-0.6229,Shyu
1328,0.0,Katara
1329,0.0,Sokka
1330,0.4404,Aang
1331,0.0,Katara
1332,-0.6103,Zhao
1333,0.0,Great Fire Sage
1334,-0.7081,Zhao
1335,0.0,Sokka
1336,0.0,Aang
1337,0.765,Sokka
1338,0.0,Aang
1339,0.5423,Katara
1340,0.0,Aang
1341,0.4404,Katara
1342,0.0,Sokka
1343,0.4215,Sokka
1344,0.4184,Aang
1345,0.0,Katara
1346,0.0,Aang
1347,0.6249,Sokka
1348,0.4019,Aang
1349,0.1027,Sokka
1350,0.0,Aang
1351,0.2263,Sokka
1352,0.0,Zuko
1353,-0.3595,Zuko
1354,0.6124,Iroh
1355,0.0,Zuko
1356,-0.0534,Iroh
1357,0.0,Zuko
1358,-0.1779,Iroh
1359,-0.5267,Zuko
1360,0.7859,Iroh
1361,-0.2018,Sokka
1362,0.9378,Katara
1363,0.3612,Aang
1364,0.3182,Katara
1365,0.0,Aang
1366,0.5859,Katara
1367,0.8402,Aang
1368,0.4404,Katara
1369,0.0,Aang
1370,0.4262,Katara
1371,0.506,Aang
1372,0.891,Katara
1373,0.4201,Aang
1374,0.0,Sokka
1375,0.4199,Aang
1376,0.0,Katara
1377,0.3595,Sokka
1378,0.25,Aang
1379,-0.1027,Sokka
1380,0.4215,Sokka
1381,0.2914,Aang
1382,0.0,Sokka
1383,-0.2732,Katara
1384,0.7585,Oh
1385,0.3802,Aang
1386,-0.2219,Oh
1387,0.0,Aang
1388,0.2751,Pirate captain
1389,0.0,Aang
1390,-0.4003,Katara
1391,0.0,Aang
1392,0.552,Pirate captain
1393,0.3595,Sokka
1394,-0.2732,Oh
1395,0.0,Katara
1396,0.0,Pirate captain
1397,0.6696,Aang
1398,0.0,Pirate captain
1399,0.2942,Aang
1400,-0.3561,Pirate captain
1401,0.2023,Katara
1402,0.0,Aang
1403,0.0,Aang
1404,0.296,Sokka
1405,0.4404,Katara
1406,0.0,Oh
1407,0.4215,Aang
1408,0.0,Katara
1409,-0.3382,Oh
1410,0.0,Sokka
1411,-0.5696,Cabbage merchant
1412,0.4926,Pirate
1413,0.0,Oh
1414,0.2481,Aang
1415,0.0,Katara
1416,0.0,Aang
1417,-0.631,Aang
1418,0.0,Katara
1419,-0.3595,Aang
1420,-0.5096,Katara
1421,-0.4184,Sokka
1422,-0.2732,Katara
1423,0.4404,Aang
1424,0.0,Katara
1425,-0.7829,Sokka
1426,0.0,Katara
1427,0.0,Sokka
1428,0.4939,Aang
1429,0.0,Iroh
1430,0.1007,Zuko
1431,0.8439,Iroh
1432,0.0,Zuko
1433,0.5168,Iroh
1434,-0.3182,Oh
1435,0.0,Zuko
1436,0.1511,Katara
1437,0.7574,Sokka
1438,0.4927,Katara
1439,-0.0772,Sokka
1440,-0.7783,Katara
1441,0.0,Aang
1442,-0.4377,Katara
1443,0.2263,Aang
1444,-0.2732,Sokka
1445,-0.0772,Katara
1446,0.0,Sokka
1447,-0.3595,Katara
1448,0.2235,Pirate captain
1449,0.2235,Zuko
1450,0.0,Pirate captain
1451,0.0,Zuko
1452,-0.9296,Katara
1453,0.4939,Zuko
1454,0.4168,Zuko
1455,0.0,Katara
1456,0.4588,Zuko
1457,0.0,Katara
1458,0.3875,Zuko
1459,-0.3595,Katara
1460,0.4738,Pirate captain
1461,0.8356,Zuko
1462,0.2023,Pirate captain
1463,0.0,Sokka
1464,-0.4767,Aang
1465,-0.2244,Sokka
1466,0.0,Pirate
1467,-0.4692,Sokka
1468,0.4215,Zuko
1469,-0.4019,Katara
1470,-0.296,Aang
1471,0.296,Iroh
1472,0.0,Zuko
1473,0.0,Pirate captain
1474,0.0202,Sokka
1475,0.0,Zuko
1476,0.4939,Pirate captain
1477,0.3182,Sokka
1478,0.0,Zuko
1479,0.296,Aang
1480,-0.743,Sokka
1481,0.5719,Pirate captain
1482,-0.4215,Zuko
1483,0.4404,Katara
1484,0.0,Sokka
1485,0.0,Aang
1486,0.0,Sokka
1487,0.471,Aang
1488,0.4019,Katara
1489,0.0,Sokka
1490,0.0,Aang
1491,0.0,Katara
1492,-0.4173,Iroh
1493,-0.3595,Zuko
1494,-0.3595,Iroh
1495,0.0,Pirate captain
1496,0.0,Zuko
1497,0.0,Iroh
1498,0.0,Zuko
1499,0.0,Aang
1500,0.0,Sokka
1501,0.0,Aang
1502,-0.3089,Katara
1503,0.4019,Sokka
1504,0.4404,Oh
1505,0.0,Katara
1506,-0.296,Aang
1507,-0.5848,Sokka
1508,-0.5216,Katara
1509,-0.5499,Sokka
1510,0.0,Together
1511,0.4926,Aang
1512,0.296,Sokka
1513,0.0,Zuko
1514,0.0,Iroh
1515,0.3575,Katara
1516,0.2263,Aang
1517,-0.5267,Katara
1518,0.0,Sokka
1519,0.0,Katara
1520,0.0,Sokka
1521,-0.7783,Katara
1522,0.4404,Aang
1523,0.0,Aang
1524,0.0,Aang
1525,0.0,Sokka
1526,0.0,Aang
1527,0.128,Sokka
1528,-0.296,Sokka
1529,0.0,Aang
1530,-0.34,Sokka
1531,0.0,Katara
1532,-0.2564,Sokka
1533,-0.4588,Aang
1534,0.7876,Sokka
1535,0.0,Katara
1536,0.0,Sokka
1537,0.0,Katara
1538,0.0,Sokka
1539,0.0,Katara
1540,0.1759,Sokka
1541,0.0,Aang
1542,0.3818,Katara
1543,0.3818,Sokka
1544,0.0,Katara
1545,0.7424,Sokka
1546,0.6124,Katara
1547,0.4501,Aang
1548,0.2732,Katara
1549,0.7902,Sokka
1550,-0.4404,Aang
1551,0.0,Katara
1552,0.6249,Aang
1553,0.4404,Sokka
1554,-0.3987,Sokka
1555,0.0,Aang
1556,0.6219,Sokka
1557,0.0,Katara
1558,0.0,Sokka
1559,0.6219,Eye-patch soldier
1560,0.4753,Aang
1561,0.0,Sokka
1562,0.0,Katara
1563,0.0,Jet
1564,0.0,Fire Nation soldier
1565,0.0,Sokka
1566,0.0,Jet
1567,0.0,Sokka
1568,0.0,Jet
1569,0.0,Katara
1570,0.0,Aang
1571,0.3612,Sokka
1572,0.6124,Jet
1573,0.7717,Aang
1574,0.4404,Pipsqueak
1575,0.4574,Aang
1576,0.6908,Katara
1577,-0.3818,Jet
1578,0.0,Katara
1579,-0.6705,Jet
1580,0.0,The Duke
1581,0.6249,Jet
1582,0.0,Pipsqueak
1583,0.4404,Jet
1584,0.0,The Duke
1585,0.0,Aang
1586,0.0,Jet
1587,0.4574,Katara
1588,0.0,Jet
1589,0.0,Sokka
1590,0.0,Jet
1591,0.0,Sokka
1592,0.0,Jet
1593,0.0,Aang
1594,0.0,Jet
1595,0.4753,Aang
1596,0.636,Katara
1597,0.5899,Jet
1598,0.6369,Smellerbee
1599,0.0,Jet
1600,-0.2732,Katara
1601,-0.3415,Jet
1602,-0.4588,Pipsqueak
1603,0.5859,Jet
1604,0.5709,Katara
1605,0.6808,Sokka
1606,0.0762,Katara
1607,-0.5994,Jet
1608,0.0,Katara
1609,-0.6808,Jet
1610,0.0,Katara
1611,-0.7845,Jet
1612,-0.5719,Katara
1613,-0.1513,Jet
1614,-0.6116,Jet
1615,0.4215,Katara
1616,0.8858,Jet
1617,0.7351,Katara
1618,0.4754,Jet
1619,0.4404,Aang
1620,0.1027,Jet
1621,-0.3818,Sokka
1622,0.3595,Jet
1623,0.0,Sokka
1624,0.0,Jet
1625,0.0,Sokka
1626,0.4019,Jet
1627,-0.3716,Sokka
1628,0.0,Jet
1629,0.0,Sokka
1630,0.4939,Jet
1631,-0.34,Sokka
1632,0.0,Jet
1633,0.3182,Old Fire Nation civilian
1634,-0.5775,Jet
1635,0.5859,Old Fire Nation civilian
1636,-0.3939,Jet
1637,0.0,Sokka
1638,-0.4559,Jet
1639,0.4903,Sokka
1640,-0.8932,Jet
1641,0.0,Smellerbee
1642,0.0,Sokka
1643,0.0,Jet
1644,0.0,Jet
1645,0.0,Aang
1646,0.0,Katara
1647,0.1531,Sokka
1648,0.0,Aang
1649,0.0,Katara
1650,0.0,Sokka
1651,-0.296,Katara
1652,-0.34,Sokka
1653,0.6837,Aang
1654,0.3164,Sokka
1655,0.0,Katara
1656,-0.4767,Jet
1657,-0.296,Katara
1658,-0.1984,Sokka
1659,0.0,Jet
1660,-0.0772,Jet
1661,0.0,Katara
1662,0.0,Sokka
1663,0.0,Jet
1664,0.3182,Katara
1665,-0.3595,Sokka
1666,0.4522,Jet
1667,0.0,Aang
1668,-0.8201,Jet
1669,-0.3703,Katara
1670,-0.5723,Sokka
1671,0.4753,Katara
1672,0.357,Sokka
1673,0.5478,Katara
1674,-0.0772,Aang
1675,0.0,Jet
1676,0.2584,Jet
1677,0.0,The Duke
1678,-0.34,Jet
1679,0.0,Smellerbee
1680,0.6369,Jet
1681,-0.5423,Sokka
1682,-0.34,Jet
1683,0.0,Sokka
1684,-0.4717,Jet
1685,-0.6476,Sokka
1686,-0.7193,Jet
1687,0.0772,Sokka
1688,0.2263,Jet
1689,0.0762,Jet
1690,0.0,Sokka
1691,0.8689,Jet
1692,-0.0772,Katara
1693,-0.4019,Jet
1694,0.4476,Aang
1695,0.4767,Jet
1696,0.296,Katara
1697,0.0,Jet
1698,-0.1258,Katara
1699,0.5267,Jet
1700,0.0,Katara
1701,0.0,Jet
1702,0.0,Aang
1703,0.0,Jet
1704,0.6688,Jet
1705,0.0,Aang
1706,0.2263,Jet
1707,0.0,Katara
1708,0.4404,Jet
1709,-0.3612,Aang
1710,0.0,Katara
1711,0.2732,Aang
1712,0.7964,Katara
1713,0.0,Smellerbee
1714,0.0,Sokka
1715,0.7184,Pipsqueak
1716,0.0,Sokka
1717,0.0,Smellerbee
1718,0.0772,Sokka
1719,-0.3182,Pipsqueak
1720,0.0,Katara
1721,-0.34,Aang
1722,0.0,Katara
1723,0.0,Aang
1724,-0.6908,Katara
1725,-0.296,Aang
1726,0.0,Katara
1727,0.4019,Jet
1728,0.0,Katara
1729,-0.5106,Jet
1730,0.0,Katara
1731,0.0772,Jet
1732,0.0,Katara
1733,0.0,Jet
1734,0.0,Aang
1735,0.0,Jet
1736,0.2924,Aang
1737,0.0772,Jet
1738,-0.8924,Katara
1739,0.0,Jet
1740,-0.3595,Katara
1741,0.25,Aang
1742,-0.0258,Katara
1743,-0.296,Katara
1744,0.0,Aang
1745,0.0,Katara
1746,0.128,Jet
1747,0.4404,Sokka
1748,0.0,Katara
1749,-0.2732,Sokka
1750,0.0,Jet
1751,-0.0644,Sokka
1752,0.3802,Little girl
1753,-0.1984,Jet
1754,-0.25,Sokka
1755,0.0,Jet
1756,-0.1779,Sokka
1757,0.6124,Jet
1758,0.0,Katara
1759,0.0,Sokka
1760,0.0,Aang
1761,0.0,Katara
1762,0.0,Sokka
1763,-0.5362,Aang:
1764,-0.4767,Sokka
1765,0.0,Katara
1766,0.0,Sokka
1767,0.2023,Katara
1768,0.7684,Sokka
1769,0.0,Katara
1770,0.0,Sokka
1771,-0.5707,Katara
1772,0.6492,Sokka
1773,-0.0026,Katara
1774,0.2023,Sokka
1775,0.3094,Aang
1776,0.1139,Sokka
1777,0.2714,Katara
1778,-0.0859,Aang
1779,0.4404,Katara
1780,0.0,Sokka
1781,0.5267,Aang
1782,0.6249,Aang
1783,0.5859,Katara
1784,0.2263,Sokka
1785,-0.3724,Katara
1786,0.6478,Sokka
1787,0.0,Gan Jin tribesman
1788,0.0,Katara
1789,0.4019,Gan Jin tribesman
1790,0.3182,Sokka
1791,-0.7096,Gan Jin tribesman
1792,0.0,Katara
1793,0.0,Gan Jin tribesman
1794,0.0,Katara
1795,-0.8549,Gan Jin tribesman
1796,0.0,Zhang leader
1797,0.2144,Gan Jin tribesman
1798,0.0,Zhang leader
1799,0.3187,Gan Jin tribesman
1800,0.296,Canyon guide
1801,0.0,Katara
1802,0.0,Gan Jin tribesman
1803,0.0,Canyon guide
1804,0.0,Zhang leader
1805,0.0,Gan Jin tribesman
1806,-0.4721,Zhang leader
1807,0.2732,Canyon guide
1808,-0.2732,Gan Jin tribesman
1809,-0.5106,Zhang leader
1810,-0.5542,Gan Jin leader
1811,-0.4298,Zhang leader
1812,0.5574,Katara
1813,-0.423,Aang
1814,0.807,Katara
1815,0.296,Aang
1816,-0.8652,Gan Jin leader
1817,-0.5411,Zhang leader
1818,-0.3164,Aang
1819,-0.0772,Aang
1820,0.3182,Sokka
1821,0.0436,Aang
1822,0.5423,Katara
1823,0.0,Sokka
1824,-0.6369,Canyon guide
1825,-0.6114,Gan Jin Leader
1826,-0.4682,Canyon guide
1827,0.7707,Aang
1828,0.4753,Aang
1829,-0.4588,Canyon guide
1830,-0.1759,Canyon guide
1831,0.5423,Canyon guide
1832,0.0,Aang
1833,0.4215,Canyon guide
1834,0.7835,Sokka
1835,0.0,Aang
1836,0.3802,Canyon guide
1837,-0.5255,Katara
1838,-0.296,Canyon guide
1839,-0.5267,Aang
1840,0.3612,Sokka
1841,0.0,Gan Jin leader
1842,0.0,Zhang leader
1843,0.5267,Gan Jin leader
1844,-0.2755,Zhang leader
1845,0.0,Aang
1846,0.4753,Zhang leader
1847,0.3612,Gan Jin leader
1848,0.0,Aang
1849,0.3674,Canyon guide
1850,0.0,Gan Jin leader
1851,0.4003,Zhang leader
1852,0.34,Gan Jin leader
1853,-0.6696,Aang
1854,0.0,Sokka
1855,0.0,Zhang leader
1856,0.0,Sokka
1857,0.3612,Zhang leader
1858,0.0,Sokka
1859,0.0,Katara
1860,-0.3107,Gan Jin leader
1861,0.4939,Gan Jin leader
1862,0.0,Katara
1863,-0.4599,Gan Jin leader
1864,-0.1779,Katara
1865,-0.6129,Gan Jin leader
1866,0.4939,Zhang leader
1867,0.0,Sokka
1868,-0.5423,Zhang leader
1869,0.0,Sokka
1870,-0.6113,Zhang leader
1871,0.0,Sokka
1872,0.9526,Zhang leader
1873,-0.4767,Sokka
1874,0.6696,Aang
1875,-0.3612,Canyon guide
1876,-0.2144,Aang
1877,-0.6338,Canyon guide
1878,0.3818,Canyon guide
1879,0.0,Aang
1880,-0.4927,Katara
1881,0.0,Aang
1882,0.2091,Sokka
1883,0.357,Katara
1884,0.5707,Aang
1885,-0.5267,Gan Jin leader
1886,-0.7901,Zhang leader
1887,-0.7644,Gan Jin leader
1888,-0.4926,Zhang leader
1889,-0.4249,Aang
1890,0.0,Zhang leader
1891,0.4019,Gan Jin leader
1892,-0.3036,Zhang leader
1893,0.0,Gan Jin leader
1894,-0.6688,Gan Jin leader
1895,0.2443,Aang
1896,-0.8639,Aang
1897,-0.296,Katara
1898,0.5104,Sokka
1899,0.0,Canyon guide
1900,-0.6734,Katara
1901,0.0,Sokka
1902,0.0,Aang
1903,0.0,Zhang leader
1904,-0.1027,Zhang leader
1905,0.0,Gan Jin leader
1906,0.0,Zhang leader
1907,-0.7959,Gan Jin leader
1908,-0.5093,Zhang leader
1909,0.0,Aang
1910,0.6597,Gan Jin leader
1911,-0.7998,Aang
1912,0.0,Zhang leader
1913,0.0,Aang
1914,0.0,Gan Jin man
1915,0.9026,Aang
1916,-0.2263,Zhang leader
1917,0.0,Gan Jin leader
1918,0.3182,Aang
1919,-0.2755,Gan Jin leader
1920,0.2732,Aang
1921,-0.4753,Gan Jin leader
1922,0.0,Zhang leader
1923,-0.5972,Canyon guide
1924,0.4588,Sokka
1925,-0.1027,Aang
1926,0.0,Sokka
1927,0.0,Aang
1928,-0.6466,Katara
1929,-0.4753,Aang
1930,0.0,Katara
1931,0.0,Aang
1932,0.2244,Aang
1933,0.0,Aang
1934,-0.2263,Gyatso
1935,0.0,Aang
1936,0.0,Gyatso
1937,0.0,Gyatso and Katara
1938,0.0,Sokka
1939,0.5927,Aang
1940,0.0,Sokka
1941,0.0,Katara
1942,0.2263,Aang
1943,0.0772,Katara
1944,0.0,Aang
1945,0.5423,Sokka
1946,0.4389,Aang
1947,0.6124,Katara
1948,0.25,Sokka
1949,0.25,Katara
1950,-0.4914,Sokka
1951,0.0,Iroh
1952,0.5719,Zuko
1953,0.0,Iroh
1954,0.0,Zuko
1955,0.4215,Iroh
1956,0.4621,Zuko
1957,0.5984,Zuko
1958,0.0,Iroh
1959,0.784,Merchant woman
1960,-0.2755,Katara
1961,0.0,Merchant woman
1962,0.4215,Aang
1963,0.0,Katara
1964,0.0,Shopkeeper
1965,0.0,Sokka
1966,0.4019,Katara
1967,-0.2714,Fisherman's wife
1968,-0.8,Fisherman
1969,0.0,Aang
1970,0.1926,Sokka
1971,-0.5848,Fisherman's wife
1972,0.2732,Fisherman
1973,0.4404,Fisherman's wife
1974,0.3382,Fisherman
1975,0.0,Sokka
1976,0.0,Fisherman
1977,0.0,Sokka
1978,-0.4696,Fisherman
1979,0.3612,Lieutenant Jee
1980,0.4215,Iroh
1981,0.7424,Zuko
1982,0.6346,Jee
1983,0.6962,Iroh
1984,-0.3089,Zuko
1985,-0.3412,Aang
1986,-0.5423,Sokka
1987,0.0,Fisherman's wife
1988,0.3527,Fisherman
1989,0.0,Katara
1990,0.6457,Fisherman
1991,0.0,Katara
1992,-0.7906,Fisherman
1993,-0.1053,Katara
1994,0.0,Fisherman
1995,-0.6229,Katara
1996,0.0,Sokka
1997,0.4767,Fisherman
1998,0.0,Sokka
1999,0.7959,Fisherman
2000,-0.0772,Aang
2001,0.2263,Katara
2002,0.0,Aang
2003,0.0,Katara
2004,-0.0572,Aang
2005,0.25,Katara
2006,0.2732,Aang
2007,-0.2748,Katara
2008,0.354,Aang
2009,0.0,Aang
2010,0.2263,Air Nomad boy #1
2011,0.5106,Aang
2012,-0.1027,Air Nomad boy #1
2013,-0.0516,Air Nomad boy #2
2014,0.0,Aang
2015,0.6239,Air Nomad boy #2
2016,0.0,Gyatso
2017,0.0,Aang
2018,0.0,Tashi
2019,0.5093,Aang
2020,0.0,Tashi
2021,0.5106,Aang
2022,0.0,Tashi
2023,-0.6956,Gyatso
2024,-0.7964,Pasang
2025,0.0,Gyatso
2026,-0.7772,Jee
2027,0.1513,Iroh
2028,0.0,Jee
2029,0.4767,Iroh
2030,0.0,Jee
2031,0.0,Iroh
2032,0.0,Young Zuko
2033,-0.4767,Iroh
2034,-0.3802,Young Zuko
2035,-0.7791,Iroh
2036,0.0,Young Zuko
2037,0.5642,Iroh
2038,0.3612,Young Zuko
2039,0.128,Bujing
2040,-0.0772,Elder soldier
2041,-0.128,Bujing
2042,0.4738,Young Zuko
2043,-0.6124,Iroh
2044,-0.6439,Katara
2045,0.2732,Aang
2046,0.5321,Aang
2047,0.4559,Air Nomad boy #2
2048,0.6588,Aang
2049,-0.2732,Air Nomad boy #1
2050,-0.5985,Aang
2051,0.3182,Air Nomad boy #1
2052,0.2263,Aang
2053,-0.0772,Air Nomad boy #2
2054,0.2263,Air Nomad boy #1
2055,0.4576,Gyatso
2056,0.0,Aang
2057,0.0,Aang
2058,0.2714,Tashi
2059,0.0,Gyatso
2060,0.0,Tashi
2061,-0.296,Gyatso
2062,0.0,Tashi
2063,-0.7339,Iroh
2064,-0.34,Jee
2065,-0.965,Iroh
2066,0.0772,Aang
2067,0.8176,Gyatso
2068,0.0,Tashi
2069,0.7311,Pasang
2070,0.6705,Gyatso
2071,0.7959,Pasang
2072,-0.4588,Katara
2073,0.636,Aang
2074,0.0,Katara
2075,-0.5849,Aang
2076,-0.2023,Katara
2077,-0.0516,Aang
2078,0.0,Gyatso
2079,0.0,Aang
2080,0.0,Katara
2081,-0.7689,Aang
2082,0.0,Katara
2083,-0.3089,Aang
2084,0.0,Katara
2085,0.0,Aang
2086,-0.7096,Katara
2087,0.0,Aang
2088,0.4404,Katara
2089,0.3612,Iroh
2090,0.7959,Young Zuko
2091,0.1531,Ozai
2092,-0.2263,Young Zuko
2093,-0.4389,Ozai
2094,0.2924,Young Zuko
2095,0.0,Ozai
2096,0.0,Iroh
2097,-0.4767,Jee
2098,-0.9517,Iroh
2099,-0.0622,Jee
2100,0.7227,Iroh
2101,0.8065,Fisherman's wife
2102,0.5859,Katara
2103,0.0,Fisherman's wife
2104,0.0,Katara
2105,0.0,Fisherman's wife
2106,0.0,Aang
2107,0.0,Katara
2108,0.0,Fisherman's wife
2109,0.3182,Aang
2110,0.0,Zuko
2111,0.0,Jee
2112,0.0,Iroh
2113,0.0,Zuko
2114,0.0,Katara
2115,0.0,Aang
2116,0.0,Zuko
2117,0.0772,Jee
2118,0.4215,Zuko
2119,0.0,Iroh
2120,-0.636,Sokka
2121,0.0,Fisherman
2122,0.0,Aang
2123,-0.0772,Zuko
2124,0.3182,Iroh
2125,0.5242,Fisherman's wife
2126,-0.0762,Aang
2127,0.5423,Fisherman
2128,0.0,Aang
2129,0.0,Fisherman
2130,-0.2732,Sokka
2131,0.0258,Aang
2132,0.0,Katara
2133,0.0,Aang
2134,0.0,Katara
2135,-0.4449,Fisherman
2136,-0.2263,Sokka
2137,0.0,Aang
2138,-0.4926,Shinu
2139,0.8184,Zhao
2140,0.5106,Shinu
2141,0.0,Zhao
2142,-0.8357,Shinu
2143,0.0,Zhao
2144,0.0,Shinu
2145,-0.34,Zhao
2146,0.6249,Zhao
2147,0.0,Katara
2148,0.743,Sokka
2149,0.4215,Katara
2150,0.0,Sokka
2151,0.0,Aang
2152,-0.2604,Katara
2153,0.296,Aang
2154,0.5046,Katara
2155,0.0,Aang
2156,0.4404,Katara
2157,0.0,Aang
2158,0.0,Sokka
2159,0.1007,Aang
2160,-0.2924,Sokka
2161,0.0,Captain
2162,0.0772,Zuko
2163,0.0,Iroh
2164,0.5859,Soldier
2165,0.7959,Iroh
2166,0.3182,Zuko
2167,0.3182,Soldier
2168,0.0,Zuko
2169,0.9576,Iroh
2170,0.8553,Scout #1
2171,-0.5242,Scout #2
2172,0.3182,Sokka
2173,0.128,Katara
2174,0.6956,Aang
2175,0.3506,Herbalist
2176,0.4215,Aang
2177,0.8402,Herbalist
2178,0.4215,Aang
2179,-0.3736,Herbalist
2180,0.2263,Iroh
2181,-0.3875,Zuko
2182,-0.3412,Iroh
2183,0.1531,Zuko
2184,0.0,Herbalist
2185,0.7339,Aang
2186,0.0,Herbalist
2187,0.0,Aang
2188,0.0,Herbalist
2189,0.4767,Aang
2190,0.5093,Herbalist
2191,0.4767,Aang
2192,0.2732,Herbalist
2193,0.0,Aang
2194,-0.4926,Herbalist
2195,-0.4404,Aang
2196,0.4389,Herbalist
2197,-0.4019,Aang
2198,0.4545,Herbalist
2199,0.0,Aang
2200,0.0504,Zhao
2201,-0.4912,Aang
2202,-0.6616,Zhao
2203,0.0,Sokka
2204,0.0,Katara
2205,-0.6792,Katara
2206,0.3818,Guard
2207,0.3818,Guard
2208,-0.5374,Zhao
2209,0.2996,Aang
2210,0.5913,Aang
2211,-0.4885,Aang
2212,0.1027,Katara
2213,0.0,Sokka
2214,-0.2732,Zhao
2215,-0.34,Scribe
2216,0.0,Soldier
2217,0.0,Zhao
2218,0.0,Aang
2219,0.0,Aang
2220,0.0,Aang
2221,0.1984,Zhao
2222,0.0,Zhao
2223,0.3182,Officer
2224,0.0,Zhao
2225,0.0,Officer
2226,0.3612,Zhao
2227,0.3818,Zhao
2228,-0.7003,Zhao
2229,0.0,Zhao
2230,0.679,Aang
2231,0.5093,Iroh
2232,-0.5574,Zuko
2233,0.0,Aang
2234,0.5362,Sokka
2235,-0.296,Aang
2236,0.0,Sokka
2237,0.0,Katara
2238,0.0,Sokka
2239,0.0,Sokka
2240,0.0,Aang
2241,0.0,Sokka
2242,-0.3802,Aang
2243,0.7964,Katara
2244,0.6249,Sokka
2245,0.0,Aang
2246,-0.3595,Sokka
2247,0.0,Katara
2248,0.6588,Aang
2249,0.6696,Sokka
2250,0.2732,Aang
2251,0.8453,Katara
2252,0.4404,Aang
2253,-0.5093,Aang
2254,0.636,Calm man
2255,0.0,Aang
2256,-0.658,Sokka
2257,0.0,Calm man
2258,0.0,Katara
2259,-0.3595,Sokka
2260,0.0,Aang
2261,-0.1759,Calm man
2262,0.0,Aang
2263,0.4753,Sokka
2264,0.8364,Calm man
2265,0.0,Aang
2266,-0.34,Calm man
2267,0.7954,Katara
2268,-0.9398,Sokka
2269,0.6634,Calm man
2270,0.5106,Katara
2271,-0.4574,Sokka
2272,0.0,Aang
2273,0.0,Katara
2274,-0.4184,Sokka
2275,0.0,Katara
2276,0.0,Sokka
2277,-0.3182,Katara
2278,0.0,Sokka
2279,0.4404,Aang
2280,0.0,Sokka
2281,0.0,Strange Man
2282,0.0,Katara
2283,0.0,Meng
2284,0.2732,Meng
2285,0.0,Aang
2286,0.4019,Meng
2287,0.0,Sokka
2288,0.0,Meng
2289,0.0,Aang
2290,0.5411,Meng
2291,0.0,Aang
2292,0.4374,Sokka
2293,0.8067,Meng
2294,0.0,Aang
2295,-0.4019,Sokka
2296,-0.3252,Katara
2297,0.4215,Sokka
2298,0.807,Woman
2299,0.883,Meng
2300,0.7345,Aang
2301,0.0,Woman
2302,0.5411,Meng
2303,0.5775,Wu
2304,0.0,Katara
2305,0.7177,Sokka
2306,0.4404,Aang
