Filename,Description,Tags,Dataset,Visual Elements,Tasks,Relevant Topics,sourceLink,comments
StackedBarChart7.png,Stacked Bar Chart 7,stacked,,stacked,,,https://vega.github.io/vega-lite/examples/stacked_bar_weather.html,
StackedBarChart8.png,Stacked Bar Chart 8,stacked,,stacked,,,https://vega.github.io/vega-lite/examples/stacked_bar_h_normalized_labeled.html,
StackedBarChart9.png,Stacked Bar Chart 9,stacked,,stacked,,,https://mascot-vis.github.io/gallery.html#StackedBarChart,
StackedBarChart10.png,Stacked Bar Chart 10,stacked,,stacked,,,https://observablehq.com/@d3/stacked-bar-chart,
WaterfallChart1.png,Waterfall Chart 1,waterfall,,waterfall,,,https://mascot-vis.github.io/gallery.html#WaterfallChart,
WaterfallChart2.png,Waterfall Chart 2,waterfall,,waterfall,,,https://www.telerik.com/kendo-angular-ui/components/charts/examples/svg/waterfall.svg,
WaterfallChart3.png,Waterfall Chart 3,waterfall,,waterfall,,,https://docs.anychart.com/Basic_Charts/Waterfall_Chart,
WaterfallChart4.png,Waterfall Chart 4,waterfall,,waterfall,,,https://docs.anychart.com/Basic_Charts/Waterfall_Chart,
WaterfallChart5.png,Waterfall Chart 5,waterfall,,waterfall,,,https://docs.anychart.com/Basic_Charts/Waterfall_Chart,
WaterfallChart6.png,Waterfall Chart 6,waterfall,,waterfall,,,https://docs.anychart.com/Basic_Charts/Waterfall_Chart,
WaterfallChart7.png,Waterfall Chart 7,waterfall,,waterfall,,,fusioncharts.com/charts/waterfall-charts/waterfall-chart-without-cumulative-sum?framework=javascript,
WaterfallChart8.png,Waterfall Chart 8,waterfall,,waterfall,,,https://commons.wikimedia.org/wiki/File:Diagramme_waterfall.svg,
WaterfallChart9.png,Waterfall Chart 9,waterfall,,waterfall,,,https://dash.gallery/dash-shap-tips/,
WaterfallChart11.png,Waterfall Chart 11,waterfall,,waterfall,,,https://www.tibco.com/reference-center/what-is-a-waterfall-chart,
WaterfallChart10.png,Waterfall Chart 10,waterfall,,waterfall,,,https://vega.github.io/vega-lite/examples/waterfall_chart.html,
Scatterplot2.png,Scatterplot 2,scatterplot,,scatterplot,,,https://www.tibco.com/reference-center/what-is-a-scatter-chart,
Scatterplot3.png,Scatterplot 3,scatterplot,,scatterplot,,,https://insights.datylon.com/stories/oDHVikVxaCaCGWRFGMdPgA,
Scatterplot4.png,Scatterplot 4,scatterplot,,scatterplot,,,https://www.mathsisfun.com/data/scatter-xy-plots.html,
Scatterplot6.png,Scatterplot 6,scatterplot,,scatterplot,,,https://bookdown.org/a_shaker/STM1001_Topic_2/5-1-scatter-plots.html,
Scatterplot7.png,Scatterplot 7,scatterplot,,scatterplot,,,https://mascot-vis.github.io/gallery.html#Scatterplot,
Scatterplot8.png,Scatterplot 8,scatterplot,,scatterplot,,,https://apexcharts.com/javascript-chart-demos/scatter-charts/,
Scatterplot9.png,Scatterplot 9,scatterplot,,scatterplot,,,https://apexcharts.com/javascript-chart-demos/scatter-charts/datetime/,
Scatterplot10.png,Scatterplot 10,scatterplot,,scatterplot,,,https://dash.gallery/bball-player-explorer/,
Scatterplot11.png,Scatterplot 11,scatterplot,,scatterplot,,,https://vega.github.io/vega-lite/examples/interactive_splom.html,
Scatterplot12.png,Scatterplot 12,scatterplot,,scatterplot,,,https://observablehq.com/@d3/brushable-scatterplot-matrix,
ConnectedScatterplot1.png,Connected Scatterplot 1,connected,,connected,,,https://insights.datylon.com/stories/oqOJDl0RCVUMdGl2dJ1Kuw,
ConnectedScatterplot2.png,Connected Scatterplot 2,connected,,connected,,,https://mascot-vis.github.io/gallery.html#ConnectedScatterPlot,
ConnectedScatterplot3.png,Connected Scatterplot 3,connected,,connected,,,https://observablehq.com/@d3/connected-scatterplot,
ConnectedScatterplot4.png,Connected Scatterplot 4,connected,,connected,,,https://vega.github.io/vega-lite/examples/connected_scatterplot.html,
ConnectedScatterplot5.png,Connected Scatterplot 5,connected,,connected,,,https://medium.com/mlearning-ai/tableau-tutorial-how-to-create-a-connected-scatterplot-12a67f4a6855,
ConnectedScatterplot6.png,Connected Scatterplot 6,connected,,connected,,,https://d3-graph-gallery.com/graph/connectedscatter_multi.html,
ConnectedScatterplot7.png,Connected Scatterplot 7,connected,,connected,,,https://dataviz.unhcr.org/tools/r/r_scatterplot_connected.html,
ConnectedScatterplot8.png,Connected Scatterplot 8,connected,,connected,,,https://finnstats.com/index.php/2022/11/16/how-to-make-a-connected-scatter-plot-in-r/,
ConnectedScatterplot9.png,Connected Scatterplot 9,connected,,connected,,,http://steveharoz.com/research/connected_scatterplot/,
ConnectedScatterplot10.png,Connected Scatterplot 10,connected,,connected,,,http://steveharoz.com/research/connected_scatterplot/,
DivergingStackedBarChart1.png,Diverging Stacked Bar Chart 1,diverging,,diverging,,,https://observablehq.com/@d3/diverging-stacked-bar-chart,
DivergingStackedBarChart2.png,Diverging Stacked Bar Chart 2,diverging,,diverging,,,https://observablehq.com/@sura23manohar/diverging-stacked-bar-chart,
DivergingStackedBarChart3.png,Diverging Stacked Bar Chart 3,diverging,,diverging,,,https://vega.github.io/vega-lite/examples/bar_diverging_stack_population_pyramid.html,
DivergingStackedBarChart4.png,Diverging Stacked Bar Chart 4,diverging,,diverging,,,https://mascot-vis.github.io/gallery.html#DivergingBarChart,
DivergingStackedBarChart5.png,Diverging Stacked Bar Chart 5,diverging,,diverging,,,https://vega.github.io/vega-lite/examples/bar_diverging_stack_transform.html,
DivergingStackedBarChart6.png,Diverging Stacked Bar Chart 6,diverging,,diverging,,,https://insights.datylon.com/stories/vyl9HVKNAlSO7vbXR6pJCw,
DivergingStackedBarChart7.png,Diverging Stacked Bar Chart 7,diverging,,diverging,,,https://insights.datylon.com/stories/vlnwCk-K4g0kkrdtGSVC1Q,
DivergingStackedBarChart8.png,Diverging Stacked Bar Chart 8,diverging,,diverging,,,https://insights.datylon.com/stories/jxgTr06G-ndlbUbkbZpEtw,
DivergingStackedBarChart9.png,Diverging Stacked Bar Chart 9,diverging,,diverging,,,http://freerangestats.info/blog/2019/11/03/re-creating-microdata,
DivergingStackedBarChart10.png,Diverging Stacked Bar Chart 10,diverging,,diverging,,,https://package.elm-lang.org/packages/gampleman/elm-visualization/latest/Shape,
DivergingStackedBarChart11.png,Diverging Stacked Bar Chart 11,diverging,,diverging,,,https://suyiinang.netlify.app/posts/tableau_howto/03_likert/,
WaffleChart2.png,Waffle Chart 2,waffle,,waffle,,,https://mascot-vis.github.io/gallery.html#MultipleWaffleCharts,
WaffleChart3.png,Waffle Chart 3,waffle,,waffle,,,https://data-illustrator.cs.umd.edu/app/index.html?project=waffle,
WaffleChart4.png,Waffle Chart 4,waffle,,waffle,,,https://www.kaggle.com/general/114798,
WaffleChart5.png,Waffle Chart 5,waffle,,waffle,,,https://www.kaggle.com/general/114798,
WaffleChart6.png,Waffle Chart 6,waffle,,waffle,,,https://nivo.rocks/waffle/,
WaffleChart7.png,Waffle Chart 7,waffle,,waffle,,,https://pywaffle.readthedocs.io/en/latest/examples/formats_of_values.html,
WaffleChart8.png,Waffle Chart 8,waffle,,waffle,,,http://bl.ocks.org/XavierGimenez/8070956,
WaffleChart9.png,Waffle Chart 9,waffle,,waffle,,,https://www.datylon.com/blog/types-of-charts-graphs-examples-data-visualization,
WaffleChart10.png,Waffle Chart 10,waffle,,waffle,,,https://github.com/gyli/PyWaffle/blob/master/docs/examples/block_colors.md,
DonutChart1.png,Donut Chart 1,donut,,donut,,,https://insights.datylon.com/stories/sfoIRoAR3q-oB0eCyTFB0w,
DonutChart2.png,Donut Chart 2,donut,,donut,,,https://insights.datylon.com/stories/sfoIRoAR3q-oB0eCyTFB0w,
DonutChart3.png,Donut Chart 3,donut,,donut,,,https://bl.ocks.org/mbostock/3887193,
DonutChart4.png,Donut Chart 4,donut,,donut,,,https://www.datylon.com/resources/chart-library/donut-chart,
DonutChart5.png,Donut Chart 5,donut,,donut,,,https://apexcharts.com/javascript-chart-demos/pie-charts/,
DonutChart6.png,Donut Chart 6,donut,,donut,,,https://commons.wikimedia.org/wiki/File:Donut-Chart.svg,
DonutChart7.png,Donut Chart 7,donut,,donut,,,https://observablehq.com/@thetylerwolf/day-6-donut-chart,
DonutChart8.png,Donut Chart 8,donut,,donut,,,https://developers.google.com/chart/interactive/docs/gallery/piechart#donut,
DonutChart9.png,Donut Chart 9,donut,,donut,,,https://plotly.com/javascript/pie-charts/#donut-chart,
DonutChart10.png,Donut Chart 10,donut,,donut,,,https://vega.github.io/vega/examples/donut-chart/,
DonutChart11.png,Donut Chart 11,donut,,donut,,,https://www.datylon.com/blog/types-of-charts-graphs-examples-data-visualization#donut-chart,
DonutChart12.png,Donut Chart 12,donut,,donut,,,https://accessibility.pearson.com/resources/dataviz/,
Treemap1.png,Treemap 1,treemap,,treemap,,,https://bl.ocks.org/mbostock/4063582,
Treemap2.png,Treemap 2,treemap,,treemap,,,https://insights.datylon.com/stories/vGS_pEulvCsEjQlCp5lB2w,
Treemap3.png,Treemap 3,treemap,,treemap,,,https://insights.datylon.com/stories/jmqYaDrvpjskFmwW_bFLmw,
Treemap4.png,Treemap 4,treemap,,treemap,,,https://www.tibco.com/reference-center/what-is-a-treemap-chart,
Treemap5.png,Treemap 5,treemap,,treemap,,,https://diagrammm.com/treemap,
Treemap6.png,Treemap 6,treemap,,treemap,,,https://help.macrobond.com/tutorials-training/4-charting/types-of-charts/outside-of-macrobond/charts-with-r/treemap/,
Treemap7.png,Treemap 7,treemap,,treemap,,,https://www.highcharts.com/demo/treemap-large-dataset,
Treemap8.png,Treemap 8,treemap,,treemap,,,https://plotdb.com/chart/1006/#,
Treemap9.png,Treemap 9,treemap,,treemap,,,https://plotly.com/javascript/treemaps/,
Treemap10.png,Treemap 10,treemap,,treemap,,,https://vega.github.io/vega/examples/treemap/,
AreaChart1.png,Area Chart 1,area,,area,,,https://vega.github.io/vega/examples/area-chart/,
AreaChart2.png,Area Chart 2,area,,area,,,https://observablehq.com/@elishaterada/simple-area-chart-with-tooltip,
AreaChart3.png,Area Chart 3,area,,area,,,https://apexcharts.com/docs/chart-types/area-chart/,
AreaChart5.png,Area Chart 5,area,,area,,,https://observablehq.com/@valentinachaconbuitrago/area-chart-with-focus-context,
AreaChart6.png,Area Chart 6,area,,area,,,https://observablehq.com/@bartok32/real-time-area-chart,
AreaChart7.png,Area Chart 7,area,,area,,,https://observablehq.com/@d3/zoomable-area-chart,
AreaChart8.png,Area Chart 8,area,,area,,,https://apexcharts.com/react-chart-demos/range-area-charts/,
AreaChart9.png,Area Chart 9,area,,area,,,https://observablehq.com/@xianwu/area-chart-basic,
AreaChart10.png,Area Chart 10,area,,area,,,https://docs.evidence.dev/features/charts/area-chart#area,
BubbleChart1.png,Bubble Chart 1,bubble,,bubble,,,https://insights.datylon.com/stories/qS11V4CyLM1etV1Q925FOg,
BubbleChart2.png,Bubble Chart 2,bubble,,bubble,,,https://insights.datylon.com/stories/jVPwg1Q_CeguvLAxY4VJKw,
BubbleChart3.png,Bubble Chart 3,bubble,,bubble,,,https://apexcharts.com/javascript-chart-demos/bubble-charts/simple/,
BubbleChart4.png,Bubble Chart 4,bubble,,bubble,,,https://insights.datylon.com/stories/sUH1REVrdrPZhjXbIOJABA,
BubbleChart5.png,Bubble Chart 5,bubble,,bubble,,,https://insights.datylon.com/stories/jZ9edVDAp0wT6rQzn5FDng,
BubbleChart6.png,Bubble Chart 6,bubble,,bubble,,,https://mascot-vis.github.io/gallery#BubblePlot,
BubbleChart7.png,Bubble Chart 7,bubble,,bubble,,,https://www.datylon.com/product/chart-library/bubble-chart,
BubbleChart8.png,Bubble Chart 8,bubble,,bubble,,,https://vega.github.io/vega-lite/examples/point_bubble.html,
BubbleChart9.png,Bubble Chart 9,bubble,,bubble,,,https://vega.github.io/vega-lite/examples/circle_bubble_health_income.html,
BubbleChart10.png,Bubble Chart 10,bubble,,bubble,,,https://vega.github.io/vega-lite/examples/circle_natural_disasters.html,
StackedAreaChart1.png,Stacked Area Chart 1,stacked,,stacked,,,https://academy.datawrapper.de/article/106-how-to-create-an-area-chart,
StackedAreaChart12.png,Stacked Area Chart 12,stacked,,stacked,,,https://apexcharts.com/javascript-chart-demos/area-charts/stacked/,
StackedAreaChart2.png,Stacked Area Chart 2,stacked,,stacked,,,https://www.datawrapper.de/_/8Wwvx/,
StackedAreaChart3.png,Stacked Area Chart 3,stacked,,stacked,,,https://observablehq.com/@marcsoh-smu/stacked-area-chart-of-tb-cases-in-africa-2000-to-2021,
StackedAreaChart4.png,Stacked Area Chart 4,stacked,,stacked,,,https://insights.datylon.com/stories/t8_KLLekHtE6msHLYtlP4w,
StackedAreaChart5.png,Stacked Area Chart 5,stacked,,stacked,,,https://www.data-to-viz.com/graph/stackedarea.html,
StackedAreaChart6.png,Stacked Area Chart 6,stacked,,stacked,,,https://www.anychart.com/products/anychart/gallery/Area_Charts/Stacked_Area_Chart.php,
StackedAreaChart7.png,Stacked Area Chart 7,stacked,,stacked,,,https://plotly.com/python/filled-area-plots/,
StackedAreaChart13.png,Stacked Area Chart 13,stacked,,stacked,,,https://apexcharts.com/docs/chart-types/area-chart/,
StackedAreaChart8.png,Stacked Area Chart 8,stacked,,stacked,,,https://observablehq.com/@miralemd/picasso-js-stacked-area-chart,
StackedAreaChart14.png,Stacked Area Chart 14,stacked,,stacked,,,https://www.grunt.pro/product/charts,
StackedAreaChart9.png,Stacked Area Chart 9,stacked,,stacked,,,https://observablehq.com/@bigshow/stacked-area-chart,
StackedAreaChart10.png,Stacked Area Chart 10,stacked,,stacked,,,https://vega.github.io/vega/examples/stacked-area-chart/,
Calendar1.png,Calendar 1,calendar,,calendar,,,https://vega.github.io/vega/examples/calendar-view/,
Calendar11.png,Calendar 11,calendar,,calendar,,,https://apexcharts.com/javascript-chart-demos/heatmap-charts/color-range/,
Calendar2.png,Calendar 2,calendar,,calendar,,,https://www.zingchart.com/docs/chart-types/calendar,
Calendar3.png,Calendar 3,calendar,,calendar,,,https://observablehq.com/@ee2dev/plot-exploration-how-to-customize-the-calendar-visualizat,
Calendar4.png,Calendar 4,calendar,,calendar,,,https://observablehq.com/@ee2dev/plot-exploration-how-to-customize-the-calendar-visualizat,
Calendar5.png,Calendar 5,calendar,,calendar,,,https://www.wiards.com/orchard-info/calendar-and-hours,
Calendar6.png,Calendar 6,calendar,,calendar,,,https://www.anychart.com/products/anychart/gallery/Calendar_Chart/GitHub_Contributions.php,
Calendar7.png,Calendar 7,calendar,,calendar,,,https://www.anychart.com/products/anychart/gallery/Calendar_Chart/Mike_Bostock_GitHub_Contributions.php?theme=lightGlamour,
Calendar8.png,Calendar 8,calendar,,calendar,,,https://observablehq.com/@stvkas/streaking-calendar,
Calendar12.png,Calendar 12,calendar,,calendar,,,https://apexcharts.com/javascript-chart-demos/heatmap-charts/basic/,
Calendar9.png,Calendar 9,calendar,,calendar,,,https://observablehq.com/@josephg/calendar-generator,
Calendar10.png,Calendar 10,calendar,,calendar,,,https://observablehq.com/@nyem69/calendar,
Densityplot1.png,Density plot 1,density,,density,,,https://en.wikipedia.org/wiki/File:Rating_count_density_by_project_quality_assessment.svg,
Densityplot2.png,Density plot 2,density,,density,,,https://datavizcatalogue.com/methods/density_plot.html,
Densityplot3.png,Density plot 3,density,,density,,,https://d3-graph-gallery.com/graph/density_basic.html,
Densityplot4.png,Density plot 4,density,,density,,,https://commons.wikimedia.org/wiki/File:Reaction_time_density_plot.svg,
Densityplot5.png,Density plot 5,density,,density,,,https://vega.github.io/vega-lite/examples/area_density.html,
Densityplot6.png,Density plot 6,density,,density,,,https://mascot-vis.github.io/gallery.html#DensityPlot,
Densityplot7.png,Density plot 7,density,,density,,,https://insights.datylon.com/stories/r5Suw19BKP9CwiaV_xBLqA,
Densityplot8.png,Density plot 8,density,,density,,,https://insights.datylon.com/stories/nsmK7uWJ_-KayTsMLKBPbA,
Densityplot9.png,Density plot 9,density,,density,,,https://wilkelab.org/SDS375/slides/visualizing-distributions-2_files/figure-html/temps_densities_overlapping-1.svg,
Densityplot10.png,Density plot 10,density,,density,,,https://people.ohio.edu/ruhil/RBookNew/visualizing-data.html,
CirclePacking1.png,Circle Packing 1,circle,,circle,,,https://www.d3indepth.com/introduction/,
CirclePacking2.png,Circle Packing 2,circle,,circle,,,https://www.amcharts.com/demos-v4/packed-circle-chart-v4/,
CirclePacking3.png,Circle Packing 3,circle,,circle,,,https://bl.ocks.org/mbostock/4063530,
CirclePacking4.png,Circle Packing 4,circle,,circle,,,https://r-graph-gallery.com/circle-packing.html,
CirclePacking5.png,Circle Packing 5,circle,,circle,,,https://vega.github.io/vega/examples/circle-packing/,
CirclePacking6.png,Circle Packing 6,circle,,circle,,,https://www.zingchart.com/docs/chart-types/bubble-pack,
CirclePacking7.png,Circle Packing 7,circle,,circle,,,https://observablehq.com/@d3/pack,
CirclePacking8.png,Circle Packing 8,circle,,circle,,,https://observablehq.com/@d3/bubble-chart,
CirclePacking9.png,Circle Packing 9,circle,,circle,,,https://observablehq.com/@didoesdigital/d3-circle-packing,
CirclePacking10.png,Circle Packing 10,circle,,circle,,,https://observablehq.com/d/c5055cd545937e32,
CirclePacking11.png,Circle Packing 11,circle,,circle,,,https://observablehq.com/@danyyyy89/force-simulation-to-visualize-word-cloud,
CirclePacking12.png,Circle Packing 12,circle,,circle,,,https://observablehq.com/@danielefadda/force-simulation-to-visualize-word-cloud-with-split-versio ,
CirclePacking13.png,Circle Packing 13,circle,,circle,,,https://commons.wikimedia.org/wiki/File:Bubble_chart_of_programming_paradigms_en.svg,
ConnectedDotPlot1.png,Connected Dot Plot 1,connected,,connected,,,https://bl.ocks.org/maartenzam/6235b42b9f9ec3851c492082957180d8,
ConnectedDotPlot3.png,Connected Dot Plot 3,connected,,connected,,,https://plotdb.com/chart/980/#,
ConnectedDotPlot4.png,Connected Dot Plot 4,connected,,connected,,,https://vega.github.io/vega-lite/examples/layer_ranged_dot.html,
ConnectedDotPlot5.png,Connected Dot Plot 5,connected,,connected,,,https://observablehq.com/@d3/dot-plot,
ConnectedDotPlot11.png,Connected Dot Plot 11,connected,,connected,,,https://www.datylon.com/blog/how-to-make-a-dot-plot-in-adobe-illustrator,
ConnectedDotPlot6.png,Connected Dot Plot 6,connected,,connected,,,https://observablehq.com/@lorenries/political-science-rankings-connected-dot-plot,
ConnectedDotPlot13.png,Connected Dot Plot 13,connected,,connected,,,https://www.datylon.com/resources/chart-library/dot-plot,
ConnectedDotPlot7.png,Connected Dot Plot 7,connected,,connected,,,https://observablehq.com/@didoesdigital/1-august-2020-d3-dumbbell-plot,
ConnectedDotPlot8.png,Connected Dot Plot 8,connected,,connected,,,https://mascot-vis.github.io/gallery.html#LollipopChart,
ConnectedDotPlot9.png,Connected Dot Plot 9,connected,,connected,,,https://mascot-vis.github.io/gallery.html#DumbbellChart,
ConnectedDotPlot11.png,Connected Dot Plot 11,connected,,connected,,,https://www.storytellingwithdata.com/blog/2021/8/12/creating-dot-plots,
ConnectedDotPlot12.png,Connected Dot Plot 12,connected,,connected,,,https://observablehq.com/@flekschas/range-chart,
PolarAreaChart1.png,Polar Area Chart 1,polar,,polar,,,https://online.visual-paradigm.com/community/share/100-stacked-rose-chart-art-m74ckhugo,
PolarAreaChart2.png,Polar Area Chart 2,polar,,polar,,,https://www.highcharts.com/demo/polar-wind-rose,
PolarAreaChart4.png,Polar Area Chart 4,polar,,polar,,,https://datavizcatalogue.com/methods/nightingale_rose_chart.html,
PolarAreaChart5.png,Polar Area Chart 5,polar,,polar,,,https://vega.github.io/vega/examples/radial-plot/,
PolarAreaChart6.png,Polar Area Chart 6,polar,,polar,,,https://www.anychart.com/products/anychart/gallery/Polar_Charts/Polygon_Polar_Chart.php?theme=lightEarth,
PolarAreaChart7.png,Polar Area Chart 7,polar,,polar,,,https://observablehq.com/@asier/polar-area-chart,
PolarAreaChart8.png,Polar Area Chart 8,polar,,polar,,,https://observablehq.com/@sophiamersmann/polar-area-chart,
PolarAreaChart9.png,Polar Area Chart 9,polar,,polar,,,https://www.amcharts.com/demos-v4/polar-area-chart-v4/,
PolarAreaChart11.png,Polar Area Chart 11,polar,,polar,,,https://plotly.com/python/polar-chart/,
PolarAreaChart12.png,Polar Area Chart 12,polar,,polar,,,https://cran.r-project.org/web/packages/actel/readme/README.html,
PolarAreaChart14.png,Polar Area Chart 14,polar,,polar,,,https://www.iodraw.com/en/template/bar-polar-stack-radial,
RadialBarChart1.png,Radial Bar Chart 1,radial,,radial,,,https://freetrade.io/stocks-and-shares-isa/isa-research,
RadialBarChart2.png,Radial Bar Chart 2,radial,,radial,,,https://stateofglobalexpansion.com/index.html,
RadialBarChart3.png,Radial Bar Chart 3,radial,,radial,,,https://www.technologyreview.com/2021/06/10/1026038/transforming-health-care-at-the-edge/,
RadialBarChart4.png,Radial Bar Chart 4,radial,,radial,,,https://hellofyllo.com/resources/blog/marketing-solutions/2022-the-most-diverse-420-ever,
RadialBarChart5.png,Radial Bar Chart 5,radial,,radial,,,https://www.highcharts.com/demo/ios/polar-radial-bar,
RadialBarChart6*.png,Radial Bar Chart 6*,radial,,radial,,,https://www.iodraw.com/en/template/bar-polar-label-tangential,
RadialBarChart7.png,Radial Bar Chart 7,radial,,radial,,,https://report2020.gruppoiren.it/en/sustainability/customers-and-communities/customers-and-services,
RadialBarChart8.png,Radial Bar Chart 8,radial,,radial,,,https://www.predicthq.com/blog/top-ten-states-recovery,
RadialBarChart9.png,Radial Bar Chart 9,radial,,radial,,,https://apexcharts.com/javascript-chart-demos/radialbar-charts/custom-angle-circle/,
RadialBarChart11.png,Radial Bar Chart 11,radial,,radial,,,https://apexcharts.com/javascript-chart-demos/radialbar-charts/multiple-radialbars/,
RadialBarChart10.png,Radial Bar Chart 10,radial,,radial,,,https://www.dettol.co.nz/health-hygiene/personal/sanitising-hands-out-of-home/,
RadarChart1.png,Radar Chart 1,radar,,radar,,,https://creately.com/diagram/example/jlq2kb2u2/radar-chart-example,
RadarChart2.png,Radar Chart 2,radar,,radar,,,https://observablehq.com/@avoits/polar-chart,
RadarChart3.png,Radar Chart 3,radar,,radar,,,https://observablehq.com/@marit970/radar-plot,
RadarChart4.png,Radar Chart 4,radar,,radar,,,https://observablehq.com/@huangshew/spider-chart/2,
RadarChart5.png,Radar Chart 5,radar,,radar,,,https://www.highcharts.com/demo/polar,
RadarChart6.png,Radar Chart 6,radar,,radar,,,https://www.tibco.com/reference-center/what-is-a-radar-chart,
RadarChart7.png,Radar Chart 7,radar,,radar,,,https://vega.github.io/vega/examples/radar-chart/,
RadarChart8.png,Radar Chart 8,radar,,radar,,,https://jscharting.com/examples/chart-types/radar-polar/area/,
RadarChart9.png,Radar Chart 9,radar,,radar,,,https://doc.cuba-platform.com/charts-latest/radar_chart.html,
RadarChart10.png,Radar Chart 10,radar,,radar,,,https://www.amcharts.com/demos-v4/radar-chart-v4/,
MatrixDiagram1.png,Matrix Diagram 1,matrix,,matrix,,,https://observablehq.com/@bstaats/matrix-diagram,
MatrixDiagram2.png,Matrix Diagram 2,matrix,,matrix,,,https://insights.datylon.com/stories/kTQJkb9CukJtArIDROJO1w,
MatrixDiagram3.png,Matrix Diagram 3,matrix,,matrix,,,https://commons.wikimedia.org/wiki/File:Risk_Analysis_Chart.svg,
MatrixDiagram4.png,Matrix Diagram 4,matrix,,matrix,,,https://observablehq.com/@fil/matrix-diagram,
MatrixDiagram5.png,Matrix Diagram 5,matrix,,matrix,,,https://observablehq.com/d/9dc0f30b60feeca0,
MatrixDiagram6.png,Matrix Diagram 6,matrix,,matrix,,,https://observablehq.com/@burrussmp/designing-a-customizable-confusion-matrix-in-d3,
MatrixDiagram7.png,Matrix Diagram 7,matrix,,matrix,,,https://observablehq.com/@arcayle/a-customizable-interactive-confusion-matrix,
MatrixDiagram8.png,Matrix Diagram 8,matrix,,matrix,,,https://www.datylon.com/blog/types-of-charts-graphs-examples-data-visualization#matrix-chart,
MatrixDiagram9.png,Matrix Diagram 9,matrix,,matrix,,,https://creately.com/diagram/example/ReutHhh4gus/confrontation-matrix-template,
MatrixDiagram10.png,Matrix Diagram 10,matrix,,matrix,,,https://pidnotebooks.org/pages/pidgraph-notebooks-python/user-story-3-impacts-of-organization/,
BoxAndWhisker1.png,Box-and-whisker plot 1,box-and-whisker,,box-and-whisker,,,https://www.nagwa.com/en/explainers/812192146073/,
BoxAndWhisker2.png,Box-and-whisker plot 2,box-and-whisker,,box-and-whisker,,,https://apexcharts.com/docs/chart-types/boxplot/,
BoxAndWhisker3.png,Box-and-whisker plot 3,box-and-whisker,,box-and-whisker,,,https://www.khanacademy.org/math/statistics-probability/summarizing-quantitative-data/box-whisker-plots/a/box-plot-review,
BoxAndWhisker4.png,Box-and-whisker plot 4,box-and-whisker,,box-and-whisker,,,https://www.codecademy.com/learn/stats-associations-between-variables/modules/stats-associations-between-variables/cheatsheet,
BoxAndWhisker5.png,Box-and-whisker plot 5,box-and-whisker,,box-and-whisker,,,https://apexcharts.com/docs/chart-types/boxplot/,
BoxAndWhisker6.png,Box-and-whisker plot 6,box-and-whisker,,box-and-whisker,,,https://alex-hhh.github.io/2021/04/box-and-whiskers-plot.html,
BoxAndWhisker7.png,Box-and-whisker plot 7,box-and-whisker,,box-and-whisker,,,https://observablehq.com/@d3/box-plot,
BoxAndWhisker8.png,Box-and-whisker plot 8,box-and-whisker,,box-and-whisker,,,https://observablehq.com/@mukhtyar/box-plot,
BoxAndWhisker9.png,Box-and-whisker plot 9,box-and-whisker,,box-and-whisker,,,https://vega.github.io/vega-lite/examples/boxplot_minmax_2D_vertical.html,
BoxAndWhisker10.png,Box-and-whisker plot 10,box-and-whisker,,box-and-whisker,,,https://data-illustrator.cs.umd.edu/app/index.html?project=few_box_plot,
CandlestickChart1.png,Candlestick Chart 1,candlestick,,candlestick,,,https://codepen.io/frederickallen/pen/MZXNVY,
CandlestickChart2.png,Candlestick Chart 2,candlestick,,candlestick,,,https://github.com/garys-io/garys-io-candlestick-chart-d3,
CandlestickChart3.png,Candlestick Chart 3,candlestick,,candlestick,,,https://www.fusioncharts.com/dev/chart-guide/standard-charts/candlestick-chart,
CandlestickChart4.png,Candlestick Chart 4,candlestick,,candlestick,,,https://www.tibco.com/reference-center/what-is-a-candlestick-chart,
CandlestickChart5.png,Candlestick Chart 5,candlestick,,candlestick,,,https://juliastats.org/TimeSeries.jl/latest/plotting/,
CandlestickChart6.png,Candlestick Chart 6,candlestick,,candlestick,,,https://diagrammm.com/candlestick_chart,
CandlestickChart7.png,Candlestick Chart 7,candlestick,,candlestick,,,https://en.wikipedia.org/wiki/File:Candlestick_chart_scheme_02-en.svg,
CandlestickChart8.png,Candlestick Chart 8,candlestick,,candlestick,,,https://observablehq.com/@d3/candlestick-chart,
CandlestickChart9.png,Candlestick Chart 9,candlestick,,candlestick,,,https://www.forex.com/en-us/trading-academy/courses/technical-analysis/key-candlestick-patterns/,
CandlestickChart10.png,Candlestick Chart 10,candlestick,,candlestick,,,https://enrichmoney.in/blog-article/top-5-candlestick-patterns-traders-must-know,
VennDiagram1.png,Venn Diagram 1,venn,,venn,,,https://commons.wikimedia.org/wiki/File:Venn_Diagram_of_Numbers.svg,
VennDiagram2.png,Venn Diagram 2,venn,,venn,,,https://mmerevise.co.uk/gcse-maths-revision/venn-diagrams/,
VennDiagram3.png,Venn Diagram 3,venn,,venn,,,https://commons.wikimedia.org/wiki/File:Venn_diagram_coloured.svg,
VennDiagram4.png,Venn Diagram 4,venn,,venn,,,https://diagrammm.com/venn_diagram,
VennDiagram5.png,Venn Diagram 5,venn,,venn,,,https://freesvg.org/venn-diagram,
VennDiagram6.png,Venn Diagram 6,venn,,venn,,,https://commons.wikimedia.org/wiki/File:Venn_diagram_cmyk.svg,
