charting tool,num_rows,main_chart_marks_precision_min,main_chart_marks_precision_max,main_chart_marks_precision_median,main_chart_marks_precision_mean,main_chart_marks_precision_iqr,main_chart_marks_recall_min,main_chart_marks_recall_max,main_chart_marks_recall_median,main_chart_marks_recall_mean,main_chart_marks_recall_iqr,main_chart_marks_f1_min,main_chart_marks_f1_max,main_chart_marks_f1_median,main_chart_marks_f1_mean,main_chart_marks_f1_iqr,axis_labels_precision_min,axis_labels_precision_max,axis_labels_precision_median,axis_labels_precision_mean,axis_labels_precision_iqr,axis_labels_recall_min,axis_labels_recall_max,axis_labels_recall_median,axis_labels_recall_mean,axis_labels_recall_iqr,axis_labels_f1_min,axis_labels_f1_max,axis_labels_f1_median,axis_labels_f1_mean,axis_labels_f1_iqr,axis_titles_precision_min,axis_titles_precision_max,axis_titles_precision_median,axis_titles_precision_mean,axis_titles_precision_iqr,axis_titles_recall_min,axis_titles_recall_max,axis_titles_recall_median,axis_titles_recall_mean,axis_titles_recall_iqr,axis_titles_f1_min,axis_titles_f1_max,axis_titles_f1_median,axis_titles_f1_mean,axis_titles_f1_iqr,legend_labels_precision_min,legend_labels_precision_max,legend_labels_precision_median,legend_labels_precision_mean,legend_labels_precision_iqr,legend_labels_recall_min,legend_labels_recall_max,legend_labels_recall_median,legend_labels_recall_mean,legend_labels_recall_iqr,legend_labels_f1_min,legend_labels_f1_max,legend_labels_f1_median,legend_labels_f1_mean,legend_labels_f1_iqr,legend_marks_precision_min,legend_marks_precision_max,legend_marks_precision_median,legend_marks_precision_mean,legend_marks_precision_iqr,legend_marks_recall_min,legend_marks_recall_max,legend_marks_recall_median,legend_marks_recall_mean,legend_marks_recall_iqr,legend_marks_f1_min,legend_marks_f1_max,legend_marks_f1_median,legend_marks_f1_mean,legend_marks_f1_iqr,legend_titles_precision_min,legend_titles_precision_max,legend_titles_precision_median,legend_titles_precision_mean,legend_titles_precision_iqr,legend_titles_recall_min,legend_titles_recall_max,legend_titles_recall_median,legend_titles_recall_mean,legend_titles_recall_iqr,legend_titles_f1_min,legend_titles_f1_max,legend_titles_f1_median,legend_titles_f1_mean,legend_titles_f1_iqr,overall_f1_min,overall_f1_max,overall_f1_median,overall_f1_mean,overall_f1_iqr
Kandy,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.8333333333333334,1.0,0.9166666666666667,0.9166666666666667,0.08333333333333337
Lets-Plot,8,0.1666666666666666,1.0,1.0,0.7291666666666666,0.5833333333333334,0.3,1.0,1.0,0.825,0.17500000000000004,0.2142857142857142,1.0,1.0,0.734375,0.6473214285714286,0.2647058823529412,1.0,1.0,0.8198529411764706,0.17647058823529416,0.2142857142857142,1.0,1.0,0.9017857142857143,0.0,0.3529411764705882,1.0,1.0,0.7782614102723542,0.5544397463002115,0.0,1.0,1.0,0.625,1.0,0.0,1.0,1.0,0.625,1.0,0.0,1.0,1.0,0.625,1.0,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.6875,0.625,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.7083333333333333,0.5,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.5,1.0,0.2989341085271317,1.0,0.6946248196248196,0.6826616239342813,0.2535014005602242
Lib.rs,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.0,0.2666666666666667,0.2666666666666667,0.2666666666666667,0.2666666666666667,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.8777777777777778,0.8777777777777778,0.8777777777777778,0.8777777777777778,0.0
Mascot.js,26,0.0294117647058823,1.0,1.0,0.9306184012066365,0.0,0.4210526315789473,1.0,1.0,0.9752038156508237,0.0,0.0571428571428571,1.0,1.0,0.9192867461989275,0.0,0.0,1.0,1.0,0.8666666666666667,0.0,0.0,1.0,1.0,0.83142258382643,0.0,0.0,1.0,1.0,0.8366115489861309,0.0,0.0,1.0,1.0,0.8461538461538461,0.0,0.0,1.0,1.0,0.8269230769230769,0.0,0.0,1.0,1.0,0.8333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.9615384615384616,0.0,0.0,1.0,1.0,0.9615384615384616,0.0,0.0,1.0,1.0,0.9615384615384616,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5476190476190476,1.0,1.0,0.9251283483428089,0.07466761633428298
Matplotlib,11,1.0,1.0,1.0,1.0,0.0,0.5051546391752577,1.0,1.0,0.9550140581068416,0.0,0.6712328767123288,1.0,1.0,0.9701120797011208,0.0,0.0,1.0,0.0,0.16883116883116883,0.0,0.0,1.0,0.0,0.18181818181818182,0.0,0.0,1.0,0.0,0.17482517482517482,0.0,0.0,1.0,1.0,0.5454545454545454,1.0,0.0,1.0,1.0,0.5454545454545454,1.0,0.0,1.0,1.0,0.5454545454545454,1.0,0.0,1.0,0.0,0.45454545454545453,1.0,0.0,1.0,0.0,0.45454545454545453,1.0,0.0,1.0,0.0,0.45454545454545453,1.0,0.0,1.0,1.0,0.5454545454545454,1.0,0.0,1.0,1.0,0.5454545454545454,1.0,0.0,1.0,1.0,0.5454545454545454,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.6150652999968069,0.3543203371970496
NIVO,34,0.0,1.0,1.0,0.9176470588235294,0.0,0.0,1.0,1.0,0.7412917427429812,0.7672697368421053,0.0,1.0,1.0,0.764467611121309,0.6285425101214575,0.0,1.0,1.0,0.8162629757785468,0.02499999999999991,0.0,1.0,1.0,0.8070357554786621,0.0,0.0,1.0,1.0,0.8100865606624192,0.06814449917898191,0.0,1.0,1.0,0.876470588235294,0.0,0.0,1.0,1.0,0.9411764705882353,0.0,0.0,1.0,1.0,0.894947209653092,0.0,0.0,1.0,1.0,0.6764705882352942,1.0,0.0,1.0,1.0,0.6764705882352942,1.0,0.0,1.0,1.0,0.6764705882352942,1.0,0.0,1.0,1.0,0.7686274509803921,0.0,0.0,1.0,1.0,0.7941176470588235,0.0,0.0,1.0,1.0,0.7716262975778546,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.1666666666666666,1.0,0.948941798941799,0.8195997112083282,0.3214285714285714
NVD3.js,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
OKVIZ,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
ObservablePlot,15,0.0,1.0,1.0,0.8955555555555555,0.0,0.0,1.0,1.0,0.8074181287392688,0.38944026161685297,0.0,1.0,1.0,0.8231423567763572,0.3197032000601998,0.6086956521739131,1.0,1.0,0.9717625058438524,0.0,0.4375,1.0,1.0,0.9040119363395226,0.11538461538461542,0.6086956521739131,1.0,1.0,0.9221617530172931,0.1428571428571428,0.0,1.0,1.0,0.9333333333333333,0.0,0.0,1.0,1.0,0.9333333333333333,0.0,0.0,1.0,1.0,0.9333333333333333,0.0,0.0,1.0,1.0,0.9333333333333333,0.0,0.0,1.0,1.0,0.9333333333333333,0.0,0.0,1.0,1.0,0.9333333333333333,0.0,0.0,1.0,1.0,0.9333333333333333,0.0,0.0,1.0,1.0,0.9333333333333333,0.0,0.0,1.0,1.0,0.9333333333333333,0.0,0.0,1.0,1.0,0.9333333333333333,0.0,0.0,1.0,1.0,0.9333333333333333,0.0,0.0,1.0,1.0,0.9333333333333333,0.0,0.2436323366555924,1.0,0.9995458673932788,0.913106240521164,0.07292105086222733
OfficeTimeline,1,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.0,1.0,1.0,1.0,1.0,0.0,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.3846153846153846,0.3846153846153846,0.3846153846153846,0.3846153846153846,0.0
PlotDB,4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Plotly,26,0.0,1.0,1.0,0.8640796703296704,0.0,0.0,1.0,1.0,0.86108652098961,0.0,0.0,1.0,1.0,0.847853845200012,0.011920855352095305,0.0,1.0,1.0,0.8409001255155102,0.0625,0.0,1.0,1.0,0.9587912087912088,0.0,0.0,1.0,1.0,0.8711808320503973,0.041867954911433136,0.0,1.0,1.0,0.9230769230769231,0.0,0.0,1.0,1.0,0.9230769230769231,0.0,0.0,1.0,1.0,0.9230769230769231,0.0,0.0,1.0,1.0,0.8846153846153846,0.0,0.0,1.0,1.0,0.8846153846153846,0.0,0.0,1.0,1.0,0.8846153846153846,0.0,0.0,1.0,1.0,0.8461538461538461,0.0,0.0,1.0,1.0,0.8461538461538461,0.0,0.0,1.0,1.0,0.8461538461538461,0.0,0.0,1.0,1.0,0.8846153846153846,0.0,0.0,1.0,1.0,0.8846153846153846,0.0,0.0,1.0,1.0,0.8846153846153846,0.0,0.0349040139616055,1.0,0.9953219592735278,0.8762493692853247,0.1499999999999999
PyWaffle,6,0.0,1.0,1.0,0.6666666666666666,0.75,0.0,1.0,1.0,0.6666666666666666,0.75,0.0,1.0,1.0,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8333333333333334,0.0,0.0,1.0,1.0,0.8333333333333334,0.0,0.0,1.0,1.0,0.8333333333333334,0.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.14583333333333334,0.3819444444444445,0.8229166666666667,0.0,1.0,0.2258064516129032,0.40860215053763443,0.8629032258064516,0.0,1.0,1.0,0.8333333333333334,0.0,0.0,1.0,1.0,0.8333333333333334,0.0,0.0,1.0,1.0,0.8333333333333334,0.0,0.0,1.0,1.0,0.8333333333333334,0.0,0.0,1.0,1.0,0.8333333333333334,0.0,0.0,1.0,1.0,0.8333333333333334,0.0,0.5,1.0,0.7876344086021505,0.7625448028673835,0.3978494623655915
Quadrigram,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
R,27,0.0,1.0,1.0,0.7123695833203967,0.761904761904762,0.0,1.0,1.0,0.7008230452674896,0.9,0.0,1.0,1.0,0.6921662885508694,0.8333333333333334,0.0,1.0,1.0,0.6534391534391534,1.0,0.0,1.0,0.6428571428571429,0.5367631339853562,1.0,0.0,1.0,0.6428571428571429,0.5703193022976221,1.0,0.0,1.0,1.0,0.6296296296296297,1.0,0.0,1.0,1.0,0.6296296296296297,1.0,0.0,1.0,1.0,0.6296296296296297,1.0,0.0,1.0,1.0,0.5843621399176955,1.0,0.0,1.0,1.0,0.5925925925925926,1.0,0.0,1.0,1.0,0.5879629629629629,1.0,0.0,1.0,1.0,0.7325102880658436,0.6111111111111112,0.0,1.0,1.0,0.7407407407407407,0.5,0.0,1.0,1.0,0.7361111111111112,0.5625,0.0,1.0,1.0,0.8333333333333334,0.0,0.0,1.0,1.0,0.8518518518518519,0.0,0.0,1.0,1.0,0.8395061728395061,0.0,0.0,1.0,0.8333333333333334,0.6759492445652836,0.6657443790518114
Rawgraphs,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Semiotic,10,0.96,1.0,1.0,0.9960000000000001,0.0,0.5,1.0,1.0,0.95,0.0,0.6666666666666666,1.0,1.0,0.9646258503401361,0.0,1.0,1.0,1.0,1.0,0.0,0.2142857142857142,1.0,0.9464285714285714,0.7458253968253968,0.55,0.3529411764705882,1.0,0.9716981132075472,0.8159196765745044,0.3793706293706294,0.0,1.0,1.0,0.9,0.0,0.0,1.0,1.0,0.9,0.0,0.0,1.0,1.0,0.9,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.9,0.0,0.0,1.0,1.0,0.9,0.0,0.0,1.0,1.0,0.9,0.0,0.0,1.0,1.0,0.9,0.0,0.0,1.0,1.0,0.9,0.0,0.0,1.0,1.0,0.9,0.0,0.7254901960784315,1.0,0.9419191919191919,0.9134242544857735,0.13884521313766607
SmartSheet,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
SvelteKit,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.4259259259259259,0.4259259259259259,0.4259259259259259,0.4259259259259259,0.0
Vega,8,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.6666666666666667,0.75,0.0,1.0,1.0,0.6875,0.625,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.7016129032258065,0.5403225806451613,0.0,1.0,1.0,0.72,0.42999999999999994,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.75,0.25,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6266666666666666,1.0,0.875,0.8595833333333334,0.20833333333333326
VegaLite,23,0.0,1.0,1.0,0.8659887798036465,0.0,0.0,1.0,1.0,0.8695652173913043,0.0,0.0,1.0,1.0,0.8677376318146096,0.0,0.0,1.0,1.0,0.8695652173913043,0.0,0.0,1.0,1.0,0.7818078455149395,0.38370370370370366,0.0,1.0,1.0,0.8074999973193999,0.23766307430516176,0.0,1.0,1.0,0.782608695652174,0.0,0.0,1.0,1.0,0.782608695652174,0.0,0.0,1.0,1.0,0.782608695652174,0.0,0.0,1.0,1.0,0.8695652173913043,0.0,0.0,1.0,1.0,0.8608695652173913,0.0,0.0,1.0,1.0,0.8647342995169083,0.0,0.0,1.0,1.0,0.8782608695652173,0.0,0.0,1.0,1.0,0.8913043478260869,0.0,0.0,1.0,1.0,0.8819875776397516,0.0,0.0,1.0,1.0,0.8260869565217391,0.0,0.0,1.0,1.0,0.8260869565217391,0.0,0.0,1.0,1.0,0.8260869565217391,0.0,0.0,1.0,1.0,0.8384425264107639,0.16666666666666663
VictoryChart,7,0.8571428571428571,1.0,1.0,0.9795918367346939,0.0,1.0,1.0,1.0,1.0,0.0,0.923076923076923,1.0,1.0,0.989010989010989,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.42857142857142855,1.0,0.0,1.0,0.0,0.42857142857142855,1.0,0.0,1.0,0.0,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.8205128205128206,1.0,0.8333333333333334,0.9029304029304029,0.16666666666666663
VictoryChartf,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Visual Paradigm,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.0,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.0
WowChart,7,0.0,1.0,1.0,0.7543743078626799,0.35968992248062015,0.0,1.0,1.0,0.7857142857142857,0.25,0.0,1.0,1.0,0.7685992168750789,0.3099027409372237,0.0,1.0,1.0,0.8571428571428571,0.0,0.0,1.0,1.0,0.7922077922077921,0.2272727272727273,0.0,1.0,1.0,0.8151260504201681,0.1470588235294118,0.0,1.0,1.0,0.7142857142857143,0.5,0.0,1.0,1.0,0.7142857142857143,0.5,0.0,1.0,1.0,0.7142857142857143,0.5,0.6666666666666666,1.0,1.0,0.9523809523809524,0.0,1.0,1.0,1.0,1.0,0.0,0.8,1.0,1.0,0.9714285714285714,0.0,0.6666666666666666,1.0,1.0,0.9523809523809524,0.0,1.0,1.0,1.0,1.0,0.0,0.8,1.0,1.0,0.9714285714285714,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.8734780207396841,0.19282692741110585
ZingChart,3,0.6878306878306878,1.0,1.0,0.8959435626102293,0.15608465608465605,1.0,1.0,1.0,1.0,0.0,0.8150470219435736,1.0,1.0,0.9383490073145245,0.09247648902821326,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.8888888888888888,0.16666666666666674,0.8,1.0,1.0,0.9333333333333332,0.09999999999999998,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.935841170323929,1.0,1.0,0.9786137234413097,0.03207941483803545
ioDraw,4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.7777777777777778,1.0,1.0,0.9444444444444444,0.05555555555555558,0.8750000000000001,1.0,1.0,0.96875,0.03125,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.75,0.25,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.8333333333333334,1.0,0.9895833333333333,0.953125,0.05729166666666674
