charting tool,num_rows,main_chart_marks_precision_min,main_chart_marks_precision_max,main_chart_marks_precision_median,main_chart_marks_precision_mean,main_chart_marks_precision_iqr,main_chart_marks_recall_min,main_chart_marks_recall_max,main_chart_marks_recall_median,main_chart_marks_recall_mean,main_chart_marks_recall_iqr,main_chart_marks_f1_min,main_chart_marks_f1_max,main_chart_marks_f1_median,main_chart_marks_f1_mean,main_chart_marks_f1_iqr,axis_labels_precision_min,axis_labels_precision_max,axis_labels_precision_median,axis_labels_precision_mean,axis_labels_precision_iqr,axis_labels_recall_min,axis_labels_recall_max,axis_labels_recall_median,axis_labels_recall_mean,axis_labels_recall_iqr,axis_labels_f1_min,axis_labels_f1_max,axis_labels_f1_median,axis_labels_f1_mean,axis_labels_f1_iqr,axis_titles_precision_min,axis_titles_precision_max,axis_titles_precision_median,axis_titles_precision_mean,axis_titles_precision_iqr,axis_titles_recall_min,axis_titles_recall_max,axis_titles_recall_median,axis_titles_recall_mean,axis_titles_recall_iqr,axis_titles_f1_min,axis_titles_f1_max,axis_titles_f1_median,axis_titles_f1_mean,axis_titles_f1_iqr,legend_labels_precision_min,legend_labels_precision_max,legend_labels_precision_median,legend_labels_precision_mean,legend_labels_precision_iqr,legend_labels_recall_min,legend_labels_recall_max,legend_labels_recall_median,legend_labels_recall_mean,legend_labels_recall_iqr,legend_labels_f1_min,legend_labels_f1_max,legend_labels_f1_median,legend_labels_f1_mean,legend_labels_f1_iqr,legend_marks_precision_min,legend_marks_precision_max,legend_marks_precision_median,legend_marks_precision_mean,legend_marks_precision_iqr,legend_marks_recall_min,legend_marks_recall_max,legend_marks_recall_median,legend_marks_recall_mean,legend_marks_recall_iqr,legend_marks_f1_min,legend_marks_f1_max,legend_marks_f1_median,legend_marks_f1_mean,legend_marks_f1_iqr,legend_titles_precision_min,legend_titles_precision_max,legend_titles_precision_median,legend_titles_precision_mean,legend_titles_precision_iqr,legend_titles_recall_min,legend_titles_recall_max,legend_titles_recall_median,legend_titles_recall_mean,legend_titles_recall_iqr,legend_titles_f1_min,legend_titles_f1_max,legend_titles_f1_median,legend_titles_f1_mean,legend_titles_f1_iqr,overall_f1_min,overall_f1_max,overall_f1_median,overall_f1_mean,overall_f1_iqr
Jamovi,1,1.0,1.0,1.0,1.0,0.0,0.9726775956284152,0.9726775956284152,0.9726775956284152,0.9726775956284152,0.0,0.9861495844875346,0.9861495844875346,0.9861495844875346,0.9861495844875346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.8310249307479225,0.8310249307479225,0.8310249307479225,0.8310249307479225,0.0
Kandy,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.8333333333333334,1.0,0.9166666666666667,0.9166666666666667,0.08333333333333337
Lets-Plot,8,0.3333333333333333,1.0,1.0,0.9166666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.9375,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.9375,0.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.9583333333333333,0.0,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.75,0.25,0.0,1.0,0.0,0.25,0.25,0.0,1.0,0.0,0.25,0.25,0.0,1.0,0.0,0.25,0.25,0.4444444444444444,1.0,0.8333333333333334,0.7743055555555556,0.1875
Lib.rs,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.0,0.2666666666666667,0.2666666666666667,0.2666666666666667,0.2666666666666667,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.8777777777777778,0.8777777777777778,0.8777777777777778,0.8777777777777778,0.0
Mascot.js,26,0.95,1.0,1.0,0.9980769230769231,0.0,1.0,1.0,1.0,1.0,0.0,0.9743589743589745,1.0,1.0,0.9990138067061144,0.0,0.0,1.0,1.0,0.9115384615384615,0.0,0.0,1.0,1.0,0.8953694331983806,0.0,0.0,1.0,1.0,0.9020287404902789,0.0,0.0,1.0,1.0,0.8653846153846154,0.0,0.0,1.0,1.0,0.8653846153846154,0.0,0.0,1.0,1.0,0.8589743589743589,0.0,0.0,1.0,1.0,0.9615384615384616,0.0,0.0,1.0,1.0,0.9615384615384616,0.0,0.0,1.0,1.0,0.9615384615384616,0.0,0.0,1.0,1.0,0.9230769230769231,0.0,0.0,1.0,1.0,0.9230769230769231,0.0,0.0,1.0,1.0,0.9230769230769231,0.0,0.0,1.0,1.0,0.9230769230769231,0.0,0.0,1.0,1.0,0.9230769230769231,0.0,0.0,1.0,1.0,0.9230769230769231,0.0,0.4230769230769231,1.0,1.0,0.9279515356438434,0.042735042735042805
Matplotlib,11,0.2941176470588235,1.0,1.0,0.9358288770053474,0.0,1.0,1.0,1.0,1.0,0.0,0.4545454545454545,1.0,1.0,0.9504132231404959,0.0,0.0,1.0,0.0,0.2727272727272727,0.5,0.0,1.0,0.0,0.2727272727272727,0.5,0.0,1.0,0.0,0.2727272727272727,0.5,0.0,1.0,1.0,0.6363636363636364,1.0,0.0,1.0,1.0,0.6363636363636364,1.0,0.0,1.0,1.0,0.6363636363636364,1.0,0.0,1.0,1.0,0.5454545454545454,1.0,0.0,1.0,1.0,0.5454545454545454,1.0,0.0,1.0,1.0,0.5454545454545454,1.0,0.0,1.0,1.0,0.5454545454545454,1.0,0.0,1.0,1.0,0.5454545454545454,1.0,0.0,1.0,1.0,0.5454545454545454,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.6584022038567493,0.33333333333333337
NIVO,34,0.5714285714285714,1.0,1.0,0.9695378151260504,0.0,0.1666666666666666,1.0,1.0,0.9751131221719457,0.0,0.2857142857142857,1.0,1.0,0.9601849103787887,0.0,0.0,1.0,1.0,0.9156544565087699,0.0,0.0,1.0,1.0,0.9139876271364161,0.0,0.0,1.0,1.0,0.9103933500448389,0.030099357101110447,0.0,1.0,1.0,0.8862745098039216,0.0,0.0,1.0,1.0,0.9313725490196078,0.0,0.0,1.0,1.0,0.894947209653092,0.0,0.0,1.0,1.0,0.7941176470588235,0.0,0.0,1.0,1.0,0.7941176470588235,0.0,0.0,1.0,1.0,0.7941176470588235,0.0,0.0,1.0,1.0,0.8529411764705882,0.0,0.0,1.0,1.0,0.8529411764705882,0.0,0.0,1.0,1.0,0.8529411764705882,0.0,0.0,1.0,1.0,0.9411764705882353,0.0,0.0,1.0,1.0,0.9411764705882353,0.0,0.0,1.0,1.0,0.9411764705882353,0.0,0.4545454545454546,1.0,1.0,0.892293460699061,0.16666666666666663
NVD3.js,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
OKVIZ,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
ObservablePlot,15,0.0,1.0,1.0,0.9331967213114754,0.0,0.0,1.0,1.0,0.9196376811594204,0.0,0.0,1.0,1.0,0.9256758968148614,0.0005128205128206442,0.25,1.0,1.0,0.923913043478261,0.0,0.4375,1.0,1.0,0.9625,0.0,0.4,1.0,1.0,0.9176968272620447,0.0,0.0,1.0,1.0,0.9333333333333333,0.0,0.0,1.0,1.0,0.9333333333333333,0.0,0.0,1.0,1.0,0.9333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.9333333333333333,0.0,0.0,1.0,1.0,0.9333333333333333,0.0,0.0,1.0,1.0,0.9333333333333333,0.0,0.6261261261261262,1.0,1.0,0.9516732317905954,0.041867954911433136
OfficeTimeline,1,0.1587301587301587,0.1587301587301587,0.1587301587301587,0.1587301587301587,0.0,1.0,1.0,1.0,1.0,0.0,0.273972602739726,0.273972602739726,0.273972602739726,0.273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2123287671232876,0.2123287671232876,0.2123287671232876,0.2123287671232876,0.0
PlotDB,4,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.9166666666666666,0.08333333333333337,0.8,1.0,1.0,0.95,0.050000000000000044,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.75,0.25,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.75,0.25,0.6666666666666666,1.0,0.9833333333333334,0.9083333333333333,0.10833333333333328
Plotly,26,0.6,1.0,1.0,0.9709623447830997,0.0,1.0,1.0,1.0,1.0,0.0,0.7499999999999999,1.0,1.0,0.982995512388662,0.0,0.2727272727272727,1.0,1.0,0.9171821767975614,0.0,1.0,1.0,1.0,1.0,0.0,0.4285714285714285,1.0,1.0,0.9372776981472634,0.0,0.0,1.0,1.0,0.9230769230769231,0.0,0.0,1.0,1.0,0.9230769230769231,0.0,0.0,1.0,1.0,0.9230769230769231,0.0,0.0,1.0,1.0,0.9615384615384616,0.0,0.0,1.0,1.0,0.9615384615384616,0.0,0.0,1.0,1.0,0.9615384615384616,0.0,0.0,1.0,1.0,0.9615384615384616,0.0,0.0,1.0,1.0,0.9615384615384616,0.0,0.0,1.0,1.0,0.9615384615384616,0.0,0.0,1.0,1.0,0.9230769230769231,0.0,0.0,1.0,1.0,0.9230769230769231,0.0,0.0,1.0,1.0,0.9230769230769231,0.0,0.665079365079365,1.0,0.998945147679325,0.9482506632944491,0.08994708994708989
PyWaffle,6,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.75,0.0,1.0,1.0,0.6666666666666666,0.75,0.0,1.0,1.0,0.6666666666666666,0.75,0.0,1.0,1.0,0.8333333333333334,0.0,0.0,1.0,1.0,0.8333333333333334,0.0,0.0,1.0,1.0,0.8333333333333334,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.9166666666666666,0.125
Quadrigram,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
R,27,0.463768115942029,1.0,1.0,0.9752839815004954,0.0,0.2,1.0,1.0,0.9703703703703703,0.0,0.3333333333333333,1.0,1.0,0.9591520636622198,0.0,0.0,1.0,1.0,0.6777777777777778,1.0,0.0,1.0,1.0,0.6563251563251563,1.0,0.0,1.0,1.0,0.6552956465237166,1.0,0.0,1.0,1.0,0.9382716049382717,0.0,0.0,1.0,1.0,0.9005847953216375,0.0,0.0,1.0,1.0,0.9004938271604938,0.0,0.0,1.0,1.0,0.8362139917695472,0.0,0.0,1.0,1.0,0.8518518518518519,0.0,0.0,1.0,1.0,0.8431069958847737,0.0,0.0,1.0,1.0,0.8065843621399177,0.0,0.0,1.0,1.0,0.8148148148148148,0.0,0.0,1.0,1.0,0.8101851851851852,0.0,0.0,1.0,1.0,0.8333333333333334,0.0,0.0,1.0,1.0,0.8518518518518519,0.0,0.0,1.0,1.0,0.8395061728395061,0.0,0.4204253758709204,1.0,0.8333333333333334,0.8346233152093158,0.2478070175438596
Rawgraphs,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Semiotic,10,0.96,1.0,1.0,0.9960000000000001,0.0,0.5,1.0,1.0,0.95,0.0,0.6666666666666666,1.0,1.0,0.9646258503401361,0.0,1.0,1.0,1.0,1.0,0.0,0.2142857142857142,1.0,0.9464285714285714,0.7458253968253968,0.55,0.3529411764705882,1.0,0.9716981132075472,0.8159196765745046,0.3793706293706294,0.0,1.0,1.0,0.9,0.0,0.0,1.0,1.0,0.9,0.0,0.0,1.0,1.0,0.9,0.0,0.0,1.0,1.0,0.9,0.0,0.0,1.0,1.0,0.9,0.0,0.0,1.0,1.0,0.9,0.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.3,0.75,0.0,1.0,0.0,0.3,0.75,0.0,1.0,0.0,0.3,0.75,0.5991627420198848,1.0,0.6666666666666666,0.7300909211524402,0.18373103958564563
SmartSheet,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0
SvelteKit,1,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.7777777777777777,0.7777777777777777,0.7777777777777777,0.7777777777777777,0.0
Vega,8,0.0,1.0,1.0,0.8333333333333333,0.08333333333333337,0.0,1.0,1.0,0.7916666666666666,0.16666666666666674,0.0,1.0,1.0,0.7875,0.2749999999999999,0.0,1.0,1.0,0.625,1.0,0.0,1.0,1.0,0.625,1.0,0.0,1.0,1.0,0.625,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.875,0.0,0.0,1.0,1.0,0.875,0.0,0.0,1.0,1.0,0.875,0.0,0.0,1.0,1.0,0.875,0.0,0.0,1.0,1.0,0.875,0.0,0.0,1.0,1.0,0.875,0.0,0.6333333333333333,1.0,0.8333333333333334,0.8604166666666667,0.1875
VegaLite,23,0.9375,1.0,1.0,0.9972826086956522,0.0,1.0,1.0,1.0,1.0,0.0,0.967741935483871,1.0,1.0,0.9985974754558206,0.0,0.0,1.0,1.0,0.9565217391304348,0.0,0.0,1.0,1.0,0.9565217391304348,0.0,0.0,1.0,1.0,0.9565217391304348,0.0,0.0,1.0,1.0,0.9565217391304348,0.0,0.0,1.0,1.0,0.9565217391304348,0.0,0.0,1.0,1.0,0.9565217391304348,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.9130434782608695,0.0,0.0,1.0,1.0,0.9130434782608695,0.0,0.0,1.0,1.0,0.9130434782608695,0.0,0.6666666666666666,1.0,1.0,0.9707807386629268,0.0
VictoryChart,7,0.8571428571428571,1.0,1.0,0.979591836734694,0.0,1.0,1.0,1.0,1.0,0.0,0.923076923076923,1.0,1.0,0.989010989010989,0.0,0.0,1.0,1.0,0.7142857142857143,0.5,0.0,1.0,1.0,0.7142857142857143,0.5,0.0,1.0,1.0,0.7142857142857143,0.5,0.0,1.0,1.0,0.7142857142857143,0.5,0.0,1.0,1.0,0.7142857142857143,0.5,0.0,1.0,1.0,0.7142857142857143,0.5,0.0,1.0,1.0,0.7142857142857143,0.5,0.0,1.0,1.0,0.7142857142857143,0.5,0.0,1.0,1.0,0.7142857142857143,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.7142857142857143,0.5,0.0,1.0,1.0,0.7142857142857143,0.5,0.0,1.0,1.0,0.7142857142857143,0.5,0.3205128205128205,1.0,1.0,0.8076923076923076,0.33333333333333337
VictoryChartf,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Visual Paradigm,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.0,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.0
WowChart,7,0.813953488372093,1.0,1.0,0.9734219269102989,0.0,1.0,1.0,1.0,1.0,0.0,0.8974358974358974,1.0,1.0,0.9853479853479854,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.982905982905983,1.0,1.0,0.9975579975579976,0.0
ZingChart,3,0.6878306878306878,1.0,1.0,0.8959435626102293,0.15608465608465605,1.0,1.0,1.0,1.0,0.0,0.8150470219435736,1.0,1.0,0.9383490073145245,0.09247648902821326,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.5,0.0,1.0,1.0,0.6666666666666666,0.5,0.0,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.5,0.0,1.0,1.0,0.6666666666666666,0.5,0.0,1.0,1.0,0.6666666666666666,0.5,0.635841170323929,1.0,1.0,0.8786137234413096,0.18207941483803558
ioDraw,4,0.3076923076923077,1.0,1.0,0.8269230769230769,0.17307692307692313,1.0,1.0,1.0,1.0,0.0,0.4705882352941176,1.0,1.0,0.8676470588235294,0.13235294117647056,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.75,0.25,0.0,1.0,1.0,0.75,0.25,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.5,1.0,0.5784313725490197,1.0,0.8333333333333334,0.8112745098039217,0.10539215686274506
